arm	n	auroc_mean	auroc_sd	auroc_p2.5	auroc_p97.5	auprc_mean	auprc_sd	balacc_mean	balacc_sd	macrof1_mean	macrof1_sd
A_species_abundance	100	0.6670757575757575	0.016269100118576636	0.6315151515151515	0.6949512987012987	0.6828135846542022	0.013971637530275381	0.6398787878787878	0.015229651787600844	0.634834384047182	0.016613387843825125
