instance	medium	srr	cov	arm	log2ptr	est_cov	growth_rate
1	M24	SRR11558960	10	A	0.6442468288	8.138518682	0.4648
1	M22	SRR11558963	10	A	0.7636538015	8.333558592	0.4892
1	M23	SRR11558964	10	A	0.5637511175	8.192104414	0.4770
1	M19	SRR11558965	10	A	0.9362687406	7.503633458	0.5776
1	M18	SRR11558969	10	A	0.8397292979	8.211686482	0.7413
1	M17	SRR11558970	10	A	0.6810481122	8.457624806	0.7440
1	M13	SRR11558973	10	A	1.008173394	8.183668524	0.8612
1	M12	SRR11558976	10	A	1.224278684	8.279563822	1.0220
1	M1	SRR11558977	10	A	1.81389611	8.06987744	1.7207
1	M10	SRR11558980	10	A	1.244437173	8.176410504	1.1500
1	M4	SRR11558983	10	A	1.548475124	8.700351305	1.3718
1	M6	SRR11558945	0.5	B	1.892430283	0.5540310768	1.3549
1	M3	SRR11558946	0.5	B	2.169830686	0.5563066484	1.4380
1	M2	SRR11558949	0.5	B	1.961929943	0.6504566519	1.5100
1	RUN_OUT	SRR11558950	0.5	B	1.796135718	0.5232264906	
1	M27	SRR11558953	0.5	B	1.718455961	0.4921510666	0.3992
1	M25	SRR11558957	0.5	B	1.969721042	0.4782523394	0.4346
1	M24	SRR11558960	0.5	B	1.924272562	0.5011039961	0.4648
1	M22	SRR11558963	0.5	B	1.856075014	0.5328763731	0.4892
1	M23	SRR11558964	0.5	B	1.901017623	0.5439045333	0.4770
1	M19	SRR11558965	0.5	B	2.063141869	0.6769206307	0.5776
1	M18	SRR11558969	0.5	B	1.687172729	0.5635255581	0.7413
1	M17	SRR11558970	0.5	B	1.721998246	0.652034419	0.7440
1	M13	SRR11558973	0.5	B	1.920624867	0.586530941	0.8612
1	M12	SRR11558976	0.5	B	1.88458396	0.5905719262	1.0220
1	M1	SRR11558977	0.5	B	2.176150954	0.546837855	1.7207
1	M10	SRR11558980	0.5	B	1.873695988	0.5672378597	1.1500
1	M4	SRR11558983	0.5	B	1.943644119	0.6813252591	1.3718
1	M6	SRR11558945	1	B	1.436448672	0.9258027096	1.3549
1	M3	SRR11558946	1	B	1.571266198	0.9170551063	1.4380
1	M2	SRR11558949	1	B	1.633384608	1.087182587	1.5100
1	RUN_OUT	SRR11558950	1	B	1.12251692	0.9231199016	
1	M27	SRR11558953	1	B	1.072136627	0.8715701764	0.3992
1	M25	SRR11558957	1	B	1.121358225	0.9171398356	0.4346
1	M24	SRR11558960	1	B	1.263390715	0.8434745712	0.4648
1	M22	SRR11558963	1	B	1.222386628	0.9194186802	0.4892
1	M23	SRR11558964	1	B	1.183987602	0.8912734628	0.4770
1	M19	SRR11558965	1	B	1.522984444	1.014893319	0.5776
1	M18	SRR11558969	1	B	1.318353584	0.9173371539	0.7413
1	M17	SRR11558970	1	B	1.090164077	0.9986630219	0.7440
1	M13	SRR11558973	1	B	1.275724036	0.9312003752	0.8612
1	M12	SRR11558976	1	B	1.472356947	0.9822429362	1.0220
1	M1	SRR11558977	1	B	1.802471256	0.8889698628	1.7207
1	M10	SRR11558980	1	B	1.266801436	0.9505868568	1.1500
1	M4	SRR11558983	1	B	1.317786341	1.079858143	1.3718
1	M6	SRR11558945	2	B	1.296323077	1.690874282	1.3549
1	M3	SRR11558946	2	B	1.381087633	1.682673779	1.4380
1	M2	SRR11558949	2	B	1.582379246	1.88620429	1.5100
1	RUN_OUT	SRR11558950	2	B	0.6259240976	1.760748148	
1	M27	SRR11558953	2	B	0.6831792964	1.639948342	0.3992
1	M25	SRR11558957	2	B	0.873693689	1.682446526	0.4346
1	M24	SRR11558960	2	B	0.8605638751	1.642268496	0.4648
1	M22	SRR11558963	2	B	0.839663204	1.760796298	0.4892
1	M23	SRR11558964	2	B	0.7781547132	1.72710254	0.4770
1	M19	SRR11558965	2	B	1.123393951	1.638920693	0.5776
1	M18	SRR11558969	2	B	0.989723367	1.715045208	0.7413
1	M17	SRR11558970	2	B	0.9442316876	1.808256326	0.7440
1	M13	SRR11558973	2	B	1.069212342	1.722488126	0.8612
1	M12	SRR11558976	2	B	1.287349401	1.762298694	1.0220
1	M1	SRR11558977	2	B	1.837891458	1.660511491	1.7207
1	M10	SRR11558980	2	B	1.016815635	1.765012349	1.1500
1	M4	SRR11558983	2	B	1.352747007	1.860766129	1.3718
1	M6	SRR11558945	5	B	1.27472662	4.055030463	1.3549
1	M3	SRR11558946	5	B	1.496085911	4.052425682	1.4380
1	M2	SRR11558949	5	B	1.854357334	4.487063667	1.5100
1	RUN_OUT	SRR11558950	5	B	0.3834865174	4.329140207	
1	M27	SRR11558953	5	B	0.6120252644	4.100119929	0.3992
1	M25	SRR11558957	5	B	0.6929530112	4.236389243	0.4346
1	M24	SRR11558960	5	B	0.6786301802	4.096738823	0.4648
1	M22	SRR11558963	5	B	0.765561379	4.178829285	0.4892
1	M23	SRR11558964	5	B	0.6134163939	4.110358088	0.4770
1	M19	SRR11558965	5	B	1.074298559	3.81674668	0.5776
1	M18	SRR11558969	5	B	0.844841405	4.145572638	0.7413
1	M17	SRR11558970	5	B	0.7820078077	4.234591438	0.7440
1	M13	SRR11558973	5	B	1.046698678	4.130957207	0.8612
1	M12	SRR11558976	5	B	1.330105432	4.196206004	1.0220
1	M1	SRR11558977	5	B	1.783877777	4.097618779	1.7207
1	M10	SRR11558980	5	B	1.196552754	4.11296252	1.1500
1	M4	SRR11558983	5	B	1.46027539	4.354525919	1.3718
1	M6	SRR11558945	10	B	1.343505846	8.078962652	1.3549
1	M3	SRR11558946	10	B	1.51558835	8.054714384	1.4380
1	M2	SRR11558949	10	B	1.795584459	8.458594476	1.5100
1	RUN_OUT	SRR11558950	10	B	0.3861122506	8.698974819	
1	M27	SRR11558953	10	B	0.540670837	8.202336756	0.3992
1	M25	SRR11558957	10	B	0.6910429061	8.351419277	0.4346
1	M24	SRR11558960	10	B	0.6826710121	8.138518682	0.4648
1	M22	SRR11558963	10	B	0.7934461006	8.333558592	0.4892
1	M23	SRR11558964	10	B	0.5848272256	8.192104414	0.4770
1	M19	SRR11558965	10	B	1.201256567	7.503633458	0.5776
1	M18	SRR11558969	10	B	0.8375012927	8.211686482	0.7413
1	M17	SRR11558970	10	B	0.7839722686	8.457624806	0.7440
1	M13	SRR11558973	10	B	0.9979014615	8.183668524	0.8612
1	M12	SRR11558976	10	B	1.310185411	8.279563822	1.0220
1	M1	SRR11558977	10	B	1.800957447	8.06987744	1.7207
1	M10	SRR11558980	10	B	1.190833348	8.176410504	1.1500
1	M4	SRR11558983	10	B	1.645095453	8.700351305	1.3718
1	M6	SRR11558945	0.5	E	0.943415338	0.4737078004	1.3549
1	M3	SRR11558946	0.5	E	0.6009193662	0.4863655796	1.4380
1	M2	SRR11558949	0.5	E	0.8757716291	0.5667036777	1.5100
1	RUN_OUT	SRR11558950	0.5	E	0.06212627842	0.4634145784	
1	M27	SRR11558953	0.5	E	0.260740441	0.4295614979	0.3992
1	M25	SRR11558957	0.5	E	0.36045836	0.4242399024	0.4346
1	M24	SRR11558960	0.5	E	0.3744032043	0.4031143783	0.4648
1	M22	SRR11558963	0.5	E	0.4000240573	0.4754987843	0.4892
1	M23	SRR11558964	0.5	E	0.1916940853	0.4736863214	0.4770
1	M19	SRR11558965	0.5	E	0.3519443528	0.563466281	0.5776
1	M18	SRR11558969	0.5	E	0.5882678799	0.4750778904	0.7413
1	M17	SRR11558970	0.5	E	0.596623648	0.510772606	0.7440
1	M13	SRR11558973	0.5	E	0.5367854334	0.4934189527	0.8612
1	M12	SRR11558976	0.5	E	0.7237402395	0.5102428843	1.0220
1	M1	SRR11558977	0.5	E	0.8802008877	0.4428515241	1.7207
1	M10	SRR11558980	0.5	E	0.5352037223	0.48142649	1.1500
1	M4	SRR11558983	0.5	E	0.945606793	0.5623755038	1.3718
1	M6	SRR11558945	1	E	0.9814888685	0.8178596801	1.3549
1	M3	SRR11558946	1	E	1.196248965	0.8167280669	1.4380
1	M2	SRR11558949	1	E	1.314912751	0.9490930089	1.5100
1	RUN_OUT	SRR11558950	1	E			
1	M27	SRR11558953	1	E	0.3715415446	0.7828154431	0.3992
1	M25	SRR11558957	1	E	0.6118299724	0.8485866548	0.4346
1	M24	SRR11558960	1	E	0.4559889927	0.7865154817	0.4648
1	M22	SRR11558963	1	E	0.6530939402	0.8235697333	0.4892
1	M23	SRR11558964	1	E	0.4668206687	0.8148479256	0.4770
1	M19	SRR11558965	1	E	0.5638915512	0.9074918229	0.5776
1	M18	SRR11558969	1	E	0.8490846486	0.8572585856	0.7413
1	M17	SRR11558970	1	E	0.5451051112	0.9113525482	0.7440
1	M13	SRR11558973	1	E	0.8073768354	0.8553973322	0.8612
1	M12	SRR11558976	1	E	0.9847863889	0.8773045073	1.0220
1	M1	SRR11558977	1	E	1.546929467	0.7841042716	1.7207
1	M10	SRR11558980	1	E	0.8470596367	0.8229194411	1.1500
1	M4	SRR11558983	1	E	0.8157697892	0.9143917677	1.3718
1	M6	SRR11558945	2	E	1.207806043	1.574348831	1.3549
1	M3	SRR11558946	2	E	1.318122091	1.541877208	1.4380
1	M2	SRR11558949	2	E	1.380760736	1.718496437	1.5100
1	RUN_OUT	SRR11558950	2	E	0.02723449066	1.64163009	
1	M27	SRR11558953	2	E	0.3970693902	1.54348017	0.3992
1	M25	SRR11558957	2	E	0.6277663254	1.583326154	0.4346
1	M24	SRR11558960	2	E	0.6940226068	1.560362545	0.4648
1	M22	SRR11558963	2	E	0.7344908536	1.597391888	0.4892
1	M23	SRR11558964	2	E	0.4639714947	1.577923715	0.4770
1	M19	SRR11558965	2	E	0.5416059254	1.594891686	0.5776
1	M18	SRR11558969	2	E	0.7945006342	1.584689738	0.7413
1	M17	SRR11558970	2	E	0.516272084	1.684023074	0.7440
1	M13	SRR11558973	2	E	0.8617351371	1.617653001	0.8612
1	M12	SRR11558976	2	E	0.9849466249	1.601545887	1.0220
1	M1	SRR11558977	2	E	1.614232374	1.498965962	1.7207
1	M10	SRR11558980	2	E	1.049750982	1.581062036	1.1500
1	M4	SRR11558983	2	E	1.187648681	1.704146098	1.3718
1	M6	SRR11558945	5	E	1.43972576	3.738774317	1.3549
1	M3	SRR11558946	5	E	1.523253885	3.76828091	1.4380
1	M2	SRR11558949	5	E	1.675878967	4.056636843	1.5100
1	RUN_OUT	SRR11558950	5	E			
1	M27	SRR11558953	5	E	0.5402520897	3.86687082	0.3992
1	M25	SRR11558957	5	E	0.604652999	3.943146623	0.4346
1	M24	SRR11558960	5	E	0.6089070144	3.849043819	0.4648
1	M22	SRR11558963	5	E	0.6993308525	3.872198463	0.4892
1	M23	SRR11558964	5	E	0.5693741768	3.852781219	0.4770
1	M19	SRR11558965	5	E	0.7850289313	3.54246472	0.5776
1	M18	SRR11558969	5	E	0.8852444092	3.870050906	0.7413
1	M17	SRR11558970	5	E	0.7238538473	4.010157242	0.7440
1	M13	SRR11558973	5	E	0.9625529252	3.86432631	0.8612
1	M12	SRR11558976	5	E	1.152627038	3.838963842	1.0220
1	M1	SRR11558977	5	E	1.741464658	3.742089356	1.7207
1	M10	SRR11558980	5	E	1.154284371	3.737549693	1.1500
1	M4	SRR11558983	5	E	1.454786013	4.023846459	1.3718
1	M6	SRR11558945	10	E	1.378460223	7.491427407	1.3549
1	M3	SRR11558946	10	E	1.527883872	7.453582974	1.4380
1	M2	SRR11558949	10	E	1.684128303	7.899204709	1.5100
1	RUN_OUT	SRR11558950	10	E	0.07738053036	8.254732535	
1	M27	SRR11558953	10	E	0.5206769779	7.729689626	0.3992
1	M25	SRR11558957	10	E	0.6368730832	7.829789294	0.4346
1	M24	SRR11558960	10	E	0.6492470568	7.661369857	0.4648
1	M22	SRR11558963	10	E	0.7145954743	7.634339352	0.4892
1	M23	SRR11558964	10	E	0.5878124329	7.717970064	0.4770
1	M19	SRR11558965	10	E	0.8408757256	6.907259437	0.5776
1	M18	SRR11558969	10	E	0.8407545777	7.778805576	0.7413
1	M17	SRR11558970	10	E	0.7448695608	8.150406863	0.7440
1	M13	SRR11558973	10	E	1.01828429	7.729324241	0.8612
1	M12	SRR11558976	10	E	1.212982586	7.546518362	1.0220
1	M1	SRR11558977	10	E	1.800598338	7.462702768	1.7207
1	M10	SRR11558980	10	E	1.212504842	7.500864028	1.1500
1	M4	SRR11558983	10	E	1.564499612	7.939649231	1.3718
1	M6	SRR11558945	0.5	C_default			1.3549
1	M6	SRR11558945	1	C_default			1.3549
1	M6	SRR11558945	2	C_default			1.3549
1	M6	SRR11558945	5	C_default			1.3549
1	M6	SRR11558945	10	C_default	1.1518	7.2350	1.3549
1	M3	SRR11558946	0.5	C_default			1.4380
1	M3	SRR11558946	1	C_default			1.4380
1	M3	SRR11558946	2	C_default			1.4380
1	M3	SRR11558946	5	C_default			1.4380
1	M3	SRR11558946	10	C_default	1.3337	7.1331	1.4380
1	M2	SRR11558949	0.5	C_default			1.5100
1	M2	SRR11558949	1	C_default			1.5100
1	M2	SRR11558949	2	C_default			1.5100
1	M2	SRR11558949	5	C_default			1.5100
1	M2	SRR11558949	10	C_default	1.5188	6.2992	1.5100
1	RUN_OUT	SRR11558950	0.5	C_default			
1	RUN_OUT	SRR11558950	1	C_default			
1	RUN_OUT	SRR11558950	2	C_default			
1	RUN_OUT	SRR11558950	5	C_default			
1	RUN_OUT	SRR11558950	10	C_default	0.2306	7.5739	
1	M27	SRR11558953	0.5	C_default			0.3992
1	M27	SRR11558953	1	C_default			0.3992
1	M27	SRR11558953	2	C_default			0.3992
1	M27	SRR11558953	5	C_default			0.3992
1	M27	SRR11558953	10	C_default	0.5423	7.6674	0.3992
1	M25	SRR11558957	0.5	C_default			0.4346
1	M25	SRR11558957	1	C_default			0.4346
1	M25	SRR11558957	2	C_default			0.4346
1	M25	SRR11558957	5	C_default			0.4346
1	M25	SRR11558957	10	C_default	0.6150	7.4471	0.4346
1	M24	SRR11558960	0.5	C_default			0.4648
1	M24	SRR11558960	1	C_default			0.4648
1	M24	SRR11558960	2	C_default			0.4648
1	M24	SRR11558960	5	C_default			0.4648
1	M24	SRR11558960	10	C_default	0.5938	7.6020	0.4648
1	M22	SRR11558963	0.5	C_default			0.4892
1	M22	SRR11558963	1	C_default			0.4892
1	M22	SRR11558963	2	C_default			0.4892
1	M22	SRR11558963	5	C_default			0.4892
1	M22	SRR11558963	10	C_default	0.6024	7.1216	0.4892
1	M23	SRR11558964	0.5	C_default			0.4770
1	M23	SRR11558964	1	C_default			0.4770
1	M23	SRR11558964	2	C_default			0.4770
1	M23	SRR11558964	5	C_default			0.4770
1	M23	SRR11558964	10	C_default	0.5490	7.5167	0.4770
1	M19	SRR11558965	0.5	C_default			0.5776
1	M19	SRR11558965	1	C_default			0.5776
1	M19	SRR11558965	2	C_default			0.5776
1	M19	SRR11558965	5	C_default			0.5776
1	M19	SRR11558965	10	C_default	0.7636	6.5480	0.5776
1	M18	SRR11558969	0.5	C_default			0.7413
1	M18	SRR11558969	1	C_default			0.7413
1	M18	SRR11558969	2	C_default			0.7413
1	M18	SRR11558969	5	C_default			0.7413
1	M18	SRR11558969	10	C_default	0.7591	7.3459	0.7413
1	M17	SRR11558970	0.5	C_default			0.7440
1	M17	SRR11558970	1	C_default			0.7440
1	M17	SRR11558970	2	C_default			0.7440
1	M17	SRR11558970	5	C_default			0.7440
1	M17	SRR11558970	10	C_default	0.6007	7.1566	0.7440
1	M13	SRR11558973	0.5	C_default			0.8612
1	M13	SRR11558973	1	C_default			0.8612
1	M13	SRR11558973	2	C_default			0.8612
1	M13	SRR11558973	5	C_default			0.8612
1	M13	SRR11558973	10	C_default	0.8814	7.3211	0.8612
1	M12	SRR11558976	0.5	C_default			1.0220
1	M12	SRR11558976	1	C_default			1.0220
1	M12	SRR11558976	2	C_default			1.0220
1	M12	SRR11558976	5	C_default			1.0220
1	M12	SRR11558976	10	C_default	1.0084	6.7200	1.0220
1	M1	SRR11558977	0.5	C_default			1.7207
1	M1	SRR11558977	1	C_default			1.7207
1	M1	SRR11558977	2	C_default			1.7207
1	M1	SRR11558977	5	C_default			1.7207
1	M1	SRR11558977	10	C_default	1.6473	6.9103	1.7207
1	M10	SRR11558980	0.5	C_default			1.1500
1	M10	SRR11558980	1	C_default			1.1500
1	M10	SRR11558980	2	C_default			1.1500
1	M10	SRR11558980	5	C_default			1.1500
1	M10	SRR11558980	10	C_default	1.0572	7.2135	1.1500
1	M4	SRR11558983	0.5	C_default			1.3718
1	M4	SRR11558983	1	C_default			1.3718
1	M4	SRR11558983	2	C_default			1.3718
1	M4	SRR11558983	5	C_default			1.3718
1	M4	SRR11558983	10	C_default	1.4409	6.6517	1.3718
1	M6	SRR11558945	0.5	C_relaxed	0.0000	1.0000	1.3549
1	M6	SRR11558945	1	C_relaxed	1.5470	1.3977	1.3549
1	M6	SRR11558945	2	C_relaxed	1.4398	1.9033	1.3549
1	M6	SRR11558945	5	C_relaxed	1.4076	3.6180	1.3549
1	M6	SRR11558945	10	C_relaxed	1.1518	7.2350	1.3549
1	M3	SRR11558946	0.5	C_relaxed	0.0000	1.0000	1.4380
1	M3	SRR11558946	1	C_relaxed	1.9464	1.3652	1.4380
1	M3	SRR11558946	2	C_relaxed	1.3231	1.8517	1.4380
1	M3	SRR11558946	5	C_relaxed	1.5932	3.5259	1.4380
1	M3	SRR11558946	10	C_relaxed	1.3337	7.1331	1.4380
1	M2	SRR11558949	0.5	C_relaxed	0.0000	1.0000	1.5100
1	M2	SRR11558949	1	C_relaxed	1.8340	1.4625	1.5100
1	M2	SRR11558949	2	C_relaxed	1.8439	1.9772	1.5100
1	M2	SRR11558949	5	C_relaxed	1.6765	3.6376	1.5100
1	M2	SRR11558949	10	C_relaxed	1.5188	6.2992	1.5100
1	RUN_OUT	SRR11558950	0.5	C_relaxed	0.0000	1.0000	
1	RUN_OUT	SRR11558950	1	C_relaxed	1.1329	1.4772	
1	RUN_OUT	SRR11558950	2	C_relaxed	0.6461	2.0438	
1	RUN_OUT	SRR11558950	5	C_relaxed	0.2406	4.2000	
1	RUN_OUT	SRR11558950	10	C_relaxed	0.2306	7.5739	
1	M27	SRR11558953	0.5	C_relaxed	0.0000	1.0000	0.3992
1	M27	SRR11558953	1	C_relaxed	1.0131	1.3984	0.3992
1	M27	SRR11558953	2	C_relaxed	0.6476	1.8931	0.3992
1	M27	SRR11558953	5	C_relaxed	0.7553	4.0648	0.3992
1	M27	SRR11558953	10	C_relaxed	0.5423	7.6674	0.3992
1	M25	SRR11558957	0.5	C_relaxed	0.0000	1.0000	0.4346
1	M25	SRR11558957	1	C_relaxed	1.4379	1.4348	0.4346
1	M25	SRR11558957	2	C_relaxed	0.9518	1.9640	0.4346
1	M25	SRR11558957	5	C_relaxed	0.7328	3.9773	0.4346
1	M25	SRR11558957	10	C_relaxed	0.6150	7.4471	0.4346
1	M24	SRR11558960	0.5	C_relaxed	0.0000	1.0000	0.4648
1	M24	SRR11558960	1	C_relaxed	1.2779	1.4000	0.4648
1	M24	SRR11558960	2	C_relaxed	1.0522	1.9224	0.4648
1	M24	SRR11558960	5	C_relaxed	0.7715	4.0525	0.4648
1	M24	SRR11558960	10	C_relaxed	0.5938	7.6020	0.4648
1	M22	SRR11558963	0.5	C_relaxed	0.0000	1.0000	0.4892
1	M22	SRR11558963	1	C_relaxed	1.3808	1.4185	0.4892
1	M22	SRR11558963	2	C_relaxed	1.1003	1.9567	0.4892
1	M22	SRR11558963	5	C_relaxed	0.8486	3.7302	0.4892
1	M22	SRR11558963	10	C_relaxed	0.6024	7.1216	0.4892
1	M23	SRR11558964	0.5	C_relaxed	0.0000	1.0000	0.4770
1	M23	SRR11558964	1	C_relaxed	1.2201	1.3853	0.4770
1	M23	SRR11558964	2	C_relaxed	0.8106	1.8831	0.4770
1	M23	SRR11558964	5	C_relaxed	0.7621	4.0144	0.4770
1	M23	SRR11558964	10	C_relaxed	0.5490	7.5167	0.4770
1	M19	SRR11558965	0.5	C_relaxed	0.0000	1.0000	0.5776
1	M19	SRR11558965	1	C_relaxed	1.8298	1.4208	0.5776
1	M19	SRR11558965	2	C_relaxed	1.3320	1.9057	0.5776
1	M19	SRR11558965	5	C_relaxed	0.8937	3.5769	0.5776
1	M19	SRR11558965	10	C_relaxed	0.7636	6.5480	0.5776
1	M18	SRR11558969	0.5	C_relaxed	0.0000	1.0000	0.7413
1	M18	SRR11558969	1	C_relaxed	1.5158	1.4019	0.7413
1	M18	SRR11558969	2	C_relaxed	1.1479	1.8919	0.7413
1	M18	SRR11558969	5	C_relaxed	1.0165	3.6734	0.7413
1	M18	SRR11558969	10	C_relaxed	0.7591	7.3459	0.7413
1	M17	SRR11558970	0.5	C_relaxed	0.0000	1.0000	0.7440
1	M17	SRR11558970	1	C_relaxed	1.2548	1.4707	0.7440
1	M17	SRR11558970	2	C_relaxed	0.8748	1.9759	0.7440
1	M17	SRR11558970	5	C_relaxed	0.8405	3.7654	0.7440
1	M17	SRR11558970	10	C_relaxed	0.6007	7.1566	0.7440
1	M13	SRR11558973	0.5	C_relaxed	0.0000	1.0000	0.8612
1	M13	SRR11558973	1	C_relaxed	1.5243	1.4021	0.8612
1	M13	SRR11558973	2	C_relaxed	0.9318	1.9001	0.8612
1	M13	SRR11558973	5	C_relaxed	1.0940	3.7555	0.8612
1	M13	SRR11558973	10	C_relaxed	0.8814	7.3211	0.8612
1	M12	SRR11558976	0.5	C_relaxed	0.0000	1.0000	1.0220
1	M12	SRR11558976	1	C_relaxed	1.7449	1.4174	1.0220
1	M12	SRR11558976	2	C_relaxed	1.3187	1.9380	1.0220
1	M12	SRR11558976	5	C_relaxed	1.2447	3.5642	1.0220
1	M12	SRR11558976	10	C_relaxed	1.0084	6.7200	1.0220
1	M1	SRR11558977	0.5	C_relaxed	0.0000	1.0000	1.7207
1	M1	SRR11558977	1	C_relaxed	1.9751	1.4144	1.7207
1	M1	SRR11558977	2	C_relaxed	2.0131	1.9024	1.7207
1	M1	SRR11558977	5	C_relaxed	1.7486	3.5673	1.7207
1	M1	SRR11558977	10	C_relaxed	1.6473	6.9103	1.7207
1	M10	SRR11558980	0.5	C_relaxed	0.0000	1.0000	1.1500
1	M10	SRR11558980	1	C_relaxed	1.7012	1.3930	1.1500
1	M10	SRR11558980	2	C_relaxed	1.1761	1.8476	1.1500
1	M10	SRR11558980	5	C_relaxed	1.2734	3.6328	1.1500
1	M10	SRR11558980	10	C_relaxed	1.0572	7.2135	1.1500
1	M4	SRR11558983	0.5	C_relaxed	0.0000	1.0000	1.3718
1	M4	SRR11558983	1	C_relaxed	1.6610	1.4468	1.3718
1	M4	SRR11558983	2	C_relaxed	1.5354	1.9318	1.3718
