species	n_samples	n_observations	median_log2PTR	q1_log2PTR	q3_log2PTR	median_PTR	median_coverage	median_containment	median_windows	median_anchors	median_ori_confidence	clean_denture_median_log2PTR	unclean_denture_median_log2PTR	unclean_minus_clean_log2PTR	mannwhitney_p	mannwhitney_fdr_bh	median_relative_abundance_all_samples	median_nonzero_relative_abundance
Porphyromonas_pasteri	20	20	0.86053127215	0.693053601725	1.151261554	1.8165224379999998	19.484157625	0.040616246499999994	24.0	1614.5	0.9972550999500001	0.7164782792	1.00431914915	0.28784086995000013	0.05067079463364293	0.3445614035087719	3.63627423581118e-05	0.0016860445589419
Alloprevotella_tannerae	2	2	0.8579794128	0.81979388845	0.89616493715	1.8150381505	12.054199670500001	0.2010178117	25.0	1510.0	0.98959657215		0.8579794128				0.0	0.007654577426623
Agrobacterium_sp900013535	2	2	0.8568057208	0.7115024557	1.0021089859	1.8478898865	142.797769235	0.020197799136999997	41.0	3529.0	0.9149798064	0.8568057208					0.0	0.0005361457173731447
Eikenella_longinqua	1	1	0.8563180019	0.8563180019	0.8563180019	1.810411937	2.978898504	0.003939592909	5.0	259.0	0.6576364363		0.8563180019					
Actinomyces_sp011751985	1	1	0.8524360198	0.8524360198	0.8524360198	1.805547056	128.8	0.00210748156	5.0	544.0	0.9865443741		0.8524360198				0.0	3.14771649253206e-05
Neisseria_elongata	15	15	0.8511683693	0.6796381216	1.3841526000000002	1.803961275	4.735287421	0.06819590825	23.0	1485.0	0.9988351893	1.302960083	0.82603784945	-0.4769222335500001	0.734065934065934	1.0	4.43464870983941e-05	0.0016528712393739
Ottowia_sp001262075	11	11	0.846076716	0.61979349285	1.08671817605	1.797605839	3.121297015	0.05299145299	21.0	1470.0	0.9871920385	0.846076716	0.8371242301999999	-0.008952485800000076	0.7922077922077921	1.0	0.0	0.0003547970187499
Lancefieldella_parvula	7	7	0.8459656002	0.4912833083	0.9684208964500001	1.797467394	15.15851136	0.05678233438	19.0	484.0	0.9972700939	1.041249144	0.7368206365000001	-0.30442850749999995			0.0	0.0003834013357202
Lachnoanaerobaculum_orale	2	2	0.8446175762000001	0.7354109623	0.9538241901000001	1.8164074609999998	6.116449375	0.154244306405	26.5	345.5	0.89633668575		0.8446175762000001				0.0	0.0003849136707677
Methylobacterium_rhodesianum	13	13	0.8401587785	0.6296307612	1.183910927	1.79024716	3.249603538	0.004903909874	13.0	1233.0	0.7065048408	0.8283602162	1.1465242	0.3181639838	0.28438228438228436	0.9668997668997669	0.0	0.0011397273442832001
Bosea_vestrisii	2	2	0.8378781178999999	0.64529469985	1.03046153595	1.8514994175	35.440637205	0.005073415304	27.0	2723.5	0.9725820822	0.8378781178999999					0.0	4.38417341139919e-05
Oribacterium_sinus	4	4	0.8370138645	0.44487687137500004	1.187900043	1.8348563665	2.0674482475	0.0411558669	8.5	213.5	0.6826946809		0.8370138645				0.0	8.923442303567259e-05
Johnsonella_sp900766185	2	2	0.8363529726500001	0.821170117375	0.851535827925	1.7859262635	7.569749819	0.10229645094	28.5	228.0	0.88038527635		0.8363529726500001				0.0	0.0002803442187106
Streptococcus_salivarius	4	4	0.8354338886499999	0.623333522025	1.165036042375	1.7935162125	72.411131685	0.09615384616	10.0	119.5	0.9954397174		0.8354338886499999				0.0	0.0455629828628523
Lactobacillus_paragasseri	2	2	0.8352630484500001	0.788095019075	0.8824310778250001	1.7879979875	32.10094924	0.052927927925	10.0	201.0	0.93120171655	0.7409269897	0.9295991072	0.18867211750000001			0.0	0.00306760570095785
Pauljensenia_marseillensis	3	3	0.8350258413	0.7146731154	0.9120133302	1.783888991	4.280329775	0.05893719807	20.0	830.0	0.8835623604	0.8350258413	0.7916606043000001	-0.043365236999999945			0.0	7.856551363965384e-05
Pseudomonas_F_alcaligenes_A	2	2	0.8302925406	0.6278201664	1.0327649148	1.8485484245	32.189093455	0.033473409654999994	77.5	5107.0	0.9836756958	0.8302925406					0.0	0.0001239237360643751
Pauljensenia_sp902373435	3	3	0.8281256513	0.6824849096500001	1.91142608765	1.775377294	22.34745106	0.02397049785	24.0	309.0	0.9939375329		0.8281256513				0.0	0.0001864907587114
Prevotella_veroralis	4	4	0.8257890653	0.7949963745749999	1.33135359465	1.7726188079999998	3.8332112549999997	0.04225352113	12.5	390.5	0.8251184569000001		0.8257890653				0.0	0.0019760282727256
Prevotella_denticola	4	4	0.8220953842	0.5038252921249999	1.22796012325	1.8077056425000002	13.9480480185	0.06163522013	21.0	1342.0	0.8759396129		0.8220953842				0.0	0.0001495360748228
Neisseria_mucosa	1	1	0.8217664892	0.8217664892	0.8217664892	1.767568945	17.37711264	0.2479108635	57.0	174.0	0.9189829923		0.8217664892				0.0	0.0041864798208226
Actinomyces_massiliensis	18	18	0.8178964516	0.5963606347749999	1.3919698	1.7631742485	6.3483605025	0.011904761905	26.0	979.5	0.94005789225	1.23599914535	0.7540248715	-0.48197427385000013	0.15050635638870935	0.7310308738880168	0.0	0.00022411990760765
Tannerella_forsythia	3	3	0.8152761215	0.6014492243	0.93547153625	1.759634901	2.287659208	0.02781041911	18.0	1807.0	0.7932365414		0.8152761215				0.0	0.0014339727282475
Actinomyces_sp000220835	10	10	0.8125233097	0.685717150675	0.994959687675	1.756326068	1.77475973	0.02148365773	12.0	1208.0	0.747029484	0.8125233097	0.7713393135	-0.04118399620000002	0.7619047619047619	1.0	0.0	0.0003087973756798
Ensifer_sp000799055	10	10	0.80521843845	0.669723989725	1.1428711675	1.7476556165	2.243783101	0.0019002805175	10.5	931.0	0.6685888155	0.7810466754	0.8293902015	0.048343526100000034	0.9999999999999999	1.0	0.0	0.0001070403586832
Porphyromonas_endodontalis	3	3	0.7977856647	0.778869198	0.9713408113499999	1.738430829	4.248428841	0.08756841282	24.0	1228.0	0.9523127564	1.144895958	0.778869198	-0.36602676			0.0	0.0022489010148097
Centipeda_sp000286455	4	4	0.7975814166	0.5514517428	1.0753173930000002	1.757654629	12.5000964145	0.14481576693	60.0	1591.0	0.90487604335		0.7975814166				0.0	0.00011274171965787955
Arachnia_sp013333735	3	3	0.7970443296	0.69309358615	1.2955487633	1.737537759	13.29905774	0.005380200861	7.0	205.0	0.9894266159		0.7970443296				0.0	3.028846371759e-05
Prevotella_sp000257925	3	3	0.7944989674	0.57733732195	1.5215065092	1.734474905	20.17323704	0.01283880171	5.0	138.0	0.9006829245	1.30434486375	0.7944989674	-0.5098458963499999			7.29323118723046e-06	0.0122834671635464
Cutibacterium_acnes	37	37	0.7907787165	0.6499988091	1.09394218	1.730008009	3.133442556	0.02057926829	15.0	1494.0	0.9056758754	0.8075873262	0.7907787165	-0.016808609699999977	0.9150536836962232	1.0	0.0147723567995203	0.0155792797723241
Limosilactobacillus_oris	1	1	0.7872913545	0.7872913545	0.7872913545	1.725831188	10.51257538	0.02262931034	15.0	390.0	0.8388680146		0.7872913545				0.0	9.4999677024424e-05
Streptococcus_mutans	10	10	0.7827225552	0.6936932999000001	1.171014892	1.720379752	6.868574377	0.24525316455	38.0	237.5	0.9540961379499999	1.198330768	0.7791185878	-0.41921218019999995			0.0	0.008614438399154
Anaeroglobus_micronuciformis	6	6	0.78188926915	0.586915167225	1.19641654805	1.720236653	7.6328883965	0.16468682504499998	22.0	773.0	0.96648287625	1.384739852	0.7363763961	-0.6483634559			0.0	0.0010379798017291
Centipeda_noxia	6	6	0.77972200355	0.452973338025	0.9069028664500001	1.7171910879999999	12.403060705	0.07073534901	24.0	2452.0	0.98335135155		0.77972200355				0.0	0.0001320602519918
Streptococcus_cristatus_B	1	1	0.7749497277	0.7749497277	0.7749497277	1.711130424	9.458749432	0.08856088561	13.0	56.0	0.7809972047		0.7749497277				0.0	0.000131637175875
Aggregatibacter_sp000466335	4	4	0.7746433359	0.4646890842	1.4092761145	1.7434746025	7.8007127155000004	0.0178807947	10.0	280.5	0.8209896439		0.7746433359				0.0	0.00015403876607945931
Corynebacterium_matruchotii	9	9	0.7732151391	0.6021792837	1.31619696	1.709074325	9.816967568	0.07521139297	23.0	1980.0	0.9933794716		0.7732151391				0.0	0.0008230756544891
Shuttleworthia_satelles	2	2	0.77263612185	0.662970989725	0.8823012539749999	1.7281692065	3.107523327	0.10912511760999999	23.0	974.0	0.86126340295		0.77263612185				0.0	3.23922531922687e-05
Prevotella_intermedia	2	2	0.76930779905	0.620217861575	0.918397736525	1.7409866825	9.8931577015	0.1592568016	24.0	1447.0	0.9020934519		0.76930779905				0.0	0.0017503326589065498
Treponema_D_socranskii	2	2	0.76868620215	0.682539110925	0.854833293375	1.7158815619999999	4.349911377	0.025326170374500002	24.5	1515.5	0.7283538078		0.76868620215				0.0	6.966284689768403e-05
Treponema_D_buccale	1	1	0.7674840433	0.7674840433	0.7674840433	1.702298507	6.130013418	0.1076658053	25.0	2322.0	0.9923111927		0.7674840433				0.0	0.0002488889315073923
Prevotella_multisaccharivorax	3	3	0.7630938623	0.5455675304000001	0.84906240795	1.697126216	3.995085953	0.03909138933	19.0	1366.0	0.8282087031		0.7630938623				0.0	0.00026601308958485
Leptotrichia_A_sp001274535	2	2	0.76114723115	0.722221861125	0.800072601175	1.697306022	10.1262527635	0.235483871	5.5	142.5	0.8192430507		0.76114723115				0.0	0.00040903139112655
Prevotella_seregens	1	1	0.7505111073	0.7505111073	0.7505111073	1.682388749	1.87867697	0.02318733898	16.0	1633.0	0.7437233146		0.7505111073				0.0	1.7614543967267868e-05
Novosphingobium_sp002336885	1	1	0.7470986008	0.7470986008	0.7470986008	1.678413981	17.73897876	0.01333936242	33.0	3136.0	0.9792284409	0.7470986008					0.0	0.0006780642205369
Enterococcus_D_casseliflavus	1	1	0.7464881179	0.7464881179	0.7464881179	1.677703903	3.499787174	0.01982263954	20.0	1230.0	0.7489088881		0.7464881179				0.0	0.0006431325581189
F0428_sp003043955	2	2	0.7384545929999999	0.64188901535	0.83502017065	1.6833594120000002	47.495669320000005	0.189024390265	17.5	458.0	0.94210294145	0.5453234377	0.9315857483	0.38626231059999994			0.0	0.00033029411736575
Slackia_exigua	5	5	0.7344379854	0.68152487	0.8376319501	1.663749215	2.252947924	0.01503951058	18.0	1821.0	0.7166604644		0.7344379854				0.0	3.55634258903588e-05
Tannerella_sp003033925	7	7	0.7284815427	0.5242023959	0.8988433493000001	1.656894268	2.171412976	0.04545454545	21.0	2072.0	0.9667602687	0.3456379905	0.7577426791499999	0.41210468864999994			0.0	0.0008726066102181
Scardovia_inopinata	2	2	0.7282565406499999	0.557859988975	0.8986530923249999	1.7030711649999999	22.6828924825	0.52979651165	23.0	627.5	0.9994151635		0.7282565406499999				0.0	0.0025511348972316
Porphyromonas_sp000467855	4	4	0.72816894775	0.26730856035	1.183795065	1.7349959625000002	10.1056183305	0.12040939193	21.0	1100.0	0.82316031545		0.72816894775				0.0	2.7391441828134e-05
Achromobacter_xylosoxidans	1	1	0.7170325478	0.7170325478	0.7170325478	1.643797459	1828.499999	0.001165501166	6.0	578.0	0.997703509	0.7170325478					0.0	0.010467779382014
Abiotrophia_sp001815865	1	1	0.7126848054	0.7126848054	0.7126848054	1.638851126	2.139536059	0.04408352668	5.0	123.0	0.6679661354		0.7126848054				0.0	0.0023702495235689
Lautropia_mirabilis	27	27	0.7079955364	0.2837687552	0.94075591195	1.633532928	3.214118386	0.03692115144	24.0	2400.0	0.9990448945	0.8471619636	0.6188030461	-0.22835891749999992	0.5100675275575344	1.0	0.0022940699008861	0.0034653186088398503
Stomatobaculum_longum	12	12	0.7068172489	0.5500173945	0.81545875875	1.6324585644999998	6.512979479	0.041526845640000004	21.0	2004.0	0.94421389435	1.007192493	0.6324812693	-0.3747112237	0.06363636363636363	0.3606060606060606	0.0	0.0001396018094643
Pauljensenia_odontolytica	5	5	0.7061868218	0.441934616	0.7277591045	1.631486242	3.0454683	0.03224489796	23.0	1853.0	0.7656640492	0.71697296315	0.2777816664	-0.43919129675			0.0	0.00026563926490795
Eubacterium_M_brachy	1	1	0.7061374169	0.7061374169	0.7061374169	1.631430373	1.625350592	0.03519668737	5.0	116.0	0.6465917448		0.7061374169				0.0	1.04579756903249e-05
Ralstonia_mannitolilytica	17	17	0.7047069587	0.5370432223	1.126249507	1.629813582	2.829903389	0.004416510956	11.0	1100.0	0.7254694572	0.6964803049	0.9338531608	0.2373728559	0.9622583299053886	1.0	8.64800170687125e-05	0.0025416613477308
F0040_sp000318095	1	1	0.7025223311	0.7025223311	0.7025223311	1.627347475	1.639057214	0.01459390863	9.0	568.0	0.6580963606		0.7025223311				0.0	3.17299501390799e-05
Pauljensenia_sp000185285	12	12	0.70110977555	0.5866912368	1.28747458625	1.6262810165000001	7.356302405999999	0.06714579055	32.0	2027.5	0.9903500815499999	1.108142804	0.6644077869	-0.4437350171000001	0.7272727272727273	1.0	2.52276082934852e-06	0.0008083210953026
Peptoanaerobacter_stomatis	1	1	0.6948223259	0.6948223259	0.6948223259	1.618685073	3.449582814	0.0297029703	7.0	138.0	0.6586123776		0.6948223259				0.0	0.0001784921075725
Klebsiella_pneumoniae	11	11	0.6778313046	0.5279063994000001	1.017403017	1.599733188	3.709698232	0.01197916667	18.0	1840.0	0.860991165	0.97193687035	0.5775085718	-0.39442829854999994	0.24675324675324672	0.9668997668997669	0.0	0.0005415225164325
Paracoccus_sphaerophysae	1	1	0.6652907183	0.6652907183	0.6652907183	1.585887814	1.143169939	0.02690829215	17.0	1081.0	0.6955982964	0.6652907183					0.0	0.0012409694795358
Treponema_B_denticola	1	1	0.6572756512	0.6572756512	0.6572756512	1.577101651	4.435115322	0.03823178017	17.0	579.0	0.7181418222		0.6572756512				0.0	0.00012831537620671896
Aggregatibacter_aphrophilus	1	1	0.6569821072	0.6569821072	0.6569821072	1.576780792	13.34834308	0.01983002833	10.0	280.0	0.991692876		0.6569821072				0.0	8.48612643483647e-05
Prevotella_nigrescens	2	2	0.65103411535	0.554308013375	0.747760217325	1.584431752	4.969310538	0.10616656071	17.5	1064.5	0.8197484457499999		0.65103411535				0.0	0.0013144897750454
Mesorhizobium_sp001899205	1	1	0.6460589359	0.6460589359	0.6460589359	1.56488749	27.11106054	0.001353884607	9.0	915.0	0.7896859824	0.6460589359						
Stenotrophomonas_maltophilia_AJ	3	3	0.6387483051	0.5446453009000001	0.7383021090999999	1.556977726	26.88839979	0.005051449953	10.0	1086.0	0.800256929	0.6387483051						
Prevotella_oris	1	1	0.6291516889	0.6291516889	0.6291516889	1.546655286	6.61046318	0.1231292517	40.0	1288.0	0.9908952475		0.6291516889				0.0	0.0001483490067793
Prevotella_salivae	8	8	0.61917930735	0.529073403375	0.867861266425	1.5366980319999999	9.716117599499999	0.103825136595	24.0	1125.0	0.9954589769	0.5609065642	0.662635657	0.10172909280000009			0.0	0.0034410271377941
Enterococcus_faecalis	1	1	0.6191433083	0.6191433083	0.6191433083	1.535962835	14.22786767	0.04238410596	21.0	296.0	0.8249247889	0.6191433083					0.0	0.0003974511337915
Cutibacterium_avidum	2	2	0.61557116905	0.5166689743749999	0.714473363725	1.5465882240000002	1.9793054460000001	0.08352862406	21.5	2143.5	0.9730226107		0.61557116905				0.0	0.0001079934423442831
Gordonia_sputi	1	1	0.6108795044	0.6108795044	0.6108795044	1.52718994	63.69266367	0.0764820688	163.0	6773.0	0.9998306194	0.6108795044					0.0	6.52211060226994e-05
Neisseria_flavescens_C	1	1	0.6095253065	0.6095253065	0.6095253065	1.525757103	158.5	0.02272727273	7.0	84.0	0.9464853528		0.6095253065				0.0	0.0017024071362486
UBA1103_sp013333515	1	1	0.6095105966	0.6095105966	0.6095105966	1.525741546	4.56807925	0.05555555556	15.0	154.0	0.7006601376		0.6095105966				0.0	0.0030197294833453543
Agrobacterium_pusense	7	7	0.5963147689	0.5743498176999999	1.519013269	1.511849749	202.8295915	0.002311756935	9.0	900.0	0.999560482	0.58672719275	2.790371468	2.2036442752500003			0.0	0.002737285706326
Pauljensenia_sp000466265	9	9	0.5928804838	0.4449373951	0.6937864827	1.508255124	30.71428571	0.04697986577	57.0	878.0	0.996650109	0.64333348325	0.51798059	-0.12535289324999999			0.0	0.00051299669480485
Actinomyces_naeslundii	10	10	0.5847312371	0.41190164005	0.8396928317500001	1.5009780395	12.936029419	0.062166962699999995	34.5	2005.0	0.99654617105	0.3935763317	0.6428821766	0.24930584490000002			0.0	0.0005573239577717
Treponema_C_maltophilum	3	3	0.5663545244	0.42132338125	0.606786587	1.480777136	2.972475172	0.01634241245	12.0	1200.0	0.9774345426		0.5663545244				0.0	4.208243410954e-05
Cupriavidus_metallidurans	1	1	0.5537117824	0.5537117824	0.5537117824	1.467857362	1769.625	0.002512262232	16.0	1545.0	0.9988078245		0.5537117824				0.0	0.00030243453611217264
Mitsuokella_sp000469545	6	6	0.5487322854500001	0.28031794784999997	0.8780903671	1.474781971	1.406525992	0.01654461622	19.5	1983.5	0.7374941628	1.33959282415	0.49281017715	-0.8467826469999999			0.0	5.79728596289142e-06
Arachnia_sp013333945	4	4	0.5355316618	0.39704137905	0.7356428187499999	1.4526978265000001	6.7138716115	0.08039816230499999	90.5	1312.0	0.89351929335		0.5355316618				0.0	0.0001501640938467687
Eikenella_corrodens_B	1	1	0.5325529251	0.5325529251	0.5325529251	1.446486567	2.220525204	0.01341681574	7.0	326.0	0.9193323753		0.5325529251				0.0	7.86991677826555e-05
JABCPE02_sp013333875	1	1	0.5135267496	0.5135267496	0.5135267496	1.427535625	10.56604483	0.1399176955	22.0	64.0	0.7227111928		0.5135267496				0.0	0.00011414426454239881
Neisseria_sicca_E	1	1	0.5058575805	0.5058575805	0.5058575805	1.419967176	335.9375	0.02139800285	8.0	68.0	0.97734055	0.5058575805					0.0	9.4137818478627e-05
Actinomyces_sp900323545	3	3	0.5049080747	0.47999502805	1.15306721985	1.419032936	3.797686388	0.03446647781	22.0	1777.0	0.9741547199	0.4550819814	1.15306721985	0.69798523845			0.0	7.90688707195916e-05
Campylobacter_A_showae_A	1	1	0.4933569314	0.4933569314	0.4933569314	1.40771661	28.81817914	0.01526717557	11.0	341.0	0.8327216031		0.4933569314				0.0	0.0002541155078415
Pseudomonas_E_alcaligenes	2	2	0.49002515645	0.358463501775	0.621586811125	1.427893058	18.998788115	0.022936786655	40.0	4000.0	0.822063172	0.49002515645					0.0	0.00107187495365735
Paracoccus_marcusii	1	1	0.4897385446	0.4897385446	0.4897385446	1.404190375	1.826930252	0.005402750491	9.0	379.0	0.6387202071		0.4897385446				0.0	8.4865268873455e-05
Streptococcus_sobrinus	4	4	0.47353596779999996	0.4273577092	0.6066527771	1.388526003	241.74542209999998	0.39423076925	122.5	453.0	0.9996505617		0.47353596779999996				0.0	0.0312377999038247
Lawsonella_clevelandensis_A	1	1	0.4581538595	0.4581538595	0.4581538595	1.373782736	1.191719101	0.2082890542	22.0	752.0	0.738936985	0.4581538595					0.0	0.0046764813810975
Geobacillus_thermoleovorans	1	1	0.4575755188	0.4575755188	0.4575755188	1.373232131	1.028760942	0.1317285189	27.0	2691.0	0.8025239476		0.4575755188				0.0	8.32857355613377e-05
Streptococcus_sp000314795	2	2	0.44659523715000005	0.404486910375	0.48870356392500003	1.3651428235	93.124074055	0.044540229885	7.0	158.5	0.8283913245		0.44659523715000005				0.0	0.0022673719090832998
Cryptobacterium_curtum	6	6	0.44616330345	0.40992215505	0.5689292142	1.3624182894999999	3.5961104004999997	0.05069252078	19.5	1409.0	0.8225806027	0.6084183073	0.441864672	-0.1665536353			0.0	9.445951624617725e-05
Haemophilus_D_parainfluenzae_L	1	1	0.4350594162	0.4350594162	0.4350594162	1.351966512	9.674186449	0.05106382979	7.0	115.0	0.6744153897		0.4350594162				0.0	0.0006250948207428999
Lacticaseibacillus_paracasei	12	12	0.4262219134	0.28471451155	0.61390322765	1.344986827	26.609814370000002	0.19928186715	91.5	1363.5	0.93056099895	0.6990292576	0.4262219134	-0.2728073442			0.0	0.000848564405452
Haemophilus_A_sputorum	1	1	0.4237688189	0.4237688189	0.4237688189	1.341427254	1.473723128	0.01955671447	6.0	147.0	0.6425635786		0.4237688189				0.0	0.0001409134961291
Kocuria_palustris	1	1	0.4225383502	0.4225383502	0.4225383502	1.340283644	1.96516679	0.005677785664	9.0	918.0	0.7894215033		0.4225383502				0.0	0.0008120458413728
Tsukamurella_tyrosinosolvens	1	1	0.4209228622	0.4209228622	0.4209228622	1.338783673	147.8571429	0.002429026871	14.0	1400.0	0.9999260324		0.4209228622				0.0	0.00012008762664837531
F0040_sp003639005	1	1	0.4193166047	0.4193166047	0.4193166047	1.337293937	4.727800275	0.02088772846	17.0	1341.0	0.6855312184		0.4193166047				0.0	7.62418717935978e-05
Centipeda_flueggei	2	2	0.40943132574999996	0.322732937375	0.49612971412499995	1.3377667285000001	10.4183925445	0.19069212413	24.0	2011.0	0.83112421245		0.40943132574999996				0.0	0.0005515046990307815
Brachybacterium_paraconglomeratum	1	1	0.344958422	0.344958422	0.344958422	1.270114378	2.164070954	0.0103950104	23.0	569.0	0.6435943918		0.344958422				0.0	5.72275505910238e-05
Methylobacterium_sp002778835	1	1	0.3376856173	0.3376856173	0.3376856173	1.263727685	17.01851196	0.008130081301	34.0	457.0	0.6497182498	0.3376856173					0.0	7.63845942305957e-05
Streptococcus_constellatus	3	3	0.3112499002	0.2955303893	0.7554436266	1.240782204	6.500306796	0.07	9.0	171.0	0.6511343654	0.3112499002	0.7397241157	0.4284742155			0.0	0.00067792069989265
Massilia_timonae	1	1	0.303822926	0.303822926	0.303822926	1.234411088	31.21428405	0.00134462821	7.0	687.0	0.6494331595	0.303822926					0.0	0.0013593000176694
Schleiferilactobacillus_harbinensis	1	1	0.292746611	0.292746611	0.292746611	1.224970164	2.223678786	0.04617055948	35.0	506.0	0.6389238682		0.292746611				0.0	1.40193140185599e-05
Acinetobacter_guillouiae	1	1	0.2777212955	0.2777212955	0.2777212955	1.212278605	43.52425161	0.2838283828	24.0	1455.0	0.9966011946	0.2777212955					0.0	0.0043362183361695
Neisseria_sicca_B	1	1	0.2759829945	0.2759829945	0.2759829945	1.210818812	19.94911252	0.138028169	40.0	153.0	0.7399580281		0.2759829945				0.0	0.0019172183615295
Rothia_terrae	1	1	0.1451465345	0.1451465345	0.1451465345	1.105842968	174.8425926	0.02883435583	36.0	523.0	0.7394569369		0.1451465345				0.0	0.0014854910855722
