genome	std_log2ptr	n	mag	mean_cov	qc_rate_current	qc_any	cov_q
GCA_041393035.1_ASM4139303v1_genomic	0.5860450040607837	9	GCA_041393035.1_ASM4139303v1_genomic	4.553121764	0.0	False	Q4
GCA_041393055.1_ASM4139305v1_genomic	0.6606996754237624	9	GCA_041393055.1_ASM4139305v1_genomic	2.0301043035555555	0.0	False	Q1
GCA_041393075.1_ASM4139307v1_genomic	0.3971597384865351	9	GCA_041393075.1_ASM4139307v1_genomic	3.2610009013333334	0.1111111111111111	True	Q3
GCA_041393095.1_ASM4139309v1_genomic	0.5326092337772769	9	GCA_041393095.1_ASM4139309v1_genomic	2.0813029274444443	0.0	False	Q1
GCA_041393115.1_ASM4139311v1_genomic	0.26350022951544744	9	GCA_041393115.1_ASM4139311v1_genomic	1.8238889334444446	0.0	False	Q1
GCA_041393135.1_ASM4139313v1_genomic	0.35818096466476385	9	GCA_041393135.1_ASM4139313v1_genomic	1.687893222	0.0	False	Q1
GCA_041393155.1_ASM4139315v1_genomic	0.3139064434950729	8	GCA_041393155.1_ASM4139315v1_genomic	2.304866471375	0.0	False	Q2
GCA_041393175.1_ASM4139317v1_genomic	0.7094729547892934	7	GCA_041393175.1_ASM4139317v1_genomic	2.207703947166667	0.1111111111111111	True	Q1
GCA_041393195.1_ASM4139319v1_genomic	0.4246653013433667	9	GCA_041393195.1_ASM4139319v1_genomic	1.764453108	0.0	False	Q1
GCA_041393215.1_ASM4139321v1_genomic	0.33151003834933057	9	GCA_041393215.1_ASM4139321v1_genomic	3.227696429888889	0.0	False	Q3
GCA_041393235.1_ASM4139323v1_genomic	0.781808722056984	9	GCA_041393235.1_ASM4139323v1_genomic	2.7059776977777776	0.0	False	Q3
GCA_041393255.1_ASM4139325v1_genomic	0.8161442344113953	9	GCA_041393255.1_ASM4139325v1_genomic	2.2079920235555557	0.0	False	Q1
GCA_041393275.1_ASM4139327v1_genomic	1.0211519500958683	9	GCA_041393275.1_ASM4139327v1_genomic	2.330839714666667	0.0	False	Q2
GCA_041393295.1_ASM4139329v1_genomic	0.24713623558393077	9	GCA_041393295.1_ASM4139329v1_genomic	1.8725509677777776	0.0	False	Q1
GCA_041393315.1_ASM4139331v1_genomic	0.7984736142912641	9	GCA_041393315.1_ASM4139331v1_genomic	2.0512513003333335	0.0	False	Q1
GCA_041393335.1_ASM4139333v1_genomic	0.5226515201723083	9	GCA_041393335.1_ASM4139333v1_genomic	2.6222209565555556	0.0	False	Q2
GCA_041393355.1_ASM4139335v1_genomic	0.3586129317596433	9	GCA_041393355.1_ASM4139335v1_genomic	1.9995367652222222	0.0	False	Q1
GCA_041393375.1_ASM4139337v1_genomic	0.468762789727291	9	GCA_041393375.1_ASM4139337v1_genomic	2.452474372111111	0.0	False	Q2
GCA_041393395.1_ASM4139339v1_genomic	0.7301714224076612	9	GCA_041393395.1_ASM4139339v1_genomic	3.4495633616666668	0.0	False	Q4
GCA_041393415.1_ASM4139341v1_genomic	0.7124982407739366	9	GCA_041393415.1_ASM4139341v1_genomic	5.118101703111112	0.0	False	Q4
GCA_041393435.1_ASM4139343v1_genomic	0.42536801493523124	9	GCA_041393435.1_ASM4139343v1_genomic	2.6100489689999997	0.0	False	Q2
GCA_041393445.1_ASM4139344v1_genomic	0.49706126924862126	9	GCA_041393445.1_ASM4139344v1_genomic	3.7412152231111113	0.0	False	Q4
GCA_041393475.1_ASM4139347v1_genomic	0.19755514659782847	9	GCA_041393475.1_ASM4139347v1_genomic	4.971737891666667	0.0	False	Q4
GCA_041393495.1_ASM4139349v1_genomic	0.36038225440240684	9	GCA_041393495.1_ASM4139349v1_genomic	2.767413750666667	0.0	False	Q3
GCA_041393515.1_ASM4139351v1_genomic	0.1847895369937619	9	GCA_041393515.1_ASM4139351v1_genomic	2.1317166688888887	0.0	False	Q1
GCA_041393535.1_ASM4139353v1_genomic	0.41780393459754706	9	GCA_041393535.1_ASM4139353v1_genomic	2.6363337384444443	0.0	False	Q2
GCA_041393555.1_ASM4139355v1_genomic	0.28742899319151893	9	GCA_041393555.1_ASM4139355v1_genomic	2.030534685666667	0.0	False	Q1
GCA_041393575.1_ASM4139357v1_genomic	0.4396828787824808	9	GCA_041393575.1_ASM4139357v1_genomic	2.7545164774444446	0.0	False	Q3
GCA_041393595.1_ASM4139359v1_genomic	0.27731897865747474	9	GCA_041393595.1_ASM4139359v1_genomic	2.2916517096666666	0.0	False	Q2
GCA_041393615.1_ASM4139361v1_genomic	0.3926278439581638	9	GCA_041393615.1_ASM4139361v1_genomic	2.6582098276666666	0.0	False	Q3
GCA_041393635.1_ASM4139363v1_genomic	0.2815282834264001	9	GCA_041393635.1_ASM4139363v1_genomic	2.1836693038888892	0.0	False	Q1
GCA_041393655.1_ASM4139365v1_genomic	0.28887441184319557	9	GCA_041393655.1_ASM4139365v1_genomic	2.097901618	0.0	False	Q1
GCA_041393675.1_ASM4139367v1_genomic	0.2752630452886237	9	GCA_041393675.1_ASM4139367v1_genomic	2.510775325777778	0.0	False	Q2
GCA_041393695.1_ASM4139369v1_genomic	0.34938296021186016	9	GCA_041393695.1_ASM4139369v1_genomic	1.6548778366666665	0.0	False	Q1
GCA_041393715.1_ASM4139371v1_genomic	0.3978277477078967	9	GCA_041393715.1_ASM4139371v1_genomic	2.5027701076666666	0.0	False	Q2
GCA_041393735.1_ASM4139373v1_genomic	0.2976215159546843	9	GCA_041393735.1_ASM4139373v1_genomic	1.8164121858888889	0.0	False	Q1
GCA_041393755.1_ASM4139375v1_genomic	0.15543076986417084	9	GCA_041393755.1_ASM4139375v1_genomic	8.093937053111112	0.1111111111111111	True	Q4
GCA_041393775.1_ASM4139377v1_genomic	0.18220132340754094	9	GCA_041393775.1_ASM4139377v1_genomic	12.253664761666666	0.0	False	Q4
GCA_041393795.1_ASM4139379v1_genomic	0.2899928856171194	9	GCA_041393795.1_ASM4139379v1_genomic	7.390610547333334	0.2222222222222222	True	Q4
GCA_041393815.1_ASM4139381v1_genomic	0.19061326620650498	9	GCA_041393815.1_ASM4139381v1_genomic	7.9464814729999995	0.0	False	Q4
GCA_041393835.1_ASM4139383v1_genomic	0.3524729398637972	9	GCA_041393835.1_ASM4139383v1_genomic	3.3666850486666666	0.0	False	Q3
GCA_041393855.1_ASM4139385v1_genomic	0.20770846735722392	9	GCA_041393855.1_ASM4139385v1_genomic	3.9352033858888884	0.0	False	Q4
GCA_041393875.1_ASM4139387v1_genomic	0.5174709410322211	9	GCA_041393875.1_ASM4139387v1_genomic	3.877568964111111	0.0	False	Q4
GCA_041393895.1_ASM4139389v1_genomic	0.3418821241175478	9	GCA_041393895.1_ASM4139389v1_genomic	2.233626879888889	0.0	False	Q2
GCA_041393925.1_ASM4139392v1_genomic	0.5205300207720748	9	GCA_041393925.1_ASM4139392v1_genomic	2.516122291666667	0.0	False	Q2
GCA_041393945.1_ASM4139394v1_genomic	0.5194914961411944	9	GCA_041393945.1_ASM4139394v1_genomic	3.1633121892222222	0.0	False	Q3
GCA_041393965.1_ASM4139396v1_genomic	0.5704944169852989	9	GCA_041393965.1_ASM4139396v1_genomic	2.865774354777778	0.0	False	Q3
GCA_041393985.1_ASM4139398v1_genomic	0.30626699987123446	9	GCA_041393985.1_ASM4139398v1_genomic	1.9461478383333335	0.0	False	Q1
GCA_041394005.1_ASM4139400v1_genomic	0.19318062175874556	9	GCA_041394005.1_ASM4139400v1_genomic	2.387505825	0.0	False	Q2
GCA_041394025.1_ASM4139402v1_genomic	0.44101872249661983	9	GCA_041394025.1_ASM4139402v1_genomic	3.226299435111111	0.0	False	Q3
GCA_041394045.1_ASM4139404v1_genomic	0.23866472698449612	9	GCA_041394045.1_ASM4139404v1_genomic	2.406871507	0.0	False	Q2
GCA_041394065.1_ASM4139406v1_genomic	0.28022773007601526	9	GCA_041394065.1_ASM4139406v1_genomic	2.0603629556666667	0.0	False	Q1
GCA_041394085.1_ASM4139408v1_genomic	0.22347082019099768	9	GCA_041394085.1_ASM4139408v1_genomic	2.029355320333333	0.0	False	Q1
GCA_041394105.1_ASM4139410v1_genomic	0.2158542243217945	9	GCA_041394105.1_ASM4139410v1_genomic	2.1122872923333333	0.0	False	Q1
GCA_041394125.1_ASM4139412v1_genomic	0.26673445134993995	9	GCA_041394125.1_ASM4139412v1_genomic	2.0357995744444444	0.1111111111111111	True	Q1
GCA_041394145.1_ASM4139414v1_genomic	0.18349293529009528	9	GCA_041394145.1_ASM4139414v1_genomic	2.121346244111111	0.0	False	Q1
GCA_041394165.1_ASM4139416v1_genomic	0.32560978808437485	9	GCA_041394165.1_ASM4139416v1_genomic	2.175157124111111	0.0	False	Q1
GCA_041394185.1_ASM4139418v1_genomic	0.3619741196336795	9	GCA_041394185.1_ASM4139418v1_genomic	2.3677244513333333	0.0	False	Q2
GCA_041394205.1_ASM4139420v1_genomic	0.0635357675536047	9	GCA_041394205.1_ASM4139420v1_genomic	2.355144552888889	0.0	False	Q2
GCA_041394225.1_ASM4139422v1_genomic	0.3917234088191727	9	GCA_041394225.1_ASM4139422v1_genomic	2.6952874955555557	0.0	False	Q3
GCA_041394245.1_ASM4139424v1_genomic	0.6412460174892184	9	GCA_041394245.1_ASM4139424v1_genomic	3.118435877	0.0	False	Q3
GCA_041394265.1_ASM4139426v1_genomic	0.519867796741275	9	GCA_041394265.1_ASM4139426v1_genomic	2.6247391892222223	0.0	False	Q2
GCA_041394285.1_ASM4139428v1_genomic	0.6710863944407606	9	GCA_041394285.1_ASM4139428v1_genomic	3.203501089888889	0.0	False	Q3
GCA_041394305.1_ASM4139430v1_genomic	0.361881419603239	9	GCA_041394305.1_ASM4139430v1_genomic	2.346635897888889	0.0	False	Q2
GCA_041394325.1_ASM4139432v1_genomic	0.38041026865565597	9	GCA_041394325.1_ASM4139432v1_genomic	2.3774638924444442	0.0	False	Q2
GCA_041394345.1_ASM4139434v1_genomic	0.8245494858742212	9	GCA_041394345.1_ASM4139434v1_genomic	2.3402604254444443	0.0	False	Q2
GCA_041394365.1_ASM4139436v1_genomic	0.18564718265141225	9	GCA_041394365.1_ASM4139436v1_genomic	2.2963119501111113	0.0	False	Q2
GCA_041394385.1_ASM4139438v1_genomic	0.49403555545263184	9	GCA_041394385.1_ASM4139438v1_genomic	4.048527441222222	0.1111111111111111	True	Q4
GCA_041394405.1_ASM4139440v1_genomic	0.43342595002254325	9	GCA_041394405.1_ASM4139440v1_genomic	2.9249840595555554	0.0	False	Q3
GCA_041394425.1_ASM4139442v1_genomic	0.2176111272236453	9	GCA_041394425.1_ASM4139442v1_genomic	1.8428724314444445	0.0	False	Q1
GCA_041394445.1_ASM4139444v1_genomic	1.049748502779812	9	GCA_041394445.1_ASM4139444v1_genomic	1.998435360888889	0.0	False	Q1
GCA_041394465.1_ASM4139446v1_genomic	0.7461914775639301	9	GCA_041394465.1_ASM4139446v1_genomic	1.8729465652222221	0.0	False	Q1
GCA_041394485.1_ASM4139448v1_genomic	0.2598420401423733	9	GCA_041394485.1_ASM4139448v1_genomic	2.358620186111111	0.0	False	Q2
GCA_041394505.1_ASM4139450v1_genomic	0.2629958747613317	9	GCA_041394505.1_ASM4139450v1_genomic	1.9133866683333334	0.0	False	Q1
GCA_041394525.1_ASM4139452v1_genomic	0.46843685138274804	9	GCA_041394525.1_ASM4139452v1_genomic	2.8520525401111114	0.0	False	Q3
GCA_041394545.1_ASM4139454v1_genomic	0.2631323616998657	9	GCA_041394545.1_ASM4139454v1_genomic	2.9008154537777777	0.1111111111111111	True	Q3
GCA_041394565.1_ASM4139456v1_genomic	0.28573668309183753	9	GCA_041394565.1_ASM4139456v1_genomic	2.2780856445555555	0.0	False	Q2
GCA_041394585.1_ASM4139458v1_genomic	0.6898251785104546	9	GCA_041394585.1_ASM4139458v1_genomic	2.841101925222222	0.0	False	Q3
GCA_041394605.1_ASM4139460v1_genomic	0.4137637995424888	9	GCA_041394605.1_ASM4139460v1_genomic	2.379401130111111	0.0	False	Q2
GCA_041394625.1_ASM4139462v1_genomic	0.34317841859356674	9	GCA_041394625.1_ASM4139462v1_genomic	2.232176157333333	0.0	False	Q2
GCA_041394645.1_ASM4139464v1_genomic	0.3447396388255431	9	GCA_041394645.1_ASM4139464v1_genomic	2.2312125093333335	0.0	False	Q1
GCA_041394665.1_ASM4139466v1_genomic	0.534738573769399	9	GCA_041394665.1_ASM4139466v1_genomic	2.6892513222222223	0.0	False	Q3
GCA_041394685.1_ASM4139468v1_genomic	0.47214059753485793	9	GCA_041394685.1_ASM4139468v1_genomic	2.882445931111111	0.0	False	Q3
GCA_041394705.1_ASM4139470v1_genomic	0.5987197506388373	9	GCA_041394705.1_ASM4139470v1_genomic	3.5822940563333336	0.0	False	Q4
GCA_041394725.1_ASM4139472v1_genomic	0.6526512610216649	9	GCA_041394725.1_ASM4139472v1_genomic	3.079825043	0.0	False	Q3
GCA_041394745.1_ASM4139474v1_genomic	0.6654527058248311	9	GCA_041394745.1_ASM4139474v1_genomic	3.1395039151111113	0.1111111111111111	True	Q3
GCA_041394755.1_ASM4139475v1_genomic	0.4834291645279472	9	GCA_041394755.1_ASM4139475v1_genomic	2.8458203554444443	0.0	False	Q3
GCA_041394785.1_ASM4139478v1_genomic	0.6767928367806053	9	GCA_041394785.1_ASM4139478v1_genomic	3.2638733447777777	0.0	False	Q3
GCA_041394795.1_ASM4139479v1_genomic	0.6609737293130858	9	GCA_041394795.1_ASM4139479v1_genomic	4.028053332777778	0.0	False	Q4
GCA_041394825.1_ASM4139482v1_genomic	0.29696833407918277	9	GCA_041394825.1_ASM4139482v1_genomic	2.551790760888889	0.0	False	Q2
GCA_041394845.1_ASM4139484v1_genomic	0.9394973359010484	9	GCA_041394845.1_ASM4139484v1_genomic	5.6745895784444444	0.0	False	Q4
GCA_041394865.1_ASM4139486v1_genomic	0.5927982033826468	9	GCA_041394865.1_ASM4139486v1_genomic	3.5431695201111113	0.1111111111111111	True	Q4
GCA_041394885.1_ASM4139488v1_genomic	0.5530186045676084	9	GCA_041394885.1_ASM4139488v1_genomic	2.8654595558888887	0.0	False	Q3
GCA_041394905.1_ASM4139490v1_genomic	0.45476330813984334	9	GCA_041394905.1_ASM4139490v1_genomic	2.307294105888889	0.0	False	Q2
GCA_041394945.1_ASM4139494v1_genomic	0.792712015877089	9	GCA_041394945.1_ASM4139494v1_genomic	3.6314374320000002	0.1111111111111111	True	Q4
GCA_041394985.1_ASM4139498v1_genomic	0.5497457529863593	9	GCA_041394985.1_ASM4139498v1_genomic	4.725065740777778	0.0	False	Q4
GCA_041395025.1_ASM4139502v1_genomic	0.7080662545976097	9	GCA_041395025.1_ASM4139502v1_genomic	2.758233517333333	0.0	False	Q3
GCA_041395045.1_ASM4139504v1_genomic	0.5349624608340646	9	GCA_041395045.1_ASM4139504v1_genomic	1.8433641531111111	0.0	False	Q1
GCA_041395065.1_ASM4139506v1_genomic	0.5108474786048717	9	GCA_041395065.1_ASM4139506v1_genomic	2.610961872222222	0.1111111111111111	True	Q2
GCA_041395085.1_ASM4139508v1_genomic	0.5035216041841734	9	GCA_041395085.1_ASM4139508v1_genomic	2.199086377222222	0.0	False	Q1
GCA_041395105.1_ASM4139510v1_genomic	0.7062039848211982	9	GCA_041395105.1_ASM4139510v1_genomic	2.4432952397777776	0.0	False	Q2
GCA_041395125.1_ASM4139512v1_genomic	0.44287021979399693	9	GCA_041395125.1_ASM4139512v1_genomic	2.935442314888889	0.0	False	Q3
GCA_041395145.1_ASM4139514v1_genomic	0.29488019720462405	9	GCA_041395145.1_ASM4139514v1_genomic	2.245164886222222	0.0	False	Q2
GCA_041395165.1_ASM4139516v1_genomic	0.5883721061543976	9	GCA_041395165.1_ASM4139516v1_genomic	2.0912542826666667	0.0	False	Q1
GCA_041395185.1_ASM4139518v1_genomic	0.6497326865979273	9	GCA_041395185.1_ASM4139518v1_genomic	4.183903934111111	0.2222222222222222	True	Q4
GCA_041395205.1_ASM4139520v1_genomic	0.36575626003180356	9	GCA_041395205.1_ASM4139520v1_genomic	2.434429616888889	0.0	False	Q2
GCA_041395225.1_ASM4139522v1_genomic	0.4617638617321725	9	GCA_041395225.1_ASM4139522v1_genomic	3.0882367624444442	0.0	False	Q3
GCA_041395245.1_ASM4139524v1_genomic	0.3122326396615648	9	GCA_041395245.1_ASM4139524v1_genomic	2.7147233044444445	0.1111111111111111	True	Q3
GCA_041395265.1_ASM4139526v1_genomic	0.5005795196195445	9	GCA_041395265.1_ASM4139526v1_genomic	3.9311440844444445	0.0	False	Q4
GCA_041395285.1_ASM4139528v1_genomic	0.2395380957983257	9	GCA_041395285.1_ASM4139528v1_genomic	6.540110658111112	0.0	False	Q4
GCA_041395305.1_ASM4139530v1_genomic	0.11228889275771299	9	GCA_041395305.1_ASM4139530v1_genomic	2.939381218888889	0.1111111111111111	True	Q3
GCA_041395325.1_ASM4139532v1_genomic	0.4160665160974973	9	GCA_041395325.1_ASM4139532v1_genomic	3.4839879017777777	0.0	False	Q4
GCA_041395345.1_ASM4139534v1_genomic	0.48726706136808223	9	GCA_041395345.1_ASM4139534v1_genomic	2.6269139065555556	0.1111111111111111	True	Q2
GCA_041395365.1_ASM4139536v1_genomic	0.14799778894699944	9	GCA_041395365.1_ASM4139536v1_genomic	2.3130743488888887	0.1111111111111111	True	Q2
GCA_041395385.1_ASM4139538v1_genomic	0.803648886368556	9	GCA_041395385.1_ASM4139538v1_genomic	3.485713709333334	0.0	False	Q4
GCA_041395405.1_ASM4139540v1_genomic	0.420428172354	9	GCA_041395405.1_ASM4139540v1_genomic	3.030277638	0.0	False	Q3
GCA_041395425.1_ASM4139542v1_genomic	0.32370679115183776	9	GCA_041395425.1_ASM4139542v1_genomic	2.009745271888889	0.1111111111111111	True	Q1
GCA_041395445.1_ASM4139544v1_genomic	0.2872817972545577	9	GCA_041395445.1_ASM4139544v1_genomic	3.7737189546666667	0.0	False	Q4
GCA_041395465.1_ASM4139546v1_genomic	0.6208946004308008	9	GCA_041395465.1_ASM4139546v1_genomic	2.645969342111111	0.0	False	Q3
GCA_041395485.1_ASM4139548v1_genomic	0.2528520547113009	9	GCA_041395485.1_ASM4139548v1_genomic	4.083771022777778	0.0	False	Q4
GCA_041395505.1_ASM4139550v1_genomic	0.8567294365596076	9	GCA_041395505.1_ASM4139550v1_genomic	4.591482873666667	0.0	False	Q4
GCA_041395525.1_ASM4139552v1_genomic	0.4526390813899115	9	GCA_041395525.1_ASM4139552v1_genomic	2.674943357666667	0.2222222222222222	True	Q3
GCA_041395545.1_ASM4139554v1_genomic	0.4018229137442275	9	GCA_041395545.1_ASM4139554v1_genomic	2.0962817434444445	0.0	False	Q1
GCA_041395565.1_ASM4139556v1_genomic	0.30322248201671576	9	GCA_041395565.1_ASM4139556v1_genomic	2.2567047002222225	0.0	False	Q2
GCA_041395585.1_ASM4139558v1_genomic	0.6697269046102372	9	GCA_041395585.1_ASM4139558v1_genomic	7.956208923666667	0.0	False	Q4
GCA_041395605.1_ASM4139560v1_genomic	0.560832159447535	9	GCA_041395605.1_ASM4139560v1_genomic	2.8496282962222224	0.0	False	Q3
GCA_041395625.1_ASM4139562v1_genomic	0.6516836244020491	9	GCA_041395625.1_ASM4139562v1_genomic	9.691683308666667	0.0	False	Q4
GCA_041395645.1_ASM4139564v1_genomic	0.7006120772918647	9	GCA_041395645.1_ASM4139564v1_genomic	3.753254017111111	0.0	False	Q4
GCA_041395665.1_ASM4139566v1_genomic	0.22797296079637192	9	GCA_041395665.1_ASM4139566v1_genomic	2.4179256968888887	0.0	False	Q2
GCA_041395675.1_ASM4139567v1_genomic	0.6470209177454606	6	GCA_041395675.1_ASM4139567v1_genomic	2.6458740851666667	0.0	False	Q3
GCA_041395705.1_ASM4139570v1_genomic	0.6369034290711499	9	GCA_041395705.1_ASM4139570v1_genomic	3.013388615333333	0.0	False	Q3
GCA_041395725.1_ASM4139572v1_genomic	0.7837907463838687	9	GCA_041395725.1_ASM4139572v1_genomic	7.279361582777777	0.0	False	Q4
GCA_041395745.1_ASM4139574v1_genomic	0.32559217080188174	9	GCA_041395745.1_ASM4139574v1_genomic	2.3614504394444444	0.0	False	Q2
GCA_041395765.1_ASM4139576v1_genomic	0.6123938721457164	9	GCA_041395765.1_ASM4139576v1_genomic	2.879640873111111	0.1111111111111111	True	Q3
GCA_041395785.1_ASM4139578v1_genomic	0.3237762915636697	9	GCA_041395785.1_ASM4139578v1_genomic	1.979810370888889	0.0	False	Q1
GCA_041395805.1_ASM4139580v1_genomic	0.6624750506038064	9	GCA_041395805.1_ASM4139580v1_genomic	1.9192283003333332	0.0	False	Q1
GCA_041395825.1_ASM4139582v1_genomic	0.22982540978302063	9	GCA_041395825.1_ASM4139582v1_genomic	2.3669253443333336	0.2222222222222222	True	Q2
GCA_041395845.1_ASM4139584v1_genomic	0.3263150312047919	9	GCA_041395845.1_ASM4139584v1_genomic	2.4805581705555557	0.2222222222222222	True	Q2
GCA_041395865.1_ASM4139586v1_genomic	0.3828364750337023	9	GCA_041395865.1_ASM4139586v1_genomic	2.4867644855555557	0.1111111111111111	True	Q2
GCA_041395885.1_ASM4139588v1_genomic	0.6337585752422044	9	GCA_041395885.1_ASM4139588v1_genomic	5.811697432111111	0.2222222222222222	True	Q4
GCA_041395905.1_ASM4139590v1_genomic	0.3286827704618438	9	GCA_041395905.1_ASM4139590v1_genomic	2.1298569484444445	0.0	False	Q1
GCA_041395925.1_ASM4139592v1_genomic	0.4602602490577082	9	GCA_041395925.1_ASM4139592v1_genomic	2.184587947222222	0.1111111111111111	True	Q1
GCA_041395945.1_ASM4139594v1_genomic	0.7288637733388329	9	GCA_041395945.1_ASM4139594v1_genomic	5.364502026	0.0	False	Q4
GCA_041395965.1_ASM4139596v1_genomic	0.28426698161343017	9	GCA_041395965.1_ASM4139596v1_genomic	2.035072573222222	0.0	False	Q1
GCA_041395985.1_ASM4139598v1_genomic	0.346987081546838	9	GCA_041395985.1_ASM4139598v1_genomic	3.312042589111111	0.0	False	Q3
GCA_041396005.1_ASM4139600v1_genomic	0.4365197160881481	9	GCA_041396005.1_ASM4139600v1_genomic	2.4164088763333336	0.0	False	Q2
GCA_041396025.1_ASM4139602v1_genomic	0.2706516994592151	9	GCA_041396025.1_ASM4139602v1_genomic	2.122802140333333	0.1111111111111111	True	Q1
GCA_041396045.1_ASM4139604v1_genomic	0.49837593755025417	9	GCA_041396045.1_ASM4139604v1_genomic	2.855210476222222	0.1111111111111111	True	Q3
GCA_041396065.1_ASM4139606v1_genomic	0.6950168365028211	9	GCA_041396065.1_ASM4139606v1_genomic	3.9020869028888887	0.0	False	Q4
GCA_041396085.1_ASM4139608v1_genomic	0.10916182198813758	9	GCA_041396085.1_ASM4139608v1_genomic	2.4363055248888887	0.0	False	Q2
GCA_041396105.1_ASM4139610v1_genomic	0.18767231630160014	9	GCA_041396105.1_ASM4139610v1_genomic	2.4196449514444445	0.0	False	Q2
GCA_041396125.1_ASM4139612v1_genomic	0.32024645954127057	9	GCA_041396125.1_ASM4139612v1_genomic	2.0608480304444448	0.0	False	Q1
GCA_041396145.1_ASM4139614v1_genomic	0.6662519003101801	9	GCA_041396145.1_ASM4139614v1_genomic	2.2153431203333334	0.0	False	Q1
GCA_041396165.1_ASM4139616v1_genomic	0.2880589351917903	9	GCA_041396165.1_ASM4139616v1_genomic	2.750307858	0.0	False	Q3
GCA_041396185.1_ASM4139618v1_genomic	0.9193758630765073	9	GCA_041396185.1_ASM4139618v1_genomic	4.517836687111111	0.0	False	Q4
GCA_041396205.1_ASM4139620v1_genomic	0.41941558416610314	9	GCA_041396205.1_ASM4139620v1_genomic	4.278449958777778	0.1111111111111111	True	Q4
GCA_041396225.1_ASM4139622v1_genomic	0.23247373285252437	9	GCA_041396225.1_ASM4139622v1_genomic	1.9534952045555558	0.0	False	Q1
GCA_041396245.1_ASM4139624v1_genomic	0.960017511500952	9	GCA_041396245.1_ASM4139624v1_genomic	5.1605492671111115	0.0	False	Q4
GCA_041396265.1_ASM4139626v1_genomic	0.3725705771947138	9	GCA_041396265.1_ASM4139626v1_genomic	4.197390266222222	0.0	False	Q4
GCA_041396285.1_ASM4139628v1_genomic	0.6579400357370809	9	GCA_041396285.1_ASM4139628v1_genomic	6.836110779555556	0.0	False	Q4
GCA_041396305.1_ASM4139630v1_genomic	0.36208846968779324	9	GCA_041396305.1_ASM4139630v1_genomic	4.357978129444444	0.0	False	Q4
GCA_041396325.1_ASM4139632v1_genomic	1.1360776622373359	9	GCA_041396325.1_ASM4139632v1_genomic	8.657460637555555	0.0	False	Q4
GCA_041396345.1_ASM4139634v1_genomic	0.6078618148827001	9	GCA_041396345.1_ASM4139634v1_genomic	3.698080494444445	0.0	False	Q4
GCA_041396365.1_ASM4139636v1_genomic	0.5895710449871326	9	GCA_041396365.1_ASM4139636v1_genomic	7.354833899777778	0.1111111111111111	True	Q4
GCA_041396385.1_ASM4139638v1_genomic	0.7173085836333091	9	GCA_041396385.1_ASM4139638v1_genomic	3.3611245487777777	0.0	False	Q3
GCA_041396405.1_ASM4139640v1_genomic	0.8208016062172603	9	GCA_041396405.1_ASM4139640v1_genomic	5.123255716666666	0.0	False	Q4
GCA_041396425.1_ASM4139642v1_genomic	0.4358364852882645	9	GCA_041396425.1_ASM4139642v1_genomic	2.536098090222222	0.0	False	Q2
GCA_041396445.1_ASM4139644v1_genomic	0.5113080741402988	9	GCA_041396445.1_ASM4139644v1_genomic	5.215059946666667	0.0	False	Q4
GCA_041396465.1_ASM4139646v1_genomic	0.4030364583866444	9	GCA_041396465.1_ASM4139646v1_genomic	2.8960305648888887	0.3333333333333333	True	Q3
GCA_041396485.1_ASM4139648v1_genomic	0.5102086866118282	9	GCA_041396485.1_ASM4139648v1_genomic	2.632448932222222	0.0	False	Q2
GCA_041396505.1_ASM4139650v1_genomic	0.35995370823128164	9	GCA_041396505.1_ASM4139650v1_genomic	2.466150307111111	0.0	False	Q2
GCA_041396525.1_ASM4139652v1_genomic	0.16734290329940654	9	GCA_041396525.1_ASM4139652v1_genomic	1.9884650303333333	0.0	False	Q1
GCA_041396545.1_ASM4139654v1_genomic	0.5694154206522534	9	GCA_041396545.1_ASM4139654v1_genomic	2.064239844333333	0.0	False	Q1
GCA_041396565.1_ASM4139656v1_genomic	0.2966219320033678	9	GCA_041396565.1_ASM4139656v1_genomic	2.5214942687777775	0.0	False	Q2
