genome	std_log2ptr	n	mag	mean_cov	qc_rate_current	qc_any	cov_q
GCA_041389365.1_ASM4138936v1_genomic	0.916284308975052	9	GCA_041389365.1_ASM4138936v1_genomic	10.639498414666667	0.1111111111111111	True	Q4
GCA_041389385.1_ASM4138938v1_genomic	0.4679388990937962	9	GCA_041389385.1_ASM4138938v1_genomic	33.63185317144445	0.2222222222222222	True	Q4
GCA_041389405.1_ASM4138940v1_genomic	0.18965340363194821	9	GCA_041389405.1_ASM4138940v1_genomic	2.400240576	0.0	False	Q2
GCA_041389425.1_ASM4138942v1_genomic	0.45454248561309274	9	GCA_041389425.1_ASM4138942v1_genomic	4.223079814	0.0	False	Q4
GCA_041389445.1_ASM4138944v1_genomic	0.33987189352368197	9	GCA_041389445.1_ASM4138944v1_genomic	2.962963332444444	0.0	False	Q3
GCA_041389465.1_ASM4138946v1_genomic	0.46184692133935473	9	GCA_041389465.1_ASM4138946v1_genomic	2.5713409005555556	0.0	False	Q2
GCA_041389485.1_ASM4138948v1_genomic	0.5568754466999002	9	GCA_041389485.1_ASM4138948v1_genomic	2.6710937885555555	0.0	False	Q3
GCA_041389495.1_ASM4138949v1_genomic	0.5669113558590265	9	GCA_041389495.1_ASM4138949v1_genomic	3.438987918777778	0.0	False	Q4
GCA_041389525.1_ASM4138952v1_genomic	0.5451898513824012	9	GCA_041389525.1_ASM4138952v1_genomic	3.172172481	0.0	False	Q3
GCA_041389545.1_ASM4138954v1_genomic	0.46250741008943086	9	GCA_041389545.1_ASM4138954v1_genomic	2.789205388	0.0	False	Q3
GCA_041389565.1_ASM4138956v1_genomic	0.39245791096853094	9	GCA_041389565.1_ASM4138956v1_genomic	2.8611579952222224	0.0	False	Q3
GCA_041389585.1_ASM4138958v1_genomic	0.2746248831917276	9	GCA_041389585.1_ASM4138958v1_genomic	4.261603206555556	0.0	False	Q4
GCA_041389605.1_ASM4138960v1_genomic	0.6861771681785737	9	GCA_041389605.1_ASM4138960v1_genomic	1.8906430964444445	0.0	False	Q1
GCA_041389625.1_ASM4138962v1_genomic	0.40971391094541404	9	GCA_041389625.1_ASM4138962v1_genomic	2.295289380111111	0.0	False	Q2
GCA_041389635.1_ASM4138963v1_genomic	0.19681529112460416	9	GCA_041389635.1_ASM4138963v1_genomic	2.2841305419999998	0.0	False	Q2
GCA_041389665.1_ASM4138966v1_genomic	0.3091086734061885	9	GCA_041389665.1_ASM4138966v1_genomic	2.6444495055555555	0.0	False	Q2
GCA_041389685.1_ASM4138968v1_genomic	0.4619283648116849	9	GCA_041389685.1_ASM4138968v1_genomic	3.059967801888889	0.0	False	Q3
GCA_041389705.1_ASM4138970v1_genomic	0.5424891693332472	9	GCA_041389705.1_ASM4138970v1_genomic	2.9642268636666667	0.2222222222222222	True	Q3
GCA_041389725.1_ASM4138972v1_genomic	0.6468637466631375	9	GCA_041389725.1_ASM4138972v1_genomic	4.392268659555556	0.1111111111111111	True	Q4
GCA_041389745.1_ASM4138974v1_genomic	0.3534408724072808	9	GCA_041389745.1_ASM4138974v1_genomic	3.0407502798888886	0.0	False	Q3
GCA_041389765.1_ASM4138976v1_genomic	0.24414393820713848	9	GCA_041389765.1_ASM4138976v1_genomic	2.3769822937777776	0.3333333333333333	True	Q2
GCA_041389785.1_ASM4138978v1_genomic	0.7355735439824928	9	GCA_041389785.1_ASM4138978v1_genomic	4.522923018777778	0.0	False	Q4
GCA_041389805.1_ASM4138980v1_genomic	0.3950602711693777	9	GCA_041389805.1_ASM4138980v1_genomic	2.5488080593333335	0.1111111111111111	True	Q2
GCA_041389825.1_ASM4138982v1_genomic	0.49572483645227267	9	GCA_041389825.1_ASM4138982v1_genomic	2.6358571823333334	0.0	False	Q2
GCA_041389845.1_ASM4138984v1_genomic	0.48104761157390424	9	GCA_041389845.1_ASM4138984v1_genomic	3.0514817875555553	0.1111111111111111	True	Q3
GCA_041389865.1_ASM4138986v1_genomic	0.331665206400842	9	GCA_041389865.1_ASM4138986v1_genomic	2.590767655111111	0.0	False	Q2
GCA_041389885.1_ASM4138988v1_genomic	0.4280007993121486	9	GCA_041389885.1_ASM4138988v1_genomic	2.4128936948888886	0.1111111111111111	True	Q2
GCA_041389905.1_ASM4138990v1_genomic	0.2585902209453406	9	GCA_041389905.1_ASM4138990v1_genomic	3.565905876222222	0.0	False	Q4
GCA_041389925.1_ASM4138992v1_genomic	1.020761850356134	9	GCA_041389925.1_ASM4138992v1_genomic	6.999989916222222	0.0	False	Q4
GCA_041389945.1_ASM4138994v1_genomic	0.40622901137401635	9	GCA_041389945.1_ASM4138994v1_genomic	2.5013375545555556	0.0	False	Q2
GCA_041389965.1_ASM4138996v1_genomic	0.5274313436411245	9	GCA_041389965.1_ASM4138996v1_genomic	2.772397597222222	0.0	False	Q3
GCA_041389985.1_ASM4138998v1_genomic	0.319269497153044	9	GCA_041389985.1_ASM4138998v1_genomic	2.411053643888889	0.0	False	Q2
GCA_041390005.1_ASM4139000v1_genomic	0.14180247869725435	9	GCA_041390005.1_ASM4139000v1_genomic	2.464048398666667	0.0	False	Q2
GCA_041390025.1_ASM4139002v1_genomic	0.7581077684193976	9	GCA_041390025.1_ASM4139002v1_genomic	1.9332510823333335	0.0	False	Q1
GCA_041390045.1_ASM4139004v1_genomic	0.21698988389943363	9	GCA_041390045.1_ASM4139004v1_genomic	3.232795413222222	0.0	False	Q3
GCA_041390065.1_ASM4139006v1_genomic	0.1646803906737755	9	GCA_041390065.1_ASM4139006v1_genomic	2.037115553888889	0.0	False	Q1
GCA_041390085.1_ASM4139008v1_genomic	0.6888020354443533	9	GCA_041390085.1_ASM4139008v1_genomic	6.513084255888889	0.0	False	Q4
GCA_041390105.1_ASM4139010v1_genomic	0.9088387011287291	9	GCA_041390105.1_ASM4139010v1_genomic	10.020650119222221	0.0	False	Q4
GCA_041390125.1_ASM4139012v1_genomic	0.7425060055362519	9	GCA_041390125.1_ASM4139012v1_genomic	4.602339584999999	0.0	False	Q4
GCA_041390145.1_ASM4139014v1_genomic	0.3728118599203305	9	GCA_041390145.1_ASM4139014v1_genomic	2.592969135333333	0.0	False	Q2
GCA_041390165.1_ASM4139016v1_genomic	0.590028433483069	9	GCA_041390165.1_ASM4139016v1_genomic	7.677839991444445	0.0	False	Q4
GCA_041390185.1_ASM4139018v1_genomic	0.33119612298990797	9	GCA_041390185.1_ASM4139018v1_genomic	2.846731276222222	0.0	False	Q3
GCA_041390205.1_ASM4139020v1_genomic	0.44562629429237965	9	GCA_041390205.1_ASM4139020v1_genomic	2.5145479088888885	0.0	False	Q2
GCA_041390225.1_ASM4139022v1_genomic	0.5418600509026636	9	GCA_041390225.1_ASM4139022v1_genomic	2.789854266222222	0.0	False	Q3
GCA_041390245.1_ASM4139024v1_genomic	0.9956039852104785	9	GCA_041390245.1_ASM4139024v1_genomic	3.459504822111111	0.0	False	Q4
GCA_041390265.1_ASM4139026v1_genomic	0.7134991311170843	9	GCA_041390265.1_ASM4139026v1_genomic	2.858544742888889	0.0	False	Q3
GCA_041390285.1_ASM4139028v1_genomic	0.44978962459863414	9	GCA_041390285.1_ASM4139028v1_genomic	6.202302066444444	0.0	False	Q4
GCA_041390305.1_ASM4139030v1_genomic	0.28740645374585805	9	GCA_041390305.1_ASM4139030v1_genomic	2.0051395224444444	0.0	False	Q1
GCA_041390325.1_ASM4139032v1_genomic	0.4718860123413557	9	GCA_041390325.1_ASM4139032v1_genomic	2.4698068202222223	0.0	False	Q2
GCA_041390345.1_ASM4139034v1_genomic	0.4215572653085965	9	GCA_041390345.1_ASM4139034v1_genomic	3.4382347648888887	0.0	False	Q4
GCA_041390365.1_ASM4139036v1_genomic	0.828126763095909	9	GCA_041390365.1_ASM4139036v1_genomic	4.243615948888889	0.0	False	Q4
GCA_041390385.1_ASM4139038v1_genomic	1.9470953827784634	9	GCA_041390385.1_ASM4139038v1_genomic	4.196672852666667	0.0	False	Q4
GCA_041390405.1_ASM4139040v1_genomic	0.9892223219410198	6	GCA_041390405.1_ASM4139040v1_genomic	2.426986372	0.0	False	Q2
GCA_041390425.1_ASM4139042v1_genomic	0.9104951293699279	9	GCA_041390425.1_ASM4139042v1_genomic	2.686859452111111	0.0	False	Q3
GCA_041390445.1_ASM4139044v1_genomic	0.8178158530529189	8	GCA_041390445.1_ASM4139044v1_genomic	2.50070383875	0.1111111111111111	True	Q2
GCA_041390465.1_ASM4139046v1_genomic	0.4908730857956627	9	GCA_041390465.1_ASM4139046v1_genomic	3.4676477798888885	0.0	False	Q4
GCA_041390485.1_ASM4139048v1_genomic	0.6958633086190669	8	GCA_041390485.1_ASM4139048v1_genomic	2.09133267825	0.0	False	Q1
GCA_041390505.1_ASM4139050v1_genomic	0.7390962460218526	9	GCA_041390505.1_ASM4139050v1_genomic	2.284947599777778	0.0	False	Q2
GCA_041390515.1_ASM4139051v1_genomic	0.4323441572601784	9	GCA_041390515.1_ASM4139051v1_genomic	1.9617480957777778	0.0	False	Q1
GCA_041390525.1_ASM4139052v1_genomic	0.1901697498427297	9	GCA_041390525.1_ASM4139052v1_genomic	2.1052697595555556	0.0	False	Q1
GCA_041390565.1_ASM4139056v1_genomic	0.5139165590476558	9	GCA_041390565.1_ASM4139056v1_genomic	1.901238362888889	0.0	False	Q1
GCA_041390585.1_ASM4139058v1_genomic	0.5316673319487923	9	GCA_041390585.1_ASM4139058v1_genomic	3.4842996654444445	0.0	False	Q4
GCA_041390605.1_ASM4139060v1_genomic	0.17192759032388016	9	GCA_041390605.1_ASM4139060v1_genomic	2.108153253111111	0.0	False	Q1
GCA_041390625.1_ASM4139062v1_genomic	0.5554868795429376	9	GCA_041390625.1_ASM4139062v1_genomic	4.230930313333333	0.0	False	Q4
GCA_041390645.1_ASM4139064v1_genomic	0.23186215451398673	9	GCA_041390645.1_ASM4139064v1_genomic	2.0791727112222222	0.1111111111111111	True	Q1
GCA_041390665.1_ASM4139066v1_genomic	0.12604977857118813	9	GCA_041390665.1_ASM4139066v1_genomic	2.3644128118888887	0.3333333333333333	True	Q2
GCA_041390685.1_ASM4139068v1_genomic	0.42724208159638305	9	GCA_041390685.1_ASM4139068v1_genomic	2.5629860440000005	0.0	False	Q2
GCA_041390705.1_ASM4139070v1_genomic	0.3597900293084858	9	GCA_041390705.1_ASM4139070v1_genomic	1.6427773332222222	0.0	False	Q1
GCA_041390725.1_ASM4139072v1_genomic	0.5294273872158437	9	GCA_041390725.1_ASM4139072v1_genomic	2.088418240555556	0.0	False	Q1
GCA_041390745.1_ASM4139074v1_genomic	0.3130189619121666	9	GCA_041390745.1_ASM4139074v1_genomic	3.1191831825555556	0.0	False	Q3
GCA_041390765.1_ASM4139076v1_genomic	0.13728249937639772	9	GCA_041390765.1_ASM4139076v1_genomic	2.1684028717777775	0.0	False	Q1
GCA_041390785.1_ASM4139078v1_genomic	0.2774351078942768	9	GCA_041390785.1_ASM4139078v1_genomic	2.2026616822222223	0.0	False	Q1
GCA_041390805.1_ASM4139080v1_genomic	0.6413603570665009	9	GCA_041390805.1_ASM4139080v1_genomic	1.7157199852222222	0.0	False	Q1
GCA_041390825.1_ASM4139082v1_genomic	0.17010389724566288	9	GCA_041390825.1_ASM4139082v1_genomic	2.246743084777778	0.0	False	Q2
GCA_041390845.1_ASM4139084v1_genomic	0.3443704631265297	9	GCA_041390845.1_ASM4139084v1_genomic	1.9748213213333332	0.0	False	Q1
GCA_041390865.1_ASM4139086v1_genomic	0.7840865076319286	9	GCA_041390865.1_ASM4139086v1_genomic	2.231245995777778	0.0	False	Q1
GCA_041390885.1_ASM4139088v1_genomic	0.49239797974208704	9	GCA_041390885.1_ASM4139088v1_genomic	2.245503507777778	0.0	False	Q2
GCA_041390905.1_ASM4139090v1_genomic	0.5658077640477708	9	GCA_041390905.1_ASM4139090v1_genomic	27.270505487857143	0.0	False	Q4
GCA_041390925.1_ASM4139092v1_genomic	0.4041502197906736	9	GCA_041390925.1_ASM4139092v1_genomic	2.334325845222222	0.0	False	Q2
GCA_041390945.1_ASM4139094v1_genomic	0.3838446039804803	9	GCA_041390945.1_ASM4139094v1_genomic	1.827001388777778	0.0	False	Q1
GCA_041390965.1_ASM4139096v1_genomic	0.20373867105684607	9	GCA_041390965.1_ASM4139096v1_genomic	3.293917238888889	0.0	False	Q3
GCA_041390985.1_ASM4139098v1_genomic	0.18352062301259406	9	GCA_041390985.1_ASM4139098v1_genomic	3.491107328888889	0.1111111111111111	True	Q4
GCA_041391005.1_ASM4139100v1_genomic	0.1854638181901369	9	GCA_041391005.1_ASM4139100v1_genomic	2.1221704986666667	0.0	False	Q1
GCA_041391025.1_ASM4139102v1_genomic	0.4217030601865036	9	GCA_041391025.1_ASM4139102v1_genomic	2.3277255988888887	0.0	False	Q2
GCA_041391045.1_ASM4139104v1_genomic	0.5288230811679907	9	GCA_041391045.1_ASM4139104v1_genomic	2.210742479	0.0	False	Q1
GCA_041391065.1_ASM4139106v1_genomic	0.1948485704484736	9	GCA_041391065.1_ASM4139106v1_genomic	2.021405871777778	0.0	False	Q1
GCA_041391085.1_ASM4139108v1_genomic	0.6723851955191102	9	GCA_041391085.1_ASM4139108v1_genomic	7.987688274888888	0.0	False	Q4
GCA_041391105.1_ASM4139110v1_genomic	0.5330775766574187	9	GCA_041391105.1_ASM4139110v1_genomic	2.258095139222222	0.0	False	Q2
GCA_041391125.1_ASM4139112v1_genomic	0.4263726911364362	9	GCA_041391125.1_ASM4139112v1_genomic	2.2732897016666667	0.0	False	Q2
GCA_041391145.1_ASM4139114v1_genomic	0.3088768623690477	9	GCA_041391145.1_ASM4139114v1_genomic	2.206493583	0.0	False	Q1
GCA_041391165.1_ASM4139116v1_genomic	0.26588855553627644	9	GCA_041391165.1_ASM4139116v1_genomic	2.0714090364444444	0.0	False	Q1
GCA_041391185.1_ASM4139118v1_genomic	0.44659125182432574	9	GCA_041391185.1_ASM4139118v1_genomic	2.2325522584444446	0.0	False	Q2
GCA_041391205.1_ASM4139120v1_genomic	0.5713535474870859	9	GCA_041391205.1_ASM4139120v1_genomic	2.0666539777777775	0.0	False	Q1
GCA_041391225.1_ASM4139122v1_genomic	0.250905192463963	9	GCA_041391225.1_ASM4139122v1_genomic	1.9088136044444444	0.0	False	Q1
GCA_041391245.1_ASM4139124v1_genomic	0.17622111619719302	9	GCA_041391245.1_ASM4139124v1_genomic	2.0297637168888887	0.0	False	Q1
GCA_041391265.1_ASM4139126v1_genomic	0.17053739330063156	9	GCA_041391265.1_ASM4139126v1_genomic	3.1533296555555554	0.1111111111111111	True	Q3
GCA_041391285.1_ASM4139128v1_genomic	0.2589132092136648	9	GCA_041391285.1_ASM4139128v1_genomic	2.433763982555556	0.0	False	Q2
GCA_041391305.1_ASM4139130v1_genomic	0.25733083249415806	9	GCA_041391305.1_ASM4139130v1_genomic	3.907902691	0.1111111111111111	True	Q4
GCA_041391325.1_ASM4139132v1_genomic	0.8724767699558292	9	GCA_041391325.1_ASM4139132v1_genomic	2.8441008617777777	0.0	False	Q3
GCA_041391345.1_ASM4139134v1_genomic	0.9332396357421318	9	GCA_041391345.1_ASM4139134v1_genomic	2.436132248555556	0.0	False	Q2
GCA_041391365.1_ASM4139136v1_genomic	0.8453495282125523	9	GCA_041391365.1_ASM4139136v1_genomic	2.794370604555555	0.0	False	Q3
GCA_041391385.1_ASM4139138v1_genomic	0.2287466132571855	9	GCA_041391385.1_ASM4139138v1_genomic	1.8075329115555556	0.1111111111111111	True	Q1
GCA_041391405.1_ASM4139140v1_genomic	0.7564540984209716	9	GCA_041391405.1_ASM4139140v1_genomic	2.0739648401111115	0.0	False	Q1
GCA_041391425.1_ASM4139142v1_genomic	0.7501881915552001	9	GCA_041391425.1_ASM4139142v1_genomic	2.1783784945555555	0.0	False	Q1
GCA_041391435.1_ASM4139143v1_genomic	0.7237831671113394	9	GCA_041391435.1_ASM4139143v1_genomic	1.8156496897777776	0.0	False	Q1
GCA_041391465.1_ASM4139146v1_genomic	0.6506334283478276	9	GCA_041391465.1_ASM4139146v1_genomic	2.2619433411111114	0.0	False	Q2
GCA_041391485.1_ASM4139148v1_genomic	0.7314393541322407	9	GCA_041391485.1_ASM4139148v1_genomic	2.1486500701111115	0.0	False	Q1
GCA_041391505.1_ASM4139150v1_genomic	0.5831720325334718	9	GCA_041391505.1_ASM4139150v1_genomic	3.4194260439999997	0.1111111111111111	True	Q3
GCA_041391525.1_ASM4139152v1_genomic	0.27055496893005726	9	GCA_041391525.1_ASM4139152v1_genomic	3.1638831934444442	0.1111111111111111	True	Q3
GCA_041391545.1_ASM4139154v1_genomic	0.5011233072564195	9	GCA_041391545.1_ASM4139154v1_genomic	3.430943106222222	0.0	False	Q4
GCA_041391565.1_ASM4139156v1_genomic	0.3086386006090318	9	GCA_041391565.1_ASM4139156v1_genomic	2.523646497222222	0.1111111111111111	True	Q2
GCA_041391585.1_ASM4139158v1_genomic	0.4393232899435029	9	GCA_041391585.1_ASM4139158v1_genomic	2.751372801888889	0.0	False	Q3
GCA_041391605.1_ASM4139160v1_genomic	0.5004504772024871	9	GCA_041391605.1_ASM4139160v1_genomic	2.756777287777778	0.0	False	Q3
GCA_041391625.1_ASM4139162v1_genomic	0.7051926815794946	9	GCA_041391625.1_ASM4139162v1_genomic	2.402933417333333	0.0	False	Q2
GCA_041391645.1_ASM4139164v1_genomic	0.28104042628061343	9	GCA_041391645.1_ASM4139164v1_genomic	2.226854125111111	0.0	False	Q1
GCA_041391665.1_ASM4139166v1_genomic	0.7230484908384041	9	GCA_041391665.1_ASM4139166v1_genomic	4.409074961111111	0.0	False	Q4
GCA_041391685.1_ASM4139168v1_genomic	0.7306847790592893	9	GCA_041391685.1_ASM4139168v1_genomic	2.0217421645555556	0.0	False	Q1
GCA_041391705.1_ASM4139170v1_genomic	0.6663261869936872	9	GCA_041391705.1_ASM4139170v1_genomic	2.062380221444444	0.0	False	Q1
GCA_041391725.1_ASM4139172v1_genomic	0.34062133576882797	9	GCA_041391725.1_ASM4139172v1_genomic	2.0083756003333333	0.0	False	Q1
GCA_041391745.1_ASM4139174v1_genomic	0.4123007006479998	9	GCA_041391745.1_ASM4139174v1_genomic	1.854646611777778	0.0	False	Q1
GCA_041391765.1_ASM4139176v1_genomic	0.466679931771736	9	GCA_041391765.1_ASM4139176v1_genomic	2.2535195336666667	0.0	False	Q2
GCA_041391785.1_ASM4139178v1_genomic	0.44853484537582167	9	GCA_041391785.1_ASM4139178v1_genomic	9.893556573888889	0.0	False	Q4
GCA_041391805.1_ASM4139180v1_genomic	0.3182314829164944	9	GCA_041391805.1_ASM4139180v1_genomic	7.076765340555555	0.0	False	Q4
GCA_041391825.1_ASM4139182v1_genomic	0.767649224894423	9	GCA_041391825.1_ASM4139182v1_genomic	2.3376863541111113	0.0	False	Q2
GCA_041391845.1_ASM4139184v1_genomic	0.3715822547487818	9	GCA_041391845.1_ASM4139184v1_genomic	3.7259500851111116	0.0	False	Q4
GCA_041391865.1_ASM4139186v1_genomic	0.4929288634551688	9	GCA_041391865.1_ASM4139186v1_genomic	10.392544301444444	0.0	False	Q4
GCA_041391885.1_ASM4139188v1_genomic	0.1961431178738873	9	GCA_041391885.1_ASM4139188v1_genomic	2.990767733555556	0.1111111111111111	True	Q3
GCA_041391905.1_ASM4139190v1_genomic	0.2636101337022084	9	GCA_041391905.1_ASM4139190v1_genomic	2.457448364333333	0.0	False	Q2
GCA_041391925.1_ASM4139192v1_genomic	0.6584460409780262	9	GCA_041391925.1_ASM4139192v1_genomic	3.1123556967777777	0.0	False	Q3
GCA_041391945.1_ASM4139194v1_genomic	0.6676011179287863	9	GCA_041391945.1_ASM4139194v1_genomic	3.3874278749999998	0.0	False	Q3
GCA_041391965.1_ASM4139196v1_genomic	0.7008857982501715	9	GCA_041391965.1_ASM4139196v1_genomic	5.430114165777778	0.0	False	Q4
GCA_041391985.1_ASM4139198v1_genomic	0.2633758435492291	9	GCA_041391985.1_ASM4139198v1_genomic	3.958788580222222	0.0	False	Q4
GCA_041392005.1_ASM4139200v1_genomic	0.31269678801518414	9	GCA_041392005.1_ASM4139200v1_genomic	4.169555921444445	0.0	False	Q4
GCA_041392025.1_ASM4139202v1_genomic	0.46774038142630825	9	GCA_041392025.1_ASM4139202v1_genomic	4.117371722777778	0.0	False	Q4
GCA_041392045.1_ASM4139204v1_genomic	0.2756601054256779	9	GCA_041392045.1_ASM4139204v1_genomic	2.355438213333333	0.0	False	Q2
GCA_041392065.1_ASM4139206v1_genomic	0.7188938215875846	9	GCA_041392065.1_ASM4139206v1_genomic	4.174659289555556	0.0	False	Q4
GCA_041392085.1_ASM4139208v1_genomic	0.25507414159598757	9	GCA_041392085.1_ASM4139208v1_genomic	3.705835193666667	0.0	False	Q4
GCA_041392105.1_ASM4139210v1_genomic	0.8199075125272202	9	GCA_041392105.1_ASM4139210v1_genomic	2.9450783583333333	0.0	False	Q3
GCA_041392125.1_ASM4139212v1_genomic	0.9167664789887382	9	GCA_041392125.1_ASM4139212v1_genomic	5.305556204888889	0.0	False	Q4
GCA_041392145.1_ASM4139214v1_genomic	0.5817943721769373	9	GCA_041392145.1_ASM4139214v1_genomic	3.7356496993333335	0.0	False	Q4
GCA_041392165.1_ASM4139216v1_genomic	0.25300622914239707	9	GCA_041392165.1_ASM4139216v1_genomic	2.1229630103333332	0.0	False	Q1
GCA_041392175.1_ASM4139217v1_genomic	0.4497100289452906	9	GCA_041392175.1_ASM4139217v1_genomic	2.187328125444444	0.0	False	Q1
GCA_041392205.1_ASM4139220v1_genomic	0.6163664791980268	9	GCA_041392205.1_ASM4139220v1_genomic	2.7571111568888886	0.0	False	Q3
GCA_041392225.1_ASM4139222v1_genomic	0.3202338690419697	9	GCA_041392225.1_ASM4139222v1_genomic	8.321008497222222	0.0	False	Q4
GCA_041392235.1_ASM4139223v1_genomic	0.17920234154356532	9	GCA_041392235.1_ASM4139223v1_genomic	5.1543311303333335	0.0	False	Q4
GCA_041392255.1_ASM4139225v1_genomic	0.17499342054856332	9	GCA_041392255.1_ASM4139225v1_genomic	2.3733526250000003	0.0	False	Q2
GCA_041392275.1_ASM4139227v1_genomic	0.6552781465995048	9	GCA_041392275.1_ASM4139227v1_genomic	2.1565867768888887	0.0	False	Q1
GCA_041392305.1_ASM4139230v1_genomic	0.2766693280005232	9	GCA_041392305.1_ASM4139230v1_genomic	2.4831404362222225	0.0	False	Q2
GCA_041392315.1_ASM4139231v1_genomic	0.9791768124388066	9	GCA_041392315.1_ASM4139231v1_genomic	1.8675944396666668	0.0	False	Q1
GCA_041392325.1_ASM4139232v1_genomic	0.5470539148414975	9	GCA_041392325.1_ASM4139232v1_genomic	5.117842627	0.0	False	Q4
GCA_041392355.1_ASM4139235v1_genomic	0.5111659516984052	9	GCA_041392355.1_ASM4139235v1_genomic	2.3941667721111113	0.0	False	Q2
GCA_041392385.1_ASM4139238v1_genomic	0.3851132495545141	9	GCA_041392385.1_ASM4139238v1_genomic	5.891726270777777	0.0	False	Q4
GCA_041392405.1_ASM4139240v1_genomic	0.5609241052601657	9	GCA_041392405.1_ASM4139240v1_genomic	2.4020347024444444	0.2222222222222222	True	Q2
GCA_041392415.1_ASM4139241v1_genomic	0.46527949218100234	9	GCA_041392415.1_ASM4139241v1_genomic	2.3731280826666667	0.0	False	Q2
GCA_041392425.1_ASM4139242v1_genomic	0.4465964265347024	9	GCA_041392425.1_ASM4139242v1_genomic	2.266484526	0.0	False	Q2
GCA_041392465.1_ASM4139246v1_genomic	0.5994287622922583	9	GCA_041392465.1_ASM4139246v1_genomic	2.3664161226666667	0.0	False	Q2
GCA_041392475.1_ASM4139247v1_genomic	0.35005020747810567	9	GCA_041392475.1_ASM4139247v1_genomic	4.349115793666666	0.0	False	Q4
GCA_041392505.1_ASM4139250v1_genomic	0.1938968663742347	9	GCA_041392505.1_ASM4139250v1_genomic	2.097813555888889	0.0	False	Q1
GCA_041392515.1_ASM4139251v1_genomic	0.5945742582862337	9	GCA_041392515.1_ASM4139251v1_genomic	4.9469725239999995	0.0	False	Q4
GCA_041392545.1_ASM4139254v1_genomic	0.6693911769154345	9	GCA_041392545.1_ASM4139254v1_genomic	3.360614509888889	0.0	False	Q3
GCA_041392555.1_ASM4139255v1_genomic	0.4219528285833631	9	GCA_041392555.1_ASM4139255v1_genomic	1.9992916082222223	0.0	False	Q1
GCA_041392585.1_ASM4139258v1_genomic	0.6409302660512934	9	GCA_041392585.1_ASM4139258v1_genomic	3.304598438	0.0	False	Q3
GCA_041392605.1_ASM4139260v1_genomic	0.4408347767423021	9	GCA_041392605.1_ASM4139260v1_genomic	2.963505799888889	0.0	False	Q3
GCA_041392615.1_ASM4139261v1_genomic	0.30884553905251255	8	GCA_041392615.1_ASM4139261v1_genomic	2.634003536375	0.0	False	Q2
GCA_041392625.1_ASM4139262v1_genomic	0.16359014797308027	9	GCA_041392625.1_ASM4139262v1_genomic	2.018985764888889	0.0	False	Q1
GCA_041392665.1_ASM4139266v1_genomic	0.3398835135256607	9	GCA_041392665.1_ASM4139266v1_genomic	2.2785653955555554	0.0	False	Q2
GCA_041392685.1_ASM4139268v1_genomic	0.2486817787321226	9	GCA_041392685.1_ASM4139268v1_genomic	2.237698902888889	0.0	False	Q2
GCA_041392695.1_ASM4139269v1_genomic	0.3688303509185335	9	GCA_041392695.1_ASM4139269v1_genomic	1.8810695450000001	0.0	False	Q1
GCA_041392715.1_ASM4139271v1_genomic	0.5211735225741662	9	GCA_041392715.1_ASM4139271v1_genomic	1.8963083809999999	0.0	False	Q1
GCA_041392725.1_ASM4139272v1_genomic	0.567073099829601	9	GCA_041392725.1_ASM4139272v1_genomic	2.048130041111111	0.0	False	Q1
GCA_041392765.1_ASM4139276v1_genomic	0.38331803543908705	9	GCA_041392765.1_ASM4139276v1_genomic	1.8658282836666666	0.0	False	Q1
GCA_041392785.1_ASM4139278v1_genomic	0.5060087944735473	9	GCA_041392785.1_ASM4139278v1_genomic	2.022726002	0.0	False	Q1
GCA_041392805.1_ASM4139280v1_genomic	0.43808268005887596	9	GCA_041392805.1_ASM4139280v1_genomic	5.5482688583333335	0.0	False	Q4
GCA_041392825.1_ASM4139282v1_genomic	0.1442226989428641	9	GCA_041392825.1_ASM4139282v1_genomic	2.0526193874444445	0.1111111111111111	True	Q1
GCA_041392835.1_ASM4139283v1_genomic	0.4618070765161647	9	GCA_041392835.1_ASM4139283v1_genomic	2.4689195693333335	0.0	False	Q2
GCA_041392845.1_ASM4139284v1_genomic	0.3493585971642848	9	GCA_041392845.1_ASM4139284v1_genomic	1.9518369997777778	0.0	False	Q1
GCA_041392855.1_ASM4139285v1_genomic	0.3687421160199511	9	GCA_041392855.1_ASM4139285v1_genomic	2.606423181222222	0.0	False	Q2
GCA_041392895.1_ASM4139289v1_genomic	0.21833332278050663	9	GCA_041392895.1_ASM4139289v1_genomic	1.8382024827777776	0.0	False	Q1
GCA_041392925.1_ASM4139292v1_genomic	0.539038668209668	9	GCA_041392925.1_ASM4139292v1_genomic	6.275980133666667	0.0	False	Q4
GCA_041392935.1_ASM4139293v1_genomic	0.6954680683030116	9	GCA_041392935.1_ASM4139293v1_genomic	1.734370977888889	0.0	False	Q1
GCA_041392945.1_ASM4139294v1_genomic	0.7627315951426838	9	GCA_041392945.1_ASM4139294v1_genomic	19.168606479333334	0.1111111111111111	True	Q4
GCA_041392955.1_ASM4139295v1_genomic	0.8440549561178877	9	GCA_041392955.1_ASM4139295v1_genomic	2.852911658111111	0.0	False	Q3
GCA_041392965.1_ASM4139296v1_genomic	0.49706294034498827	9	GCA_041392965.1_ASM4139296v1_genomic	8.726366353	0.0	False	Q4
GCA_041393015.1_ASM4139301v1_genomic	0.2276017859132779	9	GCA_041393015.1_ASM4139301v1_genomic	2.674029197222222	0.0	False	Q3
