run	n	n_qc	qc_rate	mean_enzymes	mean_fit_rate
SRR28338156	522	27	0.05172413793103448	13.076628352490422	0.8231195661507662
SRR28338157	522	30	0.05747126436781609	13.800766283524904	0.8687986236833333
SRR28338158	522	8	0.01532567049808429	13.630268199233717	0.8575402965490613
SRR28338159	522	16	0.03065134099616858	14.17816091954023	0.8897540677715325
SRR28338160	522	5	0.009578544061302681	14.053639846743295	0.8837631716944636
SRR28338161	522	7	0.013409961685823755	13.492337164750959	0.8511524554624904
SRR28338162	522	2	0.0038314176245210726	13.886973180076629	0.8747013124168774
SRR28338171	522	5	0.009578544061302681	13.729885057471265	0.865644205730479
SRR28338172	522	8	0.01532567049808429	12.371647509578544	0.7848351042310536
