genome	gc	mode	ptr	rep	depth	log2ptr	note	out
g04_Staphylococcus_equorum	33.0000	A_k8	1.0000	2	5.0000	0.9894	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/A_k8__g04_Staphylococcus_equorum__ptr1.0__r2__5.0x
g04_Staphylococcus_equorum	33.0000	A_k8	1.5000	1	0.5000	1.2721	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/A_k8__g04_Staphylococcus_equorum__ptr1.5__r1__0.5x
g04_Staphylococcus_equorum	33.0000	A_k8	1.5000	1	1.0000	1.2231	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/A_k8__g04_Staphylococcus_equorum__ptr1.5__r1__1.0x
g04_Staphylococcus_equorum	33.0000	A_k8	1.5000	1	2.0000	1.4385	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/A_k8__g04_Staphylococcus_equorum__ptr1.5__r1__2.0x
g04_Staphylococcus_equorum	33.0000	A_k8	1.5000	1	5.0000	1.5815	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/A_k8__g04_Staphylococcus_equorum__ptr1.5__r1__5.0x
g04_Staphylococcus_equorum	33.0000	A_k8	1.5000	2	0.5000	1.2490	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/A_k8__g04_Staphylococcus_equorum__ptr1.5__r2__0.5x
g04_Staphylococcus_equorum	33.0000	A_k8	1.5000	2	1.0000	1.2915	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/A_k8__g04_Staphylococcus_equorum__ptr1.5__r2__1.0x
g04_Staphylococcus_equorum	33.0000	A_k8	1.5000	2	2.0000	1.5574	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/A_k8__g04_Staphylococcus_equorum__ptr1.5__r2__2.0x
g04_Staphylococcus_equorum	33.0000	A_k8	1.5000	2	5.0000	1.5985	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/A_k8__g04_Staphylococcus_equorum__ptr1.5__r2__5.0x
g04_Staphylococcus_equorum	33.0000	A_k8	2.0000	1	0.5000	1.2402	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/A_k8__g04_Staphylococcus_equorum__ptr2.0__r1__0.5x
g04_Staphylococcus_equorum	33.0000	A_k8	2.0000	1	1.0000	1.6554	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/A_k8__g04_Staphylococcus_equorum__ptr2.0__r1__1.0x
g04_Staphylococcus_equorum	33.0000	A_k8	2.0000	1	2.0000	2.0469	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/A_k8__g04_Staphylococcus_equorum__ptr2.0__r1__2.0x
g04_Staphylococcus_equorum	33.0000	A_k8	2.0000	1	5.0000	1.9913	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/A_k8__g04_Staphylococcus_equorum__ptr2.0__r1__5.0x
g04_Staphylococcus_equorum	33.0000	A_k8	2.0000	2	0.5000	0.9776	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/A_k8__g04_Staphylococcus_equorum__ptr2.0__r2__0.5x
g04_Staphylococcus_equorum	33.0000	A_k8	2.0000	2	1.0000	1.6494	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/A_k8__g04_Staphylococcus_equorum__ptr2.0__r2__1.0x
g04_Staphylococcus_equorum	33.0000	A_k8	2.0000	2	2.0000	1.9130	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/A_k8__g04_Staphylococcus_equorum__ptr2.0__r2__2.0x
g04_Staphylococcus_equorum	33.0000	A_k8	2.0000	2	5.0000	1.9862	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/A_k8__g04_Staphylococcus_equorum__ptr2.0__r2__5.0x
g04_Staphylococcus_equorum	33.0000	E_s165	0.5000	1	0.5000	0.6079	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr0.5__r1__0.5x
g04_Staphylococcus_equorum	33.0000	E_s165	0.5000	1	1.0000	0.4354	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr0.5__r1__1.0x
g04_Staphylococcus_equorum	33.0000	E_s165	0.5000	1	2.0000	0.4714	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr0.5__r1__2.0x
g04_Staphylococcus_equorum	33.0000	E_s165	0.5000	1	5.0000	0.5210	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr0.5__r1__5.0x
g04_Staphylococcus_equorum	33.0000	E_s165	0.5000	2	0.5000	0.1698	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr0.5__r2__0.5x
g04_Staphylococcus_equorum	33.0000	E_s165	0.5000	2	1.0000	0.5245	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr0.5__r2__1.0x
g04_Staphylococcus_equorum	33.0000	E_s165	0.5000	2	2.0000	0.5264	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr0.5__r2__2.0x
g04_Staphylococcus_equorum	33.0000	E_s165	0.5000	2	5.0000	0.4321	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr0.5__r2__5.0x
g04_Staphylococcus_equorum	33.0000	E_s165	1.0000	1	0.5000	0.7371	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr1.0__r1__0.5x
g04_Staphylococcus_equorum	33.0000	E_s165	1.0000	1	1.0000	0.5104	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr1.0__r1__1.0x
g04_Staphylococcus_equorum	33.0000	E_s165	1.0000	1	2.0000	1.0184	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr1.0__r1__2.0x
g04_Staphylococcus_equorum	33.0000	E_s165	1.0000	1	5.0000	0.9722	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr1.0__r1__5.0x
g04_Staphylococcus_equorum	33.0000	E_s165	1.0000	2	0.5000	0.6091	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr1.0__r2__0.5x
g04_Staphylococcus_equorum	33.0000	E_s165	1.0000	2	1.0000	1.0287	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr1.0__r2__1.0x
g04_Staphylococcus_equorum	33.0000	E_s165	1.0000	2	2.0000	0.9530	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr1.0__r2__2.0x
g04_Staphylococcus_equorum	33.0000	E_s165	1.0000	2	5.0000	1.0302	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr1.0__r2__5.0x
g04_Staphylococcus_equorum	33.0000	E_s165	1.5000	1	0.5000	1.1188	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr1.5__r1__0.5x
g04_Staphylococcus_equorum	33.0000	E_s165	1.5000	1	1.0000	1.4615	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr1.5__r1__1.0x
g04_Staphylococcus_equorum	33.0000	E_s165	1.5000	1	2.0000	1.4182	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr1.5__r1__2.0x
g04_Staphylococcus_equorum	33.0000	E_s165	1.5000	1	5.0000	1.5339	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr1.5__r1__5.0x
g04_Staphylococcus_equorum	33.0000	E_s165	1.5000	2	0.5000	1.0836	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr1.5__r2__0.5x
g04_Staphylococcus_equorum	33.0000	E_s165	1.5000	2	1.0000	1.2567	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr1.5__r2__1.0x
g04_Staphylococcus_equorum	33.0000	E_s165	1.5000	2	2.0000	1.4986	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr1.5__r2__2.0x
g04_Staphylococcus_equorum	33.0000	E_s165	1.5000	2	5.0000	1.5191	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr1.5__r2__5.0x
g04_Staphylococcus_equorum	33.0000	E_s165	2.0000	1	0.5000	1.2378	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr2.0__r1__0.5x
g04_Staphylococcus_equorum	33.0000	E_s165	2.0000	1	1.0000	1.8343	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr2.0__r1__1.0x
g04_Staphylococcus_equorum	33.0000	E_s165	2.0000	1	2.0000	1.9110	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr2.0__r1__2.0x
g04_Staphylococcus_equorum	33.0000	E_s165	2.0000	1	5.0000	1.9764	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr2.0__r1__5.0x
g04_Staphylococcus_equorum	33.0000	E_s165	2.0000	2	0.5000	1.7153	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr2.0__r2__0.5x
g04_Staphylococcus_equorum	33.0000	E_s165	2.0000	2	1.0000	1.9285	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr2.0__r2__1.0x
g04_Staphylococcus_equorum	33.0000	E_s165	2.0000	2	2.0000	1.9373	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr2.0__r2__2.0x
g04_Staphylococcus_equorum	33.0000	E_s165	2.0000	2	5.0000	2.0132	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s165__g04_Staphylococcus_equorum__ptr2.0__r2__5.0x
g04_Staphylococcus_equorum	33.0000	E_s202	0.5000	1	0.5000		nan	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr0.5__r1__0.5x
g04_Staphylococcus_equorum	33.0000	E_s202	0.5000	1	1.0000	0.3837	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr0.5__r1__1.0x
g04_Staphylococcus_equorum	33.0000	E_s202	0.5000	1	2.0000	0.4991	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr0.5__r1__2.0x
g04_Staphylococcus_equorum	33.0000	E_s202	0.5000	1	5.0000	0.5227	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr0.5__r1__5.0x
g04_Staphylococcus_equorum	33.0000	E_s202	0.5000	2	0.5000	0.2047	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr0.5__r2__0.5x
g04_Staphylococcus_equorum	33.0000	E_s202	0.5000	2	1.0000	0.4838	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr0.5__r2__1.0x
g04_Staphylococcus_equorum	33.0000	E_s202	0.5000	2	2.0000	0.5031	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr0.5__r2__2.0x
g04_Staphylococcus_equorum	33.0000	E_s202	0.5000	2	5.0000	0.4283	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr0.5__r2__5.0x
g04_Staphylococcus_equorum	33.0000	E_s202	1.0000	1	0.5000	0.7668	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr1.0__r1__0.5x
g04_Staphylococcus_equorum	33.0000	E_s202	1.0000	1	1.0000	0.8861	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr1.0__r1__1.0x
g04_Staphylococcus_equorum	33.0000	E_s202	1.0000	1	2.0000	1.0222	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr1.0__r1__2.0x
g04_Staphylococcus_equorum	33.0000	E_s202	1.0000	1	5.0000	1.0038	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr1.0__r1__5.0x
g04_Staphylococcus_equorum	33.0000	E_s202	1.0000	2	0.5000	0.7485	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr1.0__r2__0.5x
g04_Staphylococcus_equorum	33.0000	E_s202	1.0000	2	1.0000	1.0014	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr1.0__r2__1.0x
g04_Staphylococcus_equorum	33.0000	E_s202	1.0000	2	2.0000	0.9250	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr1.0__r2__2.0x
g04_Staphylococcus_equorum	33.0000	E_s202	1.0000	2	5.0000	1.0289	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr1.0__r2__5.0x
g04_Staphylococcus_equorum	33.0000	E_s202	1.5000	1	0.5000	1.2987	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr1.5__r1__0.5x
g04_Staphylococcus_equorum	33.0000	E_s202	1.5000	1	1.0000	1.4198	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr1.5__r1__1.0x
g04_Staphylococcus_equorum	33.0000	E_s202	1.5000	1	2.0000	1.4247	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr1.5__r1__2.0x
g04_Staphylococcus_equorum	33.0000	E_s202	1.5000	1	5.0000	1.5280	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr1.5__r1__5.0x
g04_Staphylococcus_equorum	33.0000	E_s202	1.5000	2	0.5000	1.0721	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr1.5__r2__0.5x
g04_Staphylococcus_equorum	33.0000	E_s202	1.5000	2	1.0000	1.3941	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr1.5__r2__1.0x
g04_Staphylococcus_equorum	33.0000	E_s202	1.5000	2	2.0000	1.4852	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr1.5__r2__2.0x
g04_Staphylococcus_equorum	33.0000	E_s202	1.5000	2	5.0000	1.5292	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr1.5__r2__5.0x
g04_Staphylococcus_equorum	33.0000	E_s202	2.0000	1	0.5000	1.0981	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr2.0__r1__0.5x
g04_Staphylococcus_equorum	33.0000	E_s202	2.0000	1	1.0000	1.9230	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr2.0__r1__1.0x
g04_Staphylococcus_equorum	33.0000	E_s202	2.0000	1	2.0000	1.9135	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr2.0__r1__2.0x
g04_Staphylococcus_equorum	33.0000	E_s202	2.0000	1	5.0000	1.9693	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr2.0__r1__5.0x
g04_Staphylococcus_equorum	33.0000	E_s202	2.0000	2	0.5000	1.8565	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr2.0__r2__0.5x
g04_Staphylococcus_equorum	33.0000	E_s202	2.0000	2	1.0000	1.9128	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr2.0__r2__1.0x
g04_Staphylococcus_equorum	33.0000	E_s202	2.0000	2	2.0000	1.9143	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr2.0__r2__2.0x
g04_Staphylococcus_equorum	33.0000	E_s202	2.0000	2	5.0000	2.0013	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g04_Staphylococcus_equorum/E_s202__g04_Staphylococcus_equorum__ptr2.0__r2__5.0x
g05_Staphylococcus_aureus	33.0000	A_k16	0.5000	1	0.5000	0.5761	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr0.5__r1__0.5x
g05_Staphylococcus_aureus	33.0000	A_k16	0.5000	1	1.0000	0.5894	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr0.5__r1__1.0x
g05_Staphylococcus_aureus	33.0000	A_k16	0.5000	1	2.0000	0.5271	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr0.5__r1__2.0x
g05_Staphylococcus_aureus	33.0000	A_k16	0.5000	1	5.0000	0.5258	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr0.5__r1__5.0x
g05_Staphylococcus_aureus	33.0000	A_k16	0.5000	2	0.5000	0.3967	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr0.5__r2__0.5x
g05_Staphylococcus_aureus	33.0000	A_k16	0.5000	2	1.0000	0.3709	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr0.5__r2__1.0x
g05_Staphylococcus_aureus	33.0000	A_k16	0.5000	2	2.0000	0.3655	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr0.5__r2__2.0x
g05_Staphylococcus_aureus	33.0000	A_k16	0.5000	2	5.0000	0.4532	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr0.5__r2__5.0x
g05_Staphylococcus_aureus	33.0000	A_k16	1.0000	1	0.5000	0.7391	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr1.0__r1__0.5x
g05_Staphylococcus_aureus	33.0000	A_k16	1.0000	1	1.0000	0.7796	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr1.0__r1__1.0x
g05_Staphylococcus_aureus	33.0000	A_k16	1.0000	1	2.0000	0.8126	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr1.0__r1__2.0x
g05_Staphylococcus_aureus	33.0000	A_k16	1.0000	1	5.0000	0.9258	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr1.0__r1__5.0x
g05_Staphylococcus_aureus	33.0000	A_k16	1.0000	2	0.5000	0.5612	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr1.0__r2__0.5x
g05_Staphylococcus_aureus	33.0000	A_k16	1.0000	2	1.0000	0.9152	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr1.0__r2__1.0x
g05_Staphylococcus_aureus	33.0000	A_k16	1.0000	2	2.0000	0.8499	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr1.0__r2__2.0x
g05_Staphylococcus_aureus	33.0000	A_k16	1.0000	2	5.0000	0.9506	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr1.0__r2__5.0x
g05_Staphylococcus_aureus	33.0000	A_k16	1.5000	1	0.5000	1.2167	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr1.5__r1__0.5x
g05_Staphylococcus_aureus	33.0000	A_k16	1.5000	1	1.0000	1.3138	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr1.5__r1__1.0x
g05_Staphylococcus_aureus	33.0000	A_k16	1.5000	1	2.0000	1.2093	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr1.5__r1__2.0x
g05_Staphylococcus_aureus	33.0000	A_k16	1.5000	1	5.0000	1.4919	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr1.5__r1__5.0x
g05_Staphylococcus_aureus	33.0000	A_k16	1.5000	2	0.5000	1.0691	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr1.5__r2__0.5x
g05_Staphylococcus_aureus	33.0000	A_k16	1.5000	2	1.0000	1.3099	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr1.5__r2__1.0x
g05_Staphylococcus_aureus	33.0000	A_k16	1.5000	2	2.0000	1.3641	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr1.5__r2__2.0x
g05_Staphylococcus_aureus	33.0000	A_k16	1.5000	2	5.0000	1.4467	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr1.5__r2__5.0x
g05_Staphylococcus_aureus	33.0000	A_k16	2.0000	1	0.5000	1.4791	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g05_Staphylococcus_aureus/A_k16__g05_Staphylococcus_aureus__ptr2.0__r1__0.5x
