genome	gc	mode	ptr	rep	depth	log2ptr	note	out
g12_Aquipseudomonas_alloputida	61.5200	E_s125	2.0000	2	2.0000	1.9483	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g12_Aquipseudomonas_alloputida/E_s125__g12_Aquipseudomonas_alloputida__ptr2.0__r2__2.0x
g12_Aquipseudomonas_alloputida	61.5200	E_s125	2.0000	2	5.0000	1.9917	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g12_Aquipseudomonas_alloputida/E_s125__g12_Aquipseudomonas_alloputida__ptr2.0__r2__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	0.5000	1	0.5000	0.3164	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr0.5__r1__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	0.5000	1	1.0000	0.3675	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr0.5__r1__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	0.5000	1	2.0000	0.4174	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr0.5__r1__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	0.5000	1	5.0000	0.4791	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr0.5__r1__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	0.5000	2	0.5000	0.3756	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr0.5__r2__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	0.5000	2	1.0000	0.4752	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr0.5__r2__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	0.5000	2	2.0000	0.4790	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr0.5__r2__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	0.5000	2	5.0000	0.4875	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr0.5__r2__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	1.0000	1	0.5000	0.7216	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr1.0__r1__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	1.0000	1	1.0000	0.8972	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr1.0__r1__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	1.0000	1	2.0000	0.9604	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr1.0__r1__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	1.0000	1	5.0000	0.9923	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr1.0__r1__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	1.0000	2	0.5000	0.7476	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr1.0__r2__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	1.0000	2	1.0000	0.9325	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr1.0__r2__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	1.0000	2	2.0000	0.9371	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr1.0__r2__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	1.0000	2	5.0000	1.0230	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr1.0__r2__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	1.5000	1	0.5000	1.1250	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr1.5__r1__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	1.5000	1	1.0000	1.3919	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr1.5__r1__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	1.5000	1	2.0000	1.5032	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr1.5__r1__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	1.5000	1	5.0000	1.4729	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr1.5__r1__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	1.5000	2	0.5000	1.0301	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr1.5__r2__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	1.5000	2	1.0000	1.3223	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr1.5__r2__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	1.5000	2	2.0000	1.4304	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr1.5__r2__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	1.5000	2	5.0000	1.4948	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr1.5__r2__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	2.0000	1	0.5000	1.4627	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr2.0__r1__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	2.0000	1	1.0000	1.7748	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr2.0__r1__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	2.0000	1	2.0000	1.9576	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr2.0__r1__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	2.0000	1	5.0000	1.9566	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr2.0__r1__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	2.0000	2	0.5000	1.6538	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr2.0__r2__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	2.0000	2	1.0000	1.8250	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr2.0__r2__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	2.0000	2	2.0000	1.9293	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr2.0__r2__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k16	2.0000	2	5.0000	1.9494	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k16__g13_Pseudomonas_aeruginosa__ptr2.0__r2__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	0.5000	1	0.5000	0.5064	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr0.5__r1__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	0.5000	1	1.0000		nan	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr0.5__r1__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	0.5000	1	2.0000	0.4132	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr0.5__r1__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	0.5000	1	5.0000	0.5014	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr0.5__r1__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	0.5000	2	0.5000	0.4207	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr0.5__r2__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	0.5000	2	1.0000	0.5406	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr0.5__r2__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	0.5000	2	2.0000	0.4777	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr0.5__r2__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	0.5000	2	5.0000	0.4998	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr0.5__r2__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	1.0000	1	0.5000	0.7083	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr1.0__r1__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	1.0000	1	1.0000	0.9159	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr1.0__r1__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	1.0000	1	2.0000	0.9520	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr1.0__r1__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	1.0000	1	5.0000	1.0155	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr1.0__r1__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	1.0000	2	0.5000	0.7676	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr1.0__r2__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	1.0000	2	1.0000	0.8389	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr1.0__r2__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	1.0000	2	2.0000	0.9686	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr1.0__r2__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	1.0000	2	5.0000	1.0080	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr1.0__r2__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	1.5000	1	0.5000	1.1688	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr1.5__r1__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	1.5000	1	1.0000	1.4989	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr1.5__r1__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	1.5000	1	2.0000	1.5078	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr1.5__r1__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	1.5000	1	5.0000	1.4925	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr1.5__r1__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	1.5000	2	0.5000	0.8073	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr1.5__r2__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	1.5000	2	1.0000	1.3339	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr1.5__r2__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	1.5000	2	2.0000	1.4552	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr1.5__r2__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	1.5000	2	5.0000	1.4896	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr1.5__r2__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	2.0000	1	0.5000	1.3777	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr2.0__r1__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	2.0000	1	1.0000	1.9528	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr2.0__r1__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	2.0000	1	2.0000	1.9107	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr2.0__r1__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	2.0000	1	5.0000	1.9157	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr2.0__r1__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	2.0000	2	0.5000	1.5269	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr2.0__r2__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	2.0000	2	1.0000	1.8647	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr2.0__r2__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	2.0000	2	2.0000	2.0000	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr2.0__r2__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k2	2.0000	2	5.0000	1.9352	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k2__g13_Pseudomonas_aeruginosa__ptr2.0__r2__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	0.5000	1	0.5000	0.4237	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr0.5__r1__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	0.5000	1	1.0000	0.4048	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr0.5__r1__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	0.5000	1	2.0000	0.4123	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr0.5__r1__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	0.5000	1	5.0000	0.4878	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr0.5__r1__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	0.5000	2	0.5000	0.3399	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr0.5__r2__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	0.5000	2	1.0000	0.4917	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr0.5__r2__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	0.5000	2	2.0000	0.4839	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr0.5__r2__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	0.5000	2	5.0000	0.4980	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr0.5__r2__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	1.0000	1	0.5000	0.6832	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr1.0__r1__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	1.0000	1	1.0000	0.8789	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr1.0__r1__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	1.0000	1	2.0000	0.9410	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr1.0__r1__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	1.0000	1	5.0000	0.9822	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr1.0__r1__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	1.0000	2	0.5000	0.7867	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr1.0__r2__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	1.0000	2	1.0000	0.9131	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr1.0__r2__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	1.0000	2	2.0000	0.9298	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr1.0__r2__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	1.0000	2	5.0000	1.0147	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr1.0__r2__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	1.5000	1	0.5000	1.1301	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr1.5__r1__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	1.5000	1	1.0000	1.4966	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr1.5__r1__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	1.5000	1	2.0000	1.5124	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr1.5__r1__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	1.5000	1	5.0000	1.4857	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr1.5__r1__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	1.5000	2	0.5000	1.0080	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr1.5__r2__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	1.5000	2	1.0000	1.3785	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr1.5__r2__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	1.5000	2	2.0000	1.4455	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr1.5__r2__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	1.5000	2	5.0000	1.4932	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr1.5__r2__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	2.0000	1	0.5000	1.5182	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr2.0__r1__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	2.0000	1	1.0000	1.9266	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr2.0__r1__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	2.0000	1	2.0000	1.9395	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr2.0__r1__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	2.0000	1	5.0000	1.9450	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr2.0__r1__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	2.0000	2	0.5000	1.5820	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr2.0__r2__0.5x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	2.0000	2	1.0000	1.8248	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr2.0__r2__1.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	2.0000	2	2.0000	1.8993	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr2.0__r2__2.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k4	2.0000	2	5.0000	1.9222	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k4__g13_Pseudomonas_aeruginosa__ptr2.0__r2__5.0x
g13_Pseudomonas_aeruginosa	65.3000	A_k8	0.5000	1	0.5000	0.3674	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g13_Pseudomonas_aeruginosa/A_k8__g13_Pseudomonas_aeruginosa__ptr0.5__r1__0.5x
