arm	n	auroc_mean	auroc_sd	auprc_mean	auprc_sd	balacc_mean	balacc_sd	macrof1_mean	macrof1_sd
A_published	20	0.9303324099722993	0.01088822382661137	0.9384059829659653	0.014585968530431455	0.8368421052631578	0.021934440880697115	0.8365388110782848	0.02193942779702283
