n_anchor_rows	n_nonzero_unrestricted	n_nonzero_screen	n_lost_nonzero_anchors	n_gained_nonzero_anchors	n_equal_nonzero_anchors	anchor_retention_fraction	ratio_min	ratio_p01	ratio_p05	ratio_p10	ratio_p25	ratio_p50	ratio_p75	ratio_p90	ratio_p95	ratio_p99	ratio_max	genomes_nonzero_unrestricted	genomes_nonzero_screen	genomes_dropped	genomes_count_mismatch	dropped_genome_ids	total_count_retention
29672386	1797315	1787229	14182	4096	1781362	0.9943883	0.2	1	1	1	1	1	1	1	1	1	5	522	457	65	412	0,1,2,3,4,5,6,7,8,12,59,62,63,67,68,69,70,71,72,73,90,96,114,116,117,118,120,122,123,127,131,155,164,168,170,172,178,199,208,209,210,212,213,214,216,219,221,249,297,298,302,305,331,334,337,349,358,379,383,441,443,516,519,520,521	0.99352311
