arm	medium	cov	surv	lm_win	det_frac	n_win
E_s123	RUN_OUT	5.0000	True	81.3496	0.8145	369
E_s184	M10	0.5000	False	17.3024	0.1731	248
E_s184	M10	10.0000	True	96.2823	0.9631	248
E_s184	M10	1.0000	True	31.3468	0.3136	248
E_s184	M10	2.0000	True	52.7177	0.5273	248
E_s184	M10	5.0000	True	82.9960	0.8302	248
E_s184	M12	0.5000	True	16.8266	0.1683	248
E_s184	M12	10.0000	True	91.6774	0.9171	248
E_s184	M12	1.0000	True	30.1210	0.3013	248
E_s184	M12	2.0000	True	49.7016	0.4972	248
E_s184	M12	5.0000	True	78.0726	0.7810	248
E_s184	M13	0.5000	True	17.5605	0.1757	248
E_s184	M13	10.0000	True	96.7379	0.9677	248
E_s184	M13	1.0000	True	31.6935	0.3170	248
E_s184	M13	2.0000	True	53.4234	0.5344	248
E_s184	M13	5.0000	True	83.8427	0.8387	248
E_s184	M17	0.5000	True	16.8065	0.1681	248
E_s184	M17	10.0000	True	92.6855	0.9271	248
E_s184	M17	1.0000	True	30.8710	0.3088	248
E_s184	M17	2.0000	True	51.3065	0.5133	248
E_s184	M17	5.0000	True	79.1613	0.7919	248
E_s184	M18	0.5000	True	17.7823	0.1779	248
E_s184	M18	10.0000	True	96.4113	0.9644	248
E_s184	M18	1.0000	True	31.7177	0.3173	248
E_s184	M18	2.0000	True	52.8992	0.5292	248
E_s184	M18	5.0000	True	82.9879	0.8301	248
E_s184	M19	0.5000	True	16.6532	0.1666	248
E_s184	M19	10.0000	True	90.3831	0.9041	248
E_s184	M19	1.0000	True	28.6855	0.2870	248
E_s184	M19	2.0000	True	47.4476	0.4746	248
E_s184	M19	5.0000	True	75.3871	0.7541	248
E_s184	M1	0.5000	False	17.2903	0.1730	248
E_s184	M1	10.0000	True	94.0202	0.9405	248
E_s184	M1	1.0000	True	31.1452	0.3116	248
E_s184	M1	2.0000	True	50.7218	0.5074	248
E_s184	M1	5.0000	True	79.8669	0.7989	248
E_s184	M22	0.5000	False	17.5000	0.1751	248
E_s184	M22	10.0000	True	94.6129	0.9464	248
E_s184	M22	1.0000	True	31.3871	0.3140	248
E_s184	M22	2.0000	True	51.7540	0.5177	248
E_s184	M22	5.0000	True	81.6613	0.8169	248
E_s184	M23	0.5000	False	17.3387	0.1734	248
E_s184	M23	10.0000	True	97.0968	0.9712	248
E_s184	M23	1.0000	True	31.6331	0.3164	248
E_s184	M23	2.0000	True	53.2903	0.5331	248
E_s184	M23	5.0000	True	84.5363	0.8456	248
E_s184	M24	0.5000	True	17.0968	0.1710	248
E_s184	M24	10.0000	True	97.0403	0.9707	248
E_s184	M24	1.0000	True	31.3871	0.3139	248
E_s184	M24	2.0000	True	53.6492	0.5366	248
E_s184	M24	5.0000	True	84.4597	0.8449	248
E_s184	M25	0.5000	False	17.7137	0.1772	248
E_s184	M25	10.0000	True	95.5000	0.9553	248
E_s184	M25	1.0000	True	32.3266	0.3234	248
E_s184	M25	2.0000	True	52.7863	0.5280	248
E_s184	M25	5.0000	True	83.4960	0.8352	248
E_s184	M27	0.5000	False	17.6976	0.1770	248
E_s184	M27	10.0000	True	97.1048	0.9713	248
E_s184	M27	1.0000	True	32.2863	0.3230	248
E_s184	M27	2.0000	False	53.7863	0.5380	248
E_s184	M27	5.0000	True	84.4879	0.8451	248
E_s184	M2	0.5000	True	16.5000	0.1651	248
E_s184	M2	10.0000	True	86.5282	0.8656	248
E_s184	M2	1.0000	True	30.0282	0.3004	248
E_s184	M2	2.0000	True	47.3750	0.4739	248
E_s184	M2	5.0000	True	72.8710	0.7290	248
E_s184	M3	0.5000	True	17.7863	0.1779	248
E_s184	M3	10.0000	True	95.9516	0.9598	248
E_s184	M3	1.0000	True	31.4556	0.3146	248
E_s184	M3	2.0000	True	52.1573	0.5218	248
E_s184	M3	5.0000	True	82.3145	0.8234	248
E_s184	M4	0.5000	True	16.7823	0.1679	248
E_s184	M4	10.0000	True	89.5484	0.8958	248
E_s184	M4	1.0000	True	30.1895	0.3020	248
E_s184	M4	2.0000	True	48.1048	0.4812	248
E_s184	M4	5.0000	True	75.7419	0.7577	248
E_s184	M6	0.5000	True	17.6452	0.1765	248
E_s184	M6	10.0000	True	95.9839	0.9601	248
E_s184	M6	1.0000	True	31.8266	0.3184	248
E_s184	M6	2.0000	True	53.0927	0.5311	248
E_s184	M6	5.0000	True	82.6855	0.8271	248
E_s184	RUN_OUT	0.5000	True	17.5968	0.1760	248
E_s184	RUN_OUT	10.0000	True	92.7419	0.9277	248
E_s184	RUN_OUT	1.0000	False	31.7823	0.3179	248
E_s184	RUN_OUT	2.0000	True	52.2056	0.5222	248
E_s184	RUN_OUT	5.0000	True	81.3871	0.8141	248
E_s268	M10	0.5000	True	17.2959	0.1729	169
E_s268	M10	10.0000	True	96.4615	0.9642	169
E_s268	M10	1.0000	True	31.3195	0.3131	169
E_s268	M10	2.0000	True	52.5917	0.5257	169
E_s268	M10	5.0000	True	83.1893	0.8315	169
E_s268	M12	0.5000	False	17.0888	0.1708	169
E_s268	M12	10.0000	True	91.7041	0.9166	169
E_s268	M12	1.0000	True	30.2308	0.3021	169
E_s268	M12	2.0000	True	49.6213	0.4960	169
E_s268	M12	5.0000	True	78.4201	0.7838	169
E_s268	M13	0.5000	True	17.4911	0.1748	169
E_s268	M13	10.0000	True	96.8107	0.9677	169
E_s268	M13	1.0000	True	31.6923	0.3168	169
E_s268	M13	2.0000	True	53.7219	0.5370	169
E_s268	M13	5.0000	True	83.9941	0.8396	169
E_s268	M17	0.5000	False	16.5621	0.1655	169
E_s268	M17	10.0000	True	92.6982	0.9266	169
E_s268	M17	1.0000	True	30.8521	0.3083	169
E_s268	M17	2.0000	True	51.2130	0.5119	169
E_s268	M17	5.0000	True	79.1893	0.7915	169
E_s268	M18	0.5000	True	18.0473	0.1804	169
E_s268	M18	10.0000	True	96.3964	0.9636	169
E_s268	M18	1.0000	True	31.9231	0.3191	169
E_s268	M18	2.0000	True	52.5858	0.5256	169
E_s268	M18	5.0000	True	82.7811	0.8274	169
E_s268	M19	0.5000	True	16.6095	0.1660	169
E_s268	M19	10.0000	True	90.4497	0.9041	169
E_s268	M19	1.0000	True	28.5503	0.2854	169
E_s268	M19	2.0000	True	47.7219	0.4770	169
E_s268	M19	5.0000	True	75.4615	0.7542	169
E_s268	M1	0.5000	False	17.1893	0.1718	169
E_s268	M1	10.0000	True	94.1302	0.9409	169
E_s268	M1	1.0000	True	30.9704	0.3095	169
E_s268	M1	2.0000	True	50.7811	0.5076	169
E_s268	M1	5.0000	True	79.9112	0.7987	169
E_s268	M22	0.5000	True	17.5030	0.1749	169
E_s268	M22	10.0000	True	94.5976	0.9456	169
E_s268	M22	1.0000	True	31.5030	0.3149	169
E_s268	M22	2.0000	True	51.3905	0.5137	169
E_s268	M22	5.0000	True	81.7456	0.8171	169
E_s268	M23	0.5000	True	17.6154	0.1761	169
E_s268	M23	10.0000	True	97.1775	0.9714	169
E_s268	M23	1.0000	True	31.4911	0.3148	169
E_s268	M23	2.0000	True	53.5089	0.5348	169
E_s268	M23	5.0000	True	84.4734	0.8444	169
E_s268	M24	0.5000	False	17.1716	0.1716	169
E_s268	M24	10.0000	True	97.2367	0.9720	169
E_s268	M24	1.0000	True	31.0355	0.3102	169
E_s268	M24	2.0000	True	53.9172	0.5389	169
E_s268	M24	5.0000	True	84.5030	0.8447	169
E_s268	M25	0.5000	True	17.5207	0.1751	169
E_s268	M25	10.0000	True	95.7278	0.9569	169
E_s268	M25	1.0000	True	32.4852	0.3247	169
E_s268	M25	2.0000	True	52.7574	0.5273	169
E_s268	M25	5.0000	True	83.5148	0.8348	169
E_s268	M27	0.5000	False	17.9822	0.1798	169
E_s268	M27	10.0000	True	97.1183	0.9708	169
E_s268	M27	1.0000	True	32.0296	0.3202	169
E_s268	M27	2.0000	True	54.0414	0.5402	169
E_s268	M27	5.0000	True	84.6627	0.8463	169
E_s268	M2	0.5000	True	16.4793	0.1647	169
E_s268	M2	10.0000	True	86.4734	0.8643	169
E_s268	M2	1.0000	True	30.0355	0.3001	169
E_s268	M2	2.0000	True	47.6864	0.4766	169
E_s268	M2	5.0000	True	72.8284	0.7279	169
E_s268	M3	0.5000	True	17.6982	0.1769	169
E_s268	M3	10.0000	True	95.9704	0.9593	169
E_s268	M3	1.0000	True	31.4852	0.3147	169
E_s268	M3	2.0000	True	52.2308	0.5220	169
E_s268	M3	5.0000	True	82.2426	0.8221	169
E_s268	M4	0.5000	True	17.0059	0.1700	169
E_s268	M4	10.0000	True	89.3669	0.8933	169
E_s268	M4	1.0000	True	30.1657	0.3015	169
E_s268	M4	2.0000	True	48.1716	0.4814	169
E_s268	M4	5.0000	True	75.8757	0.7584	169
E_s268	M6	0.5000	True	17.8521	0.1785	169
E_s268	M6	10.0000	True	96.1243	0.9608	169
E_s268	M6	1.0000	True	31.7101	0.3170	169
E_s268	M6	2.0000	True	52.7041	0.5268	169
E_s268	M6	5.0000	True	82.4497	0.8241	169
E_s268	RUN_OUT	0.5000	False	17.0592	0.1705	169
E_s268	RUN_OUT	10.0000	True	92.9231	0.9288	169
E_s268	RUN_OUT	1.0000	True	31.7988	0.3179	169
E_s268	RUN_OUT	2.0000	False	51.8166	0.5179	169
E_s268	RUN_OUT	5.0000	True	81.5680	0.8153	169
E_s30	M10	0.5000	False	17.4875	0.1749	1516
E_s30	M10	10.0000	True	96.3437	0.9637	1516
E_s30	M10	1.0000	True	31.7526	0.3176	1516
E_s30	M10	2.0000	True	52.6346	0.5265	1516
E_s30	M10	5.0000	True	82.9822	0.8300	1516
E_s30	M12	0.5000	True	16.7916	0.1680	1516
E_s30	M12	10.0000	True	91.6953	0.9172	1516
E_s30	M12	1.0000	True	30.4604	0.3047	1516
E_s30	M12	2.0000	True	50.0726	0.5008	1516
E_s30	M12	5.0000	True	78.0956	0.7811	1516
E_s30	M13	0.5000	False	17.6359	0.1764	1516
E_s30	M13	10.0000	True	96.7408	0.9676	1516
E_s30	M13	1.0000	True	31.9578	0.3197	1516
E_s30	M13	2.0000	True	53.0343	0.5304	1516
E_s30	M13	5.0000	True	84.0270	0.8405	1516
E_s30	M17	0.5000	True	17.5284	0.1753	1516
E_s30	M17	10.0000	True	92.5706	0.9259	1516
E_s30	M17	1.0000	True	31.0943	0.3110	1516
E_s30	M17	2.0000	True	51.0594	0.5107	1516
E_s30	M17	5.0000	True	79.2223	0.7924	1516
E_s30	M18	0.5000	False	17.5963	0.1760	1516
E_s30	M18	10.0000	True	96.3839	0.9641	1516
E_s30	M18	1.0000	True	31.4037	0.3141	1516
E_s30	M18	2.0000	True	52.7691	0.5278	1516
E_s30	M18	5.0000	True	83.4340	0.8345	1516
E_s30	M19	0.5000	False	16.4347	0.1643	1516
E_s30	M19	10.0000	True	90.4393	0.9046	1516
E_s30	M19	1.0000	True	29.0132	0.2902	1516
E_s30	M19	2.0000	True	47.4584	0.4746	1516
E_s30	M19	5.0000	True	75.0871	0.7511	1516
E_s30	M1	0.5000	False	17.2322	0.1723	1516
E_s30	M1	10.0000	True	94.0310	0.9405	1516
E_s30	M1	1.0000	True	30.6214	0.3063	1516
E_s30	M1	2.0000	True	50.8753	0.5089	1516
E_s30	M1	5.0000	True	79.9274	0.7995	1516
E_s30	M22	0.5000	False	17.6234	0.1763	1516
E_s30	M22	10.0000	True	94.5290	0.9455	1516
E_s30	M22	1.0000	True	31.4505	0.3146	1516
E_s30	M22	2.0000	True	52.1656	0.5218	1516
E_s30	M22	5.0000	True	81.5515	0.8157	1516
E_s30	M23	0.5000	False	17.7084	0.1771	1516
E_s30	M23	10.0000	True	97.1088	0.9713	1516
E_s30	M23	1.0000	True	31.7507	0.3176	1516
E_s30	M23	2.0000	True	53.5970	0.5361	1516
E_s30	M23	5.0000	True	84.6438	0.8467	1516
E_s30	M24	0.5000	False	17.1570	0.1716	1516
E_s30	M24	10.0000	True	97.0515	0.9707	1516
E_s30	M24	1.0000	True	31.7731	0.3178	1516
E_s30	M24	2.0000	True	53.6207	0.5363	1516
E_s30	M24	5.0000	True	84.6194	0.8464	1516
E_s30	M25	0.5000	False	17.3793	0.1738	1516
E_s30	M25	10.0000	True	95.4228	0.9545	1516
E_s30	M25	1.0000	True	31.9591	0.3196	1516
E_s30	M25	2.0000	True	52.8945	0.5291	1516
E_s30	M25	5.0000	True	83.2117	0.8323	1516
E_s30	M27	0.5000	False	17.7157	0.1772	1516
E_s30	M27	10.0000	True	97.2843	0.9731	1516
E_s30	M27	1.0000	True	32.1187	0.3213	1516
E_s30	M27	2.0000	True	53.6214	0.5363	1516
E_s30	M27	5.0000	True	84.6675	0.8468	1516
E_s30	M2	0.5000	True	16.4426	0.1645	1516
E_s30	M2	10.0000	True	86.9664	0.8699	1516
E_s30	M2	1.0000	True	29.9908	0.2999	1516
E_s30	M2	2.0000	True	47.4459	0.4745	1516
E_s30	M2	5.0000	True	72.7197	0.7273	1516
E_s30	M3	0.5000	True	17.6187	0.1763	1516
E_s30	M3	10.0000	True	95.8984	0.9592	1516
E_s30	M3	1.0000	True	31.6484	0.3166	1516
E_s30	M3	2.0000	True	52.2249	0.5224	1516
E_s30	M3	5.0000	True	82.5000	0.8252	1516
E_s30	M4	0.5000	True	16.9670	0.1697	1516
E_s30	M4	10.0000	True	89.1847	0.8921	1516
E_s30	M4	1.0000	True	30.2540	0.3026	1516
E_s30	M4	2.0000	True	48.9598	0.4897	1516
E_s30	M4	5.0000	True	75.5244	0.7554	1516
E_s30	M6	0.5000	False	17.6491	0.1765	1516
E_s30	M6	10.0000	True	96.1900	0.9621	1516
E_s30	M6	1.0000	True	31.2995	0.3131	1516
E_s30	M6	2.0000	True	52.7170	0.5273	1516
E_s30	M6	5.0000	True	83.0640	0.8309	1516
E_s30	RUN_OUT	0.5000	False	17.5244	0.1753	1516
E_s30	RUN_OUT	10.0000	True	92.7744	0.9279	1516
E_s30	RUN_OUT	1.0000	True	31.9347	0.3194	1516
E_s30	RUN_OUT	2.0000	True	52.0679	0.5207	1516
E_s30	RUN_OUT	5.0000	True	81.2309	0.8125	1516
E_s60	M10	0.5000	False	17.5092	0.1751	758
E_s60	M10	10.0000	True	96.3839	0.9640	758
E_s60	M10	1.0000	True	31.6609	0.3167	758
E_s60	M10	2.0000	True	52.6544	0.5266	758
E_s60	M10	5.0000	True	83.0383	0.8305	758
E_s60	M12	0.5000	True	16.8061	0.1681	758
E_s60	M12	10.0000	True	91.6029	0.9162	758
E_s60	M12	1.0000	True	30.4077	0.3041	758
E_s60	M12	2.0000	True	50.0172	0.5003	758
E_s60	M12	5.0000	True	78.1161	0.7813	758
E_s60	M13	0.5000	False	17.6900	0.1769	758
E_s60	M13	10.0000	True	96.7454	0.9676	758
E_s60	M13	1.0000	True	32.0515	0.3206	758
E_s60	M13	2.0000	True	53.1055	0.5311	758
E_s60	M13	5.0000	True	84.0778	0.8409	758
E_s60	M17	0.5000	True	17.4670	0.1747	758
E_s60	M17	10.0000	True	92.5910	0.9260	758
E_s60	M17	1.0000	True	30.9657	0.3097	758
E_s60	M17	2.0000	True	51.0198	0.5103	758
E_s60	M17	5.0000	True	79.2203	0.7923	758
E_s60	M18	0.5000	True	17.6675	0.1767	758
E_s60	M18	10.0000	True	96.4050	0.9642	758
E_s60	M18	1.0000	True	31.6557	0.3166	758
E_s60	M18	2.0000	True	52.7599	0.5277	758
E_s60	M18	5.0000	True	83.2744	0.8329	758
E_s60	M19	0.5000	True	16.5449	0.1655	758
E_s60	M19	10.0000	True	90.5000	0.9051	758
E_s60	M19	1.0000	True	28.9723	0.2898	758
E_s60	M19	2.0000	True	47.6332	0.4764	758
E_s60	M19	5.0000	True	75.3377	0.7535	758
E_s60	M1	0.5000	False	17.3654	0.1737	758
E_s60	M1	10.0000	True	94.0449	0.9406	758
E_s60	M1	1.0000	True	30.6768	0.3068	758
E_s60	M1	2.0000	True	50.8615	0.5087	758
E_s60	M1	5.0000	True	79.7876	0.7980	758
E_s60	M22	0.5000	True	17.5237	0.1753	758
E_s60	M22	10.0000	True	94.5897	0.9460	758
E_s60	M22	1.0000	True	31.4156	0.3142	758
E_s60	M22	2.0000	True	52.3113	0.5232	758
E_s60	M22	5.0000	True	81.7454	0.8176	758
E_s60	M23	0.5000	False	17.7243	0.1773	758
E_s60	M23	10.0000	True	97.1649	0.9718	758
E_s60	M23	1.0000	True	31.5224	0.3153	758
E_s60	M23	2.0000	True	53.5251	0.5353	758
E_s60	M23	5.0000	True	84.8351	0.8485	758
E_s60	M24	0.5000	False	17.0145	0.1702	758
E_s60	M24	10.0000	True	97.0818	0.9709	758
E_s60	M24	1.0000	True	31.7071	0.3171	758
E_s60	M24	2.0000	True	53.5739	0.5358	758
E_s60	M24	5.0000	True	84.6240	0.8464	758
E_s60	M25	0.5000	False	17.4657	0.1747	758
E_s60	M25	10.0000	True	95.4644	0.9548	758
E_s60	M25	1.0000	True	31.9156	0.3192	758
E_s60	M25	2.0000	True	53.0356	0.5304	758
E_s60	M25	5.0000	True	83.3536	0.8336	758
E_s60	M27	0.5000	False	17.7520	0.1776	758
E_s60	M27	10.0000	True	97.2190	0.9723	758
E_s60	M27	1.0000	True	32.3087	0.3231	758
E_s60	M27	2.0000	False	53.5976	0.5360	758
E_s60	M27	5.0000	True	84.6807	0.8469	758
E_s60	M2	0.5000	True	16.5145	0.1652	758
E_s60	M2	10.0000	True	86.9156	0.8693	758
E_s60	M2	1.0000	True	30.0290	0.3003	758
E_s60	M2	2.0000	True	47.4842	0.4749	758
E_s60	M2	5.0000	True	72.4631	0.7247	758
E_s60	M3	0.5000	True	17.6016	0.1761	758
E_s60	M3	10.0000	True	95.9090	0.9592	758
E_s60	M3	1.0000	True	31.7427	0.3175	758
E_s60	M3	2.0000	True	52.3021	0.5231	758
E_s60	M3	5.0000	True	82.5580	0.8257	758
E_s60	M4	0.5000	True	16.9644	0.1697	758
E_s60	M4	10.0000	True	89.3681	0.8938	758
E_s60	M4	1.0000	True	30.1570	0.3016	758
E_s60	M4	2.0000	True	48.8285	0.4883	758
E_s60	M4	5.0000	True	75.5778	0.7559	758
E_s60	M6	0.5000	True	17.5712	0.1757	758
E_s60	M6	10.0000	True	96.1728	0.9619	758
E_s60	M6	1.0000	True	31.4182	0.3142	758
E_s60	M6	2.0000	True	52.7718	0.5278	758
E_s60	M6	5.0000	True	83.0778	0.8309	758
E_s60	RUN_OUT	0.5000	False	17.6887	0.1769	758
E_s60	RUN_OUT	10.0000	True	92.8615	0.9287	758
E_s60	RUN_OUT	1.0000	False	31.9710	0.3197	758
E_s60	RUN_OUT	2.0000	False	52.2559	0.5226	758
E_s60	RUN_OUT	5.0000	False	81.3734	0.8138	758
