cov	n_media	interaction_z_med	interaction_z_lo	interaction_z_hi	interaction_r_med	interaction_r_lo	interaction_r_hi	sig
1.0	16	0.06448609009569706	-0.440935555935504	0.5439924356891945	0.012843999473042989	-0.1187425418645937	0.19960140325696726	no
2.0	16	-0.3916593519841033	-0.8141607573650674	-0.08058930343163809	-0.07400516483577296	-0.20698836721901057	-0.012793614566945053	yes
5.0	16	0.22174833012095274	-0.16696023395090112	0.7889998032230072	0.02036523871184237	-0.002257324608463493	0.0709771812629311	no
10.0	16	0.027933860636804697	-0.4911467625385552	0.5433315208734528	0.017875751982261212	-0.022607936339723498	0.0944979018941259	no
