arm	n	auroc_mean	auroc_sd	auprc_mean	auprc_sd	balacc_mean	balacc_sd	macrof1_mean	macrof1_sd
A_published	20	0.9303324099722993	0.01088822382661137	0.9384059829659653	0.014585968530431455	0.8368421052631578	0.021934440880697115	0.8365388110782848	0.02193942779702283
B_sk2bgrow	20	0.9272853185595566	0.009819461862837902	0.9167557857831745	0.013395458951075929	0.8657894736842104	0.03509925941343948	0.8656140958772538	0.03509587658168592
C_published_PTR	20	0.9361495844875346	0.009306342310057057	0.9335619603180298	0.010810949319093632	0.8513157894736842	0.021387571075980258	0.8511778884147304	0.021399893383691204
