arm	n	auroc_mean	auroc_sd	auprc_mean	auprc_sd	balacc_mean	balacc_sd	macrof1_mean	macrof1_sd
A_published	10	0.9304709141274238	0.013598822945854409	0.9376412071758604	0.019029949822200735	0.8473684210526315	0.02075817467754254	0.8471309771309772	0.020810315163387164
