sample-id	S_8123220	S_0313206	S_8123213	S_1411224	S_1313229	S_8123225	S_1413229	S_8123218	S_8221232	S_1413216	S_1413230	S_0313216	S_8221227	S_1211212	S_1313218	S_1313221	S_1313202	S_8123214	S_8123227	S_0313222	S_1213209	S_0313218	S_8221222	S_1213218	S_1211209	S_1213211	S_1313223	S_1413233	S_1413221	S_8221213	S_8222219	S_8123226	S_1413231	S_1311202	S_8123202	S_0313207	S_8221231	S_1212203
s__Streptococcus_mitis	4811112	6539359	8481929	10759574	1405472	0	23329683	1768840	2669956	20425140	20467710	9672683	18362827	8121498	7416921	5124449	70619	3538130	19765846	2142743	0	2375016	11822610	11405093	17321481	258019	2758411	347288	15038510	3473661	6193893	814947	13770501	11021559	10627128	5780120	1839628	3419937
s__Streptococcus_mitis_A	656586	0	438786	2965264	0	0	534011	1261783	1724663	2679619	629819	484344	1784705	1479491	1400302	326330	503398	0	1358293	418576	0	2189568	8775130	3229390	6086391	0	164545	172978	8783584	1245165	0	219817	3732693	530464	3097672	264342	2133383	374733
s__Streptococcus_mitis_AC	0	3471182	1418845	161152	171822	0	5680474	2574385	3296482	0	1205884	5674520	4959603	3681934	59218	455617	1385873	1004853	5228995	3356969	0	2319516	18778963	13944466	2174533	3705255	845130	0	33543803	4232342	0	83876	10236425	914779	14530320	973514	0	12294247
s__Streptococcus_mitis_AD	0	0	0	0	0	0	0	0	2931767	0	171120	2336544	0	0	0	0	0	0	0	195276	0	0	0	0	844656	1738435	0	1009715	3395421	0	0	0	0	0	721607	0	0	0
s__Streptococcus_mitis_AF	0	0	0	0	0	0	0	851577	0	0	0	0	0	0	0	0	324394	2540430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_mitis_AH	561958	0	0	0	563809	0	426279	0	0	0	1489383	410412	1531089	0	2171993	0	0	0	511108	0	0	0	487766	5538684	2058941	0	0	0	0	0	0	0	1252871	0	499033	0	0	0
s__Streptococcus_mitis_AI	0	216842	0	696675	0	0	0	432939	0	14651708	0	0	13846546	884859	0	0	172085	0	1279369	970717	0	300753	9999188	0	507067	0	348181	0	2834913	1211450	0	0	720914	1537383	0	734161	753951	12890114
s__Streptococcus_mitis_AK	0	138115	886576	630200	2118676	0	4775843	858529	1794183	1489280	2191544	1189105	6540441	4253867	1850459	275786	3974213	1443489	19613137	1914098	0	1163142	874555	1770048	4459788	0	0	0	5317026	13186230	0	0	17363166	2167364	759896	1456847	5614011	17455926
s__Streptococcus_mitis_AP	256379	997788	781580	2283548	289405	0	0	0	0	1275365	497065	859331	949839	2577877	433247	6164778	0	0	503122	0	0	0	1924456	0	3434014	0	0	1024803	1172360	363116	0	667151	2670299	1218576	112458	0	0	276173
s__Streptococcus_mitis_AQ	0	0	227665	0	0	0	896424	2305126	770614	2316764	1827399	1369804	1449382	760205	537027	8342139	0	520024	1624763	0	0	0	1768663	0	1223069	17198624	0	3891185	1480342	1627609	0	353326	2362080	3299910	3341728	4446405	868743	131224
s__Streptococcus_mitis_AR	0	0	0	0	0	0	0	0	0	752196	521788	0	1542746	803770	0	0	0	0	979412	0	0	0	0	0	0	0	0	0	2239181	614504	0	0	1361946	571207	224214	0	1134899	698593
s__Streptococcus_mitis_AT	1750451	272234	480693	1737966	1747294	0	2335496	0	4409600	1890425	2390193	1061598	2819544	1965248	2246889	10746967	2355611	2081813	3613774	379162	0	716368	32315799	4560486	12697621	3484422	255453	1987814	9665238	4119869	0	1582727	1535209	1105236	7650191	4482014	3803437	1544529
s__Streptococcus_mitis_AV	4984032	0	3002524	0	0	0	5499731	0	1627381	8553546	0	4128884	2469555	3911839	3749700	0	0	479327	994407	0	0	596147	0	0	5948861	1113727	0	0	2435543	1052161	0	272017	787519	326845	206173	0	989874	0
s__Streptococcus_mitis_AW	229862	0	0	0	0	0	264072	1932945	695128	14219471	1234451	3324621	7800102	2690709	0	9928310	0	0	2278919	0	0	632987	0	0	2115615	3173701	0	1644598	1080227	1628215	0	1995013	1754020	13892469	1803224	1547420	1625066	11532087
s__Streptococcus_mitis_AX	140524	190932	343709	479174	452281	0	0	1437138	348673	0	0	166353	0	577644	748027	0	0	0	1394368	0	0	0	0	1970422	153810	0	162260	0	372778	0	0	0	0	471027	0	0	0	0
s__Streptococcus_mitis_AY	176601	0	289171	233161	0	0	508783	0	755496	0	0	287288	256459	395104	0	0	0	3377895	0	0	0	0	0	440865	715240	771504	0	0	414945	1377069	0	0	302266	0	86395	209793	270382	0
s__Streptococcus_mitis_AZ	0	0	0	384348	0	0	0	551405	518570	0	185078	0	0	0	1306577	0	0	0	0	224042	0	0	0	0	335697	543913	0	138681	155605	0	0	0	0	0	0	0	0	348589
s__Streptococcus_mitis_BA	0	0	2231077	1485821	0	0	492604	157465	2062414	1562219	8640923	652001	6262763	2215452	314297	3166401	0	0	3006796	393663	0	1177314	0	0	12377808	0	195031	0	10227285	318163	0	227893	3214457	517828	1644641	1224467	1409061	1815743
s__Streptococcus_mitis_BB	10253127	5175117	1408533	8360506	9831829	0	5527077	7348385	3976184	15815310	3270812	21638195	10163655	7465268	3145861	4737290	1078687	1392029	4384005	1449787	658499	6348369	30463733	3558638	1610309	21025710	2034039	1287689	56603004	2299341	0	1980881	7840756	3615114	14104018	9678085	4452160	6372952
s__Streptococcus_mitis_BC	427879	0	313175	2993302	0	0	309165	0	106960	168966	529206	0	332222	244223	1783071	592647	382738	255478	351199	0	0	0	0	1643249	675564	0	0	0	678680	0	1664707	541492	0	0	0	0	0	1316057
s__Streptococcus_mitis_BD	0	0	0	0	0	0	0	0	0	0	0	0	357185	0	0	0	363878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_mitis_BE	775027	7299355	1073283	0	0	0	0	32400578	1818511	2655688	1300106	601009	1637571	1716625	1960071	0	0	1360017	2764470	0	0	10336690	341435	0	1846966	0	819130	2079377	26795827	4296831	475711	2812832	1155951	0	1127610	790105	1252812	593785
s__Streptococcus_mitis_BF	0	0	0	0	0	0	168603	0	0	131634	0	306085	0	0	290011	0	192338	420633	0	0	0	0	1103481	0	899130	0	340078	0	1804525	0	0	718535	0	399909	0	727027	0	0
s__Streptococcus_mitis_BG	306093	531486	2125494	1974389	1252829	2957926	1446545	329780	1643052	1060439	1422016	342604	466105	2138793	4133115	1340674	219557	733564	1059819	1419309	650685	2473003	483889	171544	3028123	1369887	504086	5030378	560601	852501	2297079	553586	1094570	681207	5039247	1977246	185964	900109
s__Streptococcus_mitis_BH	278198	0	1060331	0	0	0	349824	0	0	1028457	1462220	1101271	0	830084	0	0	0	0	0	0	0	0	0	0	4614949	0	0	0	761764	0	0	0	1002297	0	2609722	0	0	458728
s__Streptococcus_mitis_BI	248986	333580	0	0	0	0	0	0	0	839293	230877	0	884180	467458	777806	1372059	1520553	0	0	0	0	1473996	1013051	0	589148	0	0	0	16780676	461733	0	0	3626819	0	381554	274529	0	612860
s__Streptococcus_mitis_BJ	0	0	0	0	0	0	0	1262177	0	0	0	0	0	0	0	0	0	0	727520	0	0	0	0	0	0	0	343169	694054	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_mitis_BK	910696	0	0	0	0	1961179	381437	891468	2197214	5895474	343012	0	3063466	763924	289631	364053	0	898737	589242	0	0	0	607922	0	0	0	0	0	4253179	262064	0	3741766	918773	0	1199930	495034	0	5161404
s__Streptococcus_mitis_BL	288328	0	0	0	0	0	0	0	0	2051445	0	0	0	815534	1368938	0	0	0	1732062	0	0	0	0	0	4648111	0	0	0	1172217	0	0	0	572742	581166	3642980	978584	0	0
s__Streptococcus_mitis_BM	0	447033	0	0	652112	0	0	933612	4646867	827116	1729955	1475408	1001607	0	1261952	15102228	1660345	631852	1475133	0	0	296009	797871	0	9542784	0	0	381853	5567170	1010651	0	0	7292920	0	0	2070675	0	0
s__Streptococcus_mitis_BN	0	0	230649	0	321994	0	0	753095	519106	714426	0	266060	1393431	0	0	2198720	2337701	991254	1262380	148481	0	816321	0	1088126	0	0	425713	0	729924	1746155	0	0	7357109	0	5046627	928246	407957	915481
s__Streptococcus_mitis_BO	0	0	560197	525604	0	0	1537082	474758	0	786387	1705005	2688583	1917449	486405	0	0	221315	886341	1705929	203866	348430	1180606	2048614	0	2262080	0	0	984599	5902583	866637	0	254608	1264664	830847	603435	0	1161026	1024475
s__Streptococcus_mitis_BP	542976	947465	580923	3950241	1395430	939259	677784	864363	468648	1729374	1234142	1179224	229462	1204181	732026	385003	337509	3107063	143313	456219	202592	899721	1122284	8341212	859624	0	964865	2043928	538306	513678	530924	904499	586206	1341297	1443215	479091	857943	504873
s__Streptococcus_mitis_BQ	2095926	36319495	1205840	2923857	0	0	659853	6877537	2587882	4227598	589258	1249915	6789842	253650	1472587	160111086	0	894128	4788050	2817513	270071	225654	7911088	34655874	78068997	14024429	0	276065	6757025	3321473	20713547	660561	16416865	1118448	2474082	0	2886489	8845919
s__Streptococcus_mitis_C	200762	0	13423034	0	0	0	4161277	1268469	2682126	1321505	3209839	1473594	2145331	1077323	365013	6525213	1204622	565360	756834	329209	0	865174	3463951	0	5814432	0	206093	400012	6752037	1327899	0	1280774	1877002	2723759	586597	2186076	1477733	639079
s__Streptococcus_mitis_D	181977	0	0	0	0	0	0	429866	0	3015865	364934	0	420815	180305	363316	609077	0	0	386118	0	0	187623	0	0	0	1549358	0	0	0	1974410	0	608603	185866	0	5104657	436144	0	227892
s__Streptococcus_mitis_E	0	0	0	0	0	0	3185583	6318828	0	10490088	1379660	192829	10929390	6013178	111268	804726	0	626217	6578608	0	0	2669234	4932742	0	2101543	2813814	0	336269	1120349	2885830	0	1327046	1322837	2022101	0	271410	7953399	0
s__Streptococcus_mitis_F	872915	0	0	1771014	337179	0	2566792	0	1725860	14632866	419653	3454204	2291937	4035873	0	0	0	582760	771454	0	0	486034	0	0	3018587	1771602	0	3359979	554762	1415149	0	4508639	3104943	2739992	714642	1005929	0	1623801
s__Streptococcus_mitis_H	0	0	1206533	845709	0	0	0	0	953212	390201	841803	772942	1900603	1831225	392630	8217023	0	1339118	299294	0	301857	256393	2323659	0	1142372	12791080	205308	0	0	1915512	0	0	1144932	0	951942	0	6924163	3534195
s__Streptococcus_mitis_I	3429384	0	534700	1745724	0	0	2729030	1455985	659837	14204937	3250786	1994296	1472852	4763227	2065381	0	535471	2530397	1961997	0	0	1979462	12082338	0	3424109	0	0	427332	1015204	1163566	0	286589	947824	1547835	1322777	1343100	259567	36364109
s__Streptococcus_mitis_J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1538722	0	0	0	0	0	0	0	0	949149	0	0	0	0	0	0	0	2466922	0	0	0	601270	0
s__Streptococcus_mitis_K	799366	3704437	1986453	2094004	0	0	16453981	2367458	1739462	7043931	8811910	2905959	5882922	938575	447944	0	1029248	1239857	1616226	0	0	3480022	8143057	4152664	4199263	0	211770	106190	8353950	1164345	0	3431324	6617543	1213769	3809914	1122756	5204362	303657
s__Streptococcus_mitis_L	1231949	0	193758	0	0	0	3169266	1761407	12745816	7303934	359601	0	3397423	0	1084971	0	0	0	289468	1559055	0	0	1932026	0	1042003	2668368	113424	852934	9308788	664896	0	1729610	4118135	774216	2671665	586044	2018611	0
s__Streptococcus_mitis_M	0	1168191	1920353	3048684	0	0	6290120	5178513	204910	27401058	4924470	413785	4937429	7543737	0	3941502	0	1711398	0	3431235	0	1173341	2135328	0	1741293	0	459225	6949215	2350159	2658687	1637685	6632861	1847985	2518297	1855561	1258409	3789731	23459527
s__Streptococcus_mitis_N	6311379	1147075	986256	1730301	1811593	3135055	4649230	5231370	9344632	19082876	826100	1341578	7659283	4916250	3061536	918193	1092201	2354714	6384099	3468851	546207	772969	2658728	4092642	484413	8690329	535802	5607178	8052179	4237365	0	9880190	2223555	3298052	8547634	3725917	5334851	1234926
s__Streptococcus_mitis_O	1492431	453521	1393549	1487685	0	0	17003335	4162165	2661174	34836089	12404771	1126910	5102639	2300744	175085	224099	1806405	1107016	7552098	487579	0	873722	12182511	6936278	2618436	26414282	561076	2217055	20066623	5796623	0	3946411	8782453	12863356	31706824	1881231	14364467	7553730
s__Streptococcus_mitis_P	0	0	662871	0	0	0	1359602	546046	198701	29434018	1304530	1052190	5580071	1245441	1191548	1130949	0	0	9288418	0	0	148650	368156	0	842294	0	629371	0	418934	0	0	2071752	5552011	5594151	5188699	0	1464499	1601248
s__Streptococcus_mitis_Q	2869923	2764557	0	10438016	0	4439200	2455265	7728040	3708747	33966744	1426005	1598575	14970161	2308874	1760064	1110646	0	917706	1085034	4061729	0	1068833	3544961	0	12690733	0	0	4164699	71177161	1622163	0	6718172	23404708	1238104	5839686	3070100	6415528	2014658
s__Streptococcus_mitis_S	0	0	0	1732850	0	0	0	1032019	269999	2077219	0	0	0	4962856	0	2161788	0	0	0	0	0	955728	0	445004	0	0	0	0	1165505	774685	0	139962	986132	0	9307734	0	2468854	1827766
s__Streptococcus_mitis_W	0	0	3404170	1494685	0	0	0	0	1813065	506023	3265260	0	0	0	1003236	0	2011242	0	867170	0	0	0	0	0	2318546	0	0	2480265	0	0	0	0	1601497	2794810	0	0	1491102	2302641
s__Streptococcus_mitis_Y	1429255	0	0	0	0	0	220232	0	122142	0	0	0	0	617261	0	0	0	0	0	0	0	0	0	729778	3838793	0	0	0	0	0	0	0	0	0	2178506	1709351	0	0
s__Streptococcus_mutans	2679517	0	301126	7167730	0	0	177846	0	341388	0	451958	3273090	81616	0	308776	807407	0	0	3252838	0	0	396859	0	9641489	508960	0	34709	90511	0	8926034	0	130514	873119	741872	466470	0	0	394432
s__Streptococcus_oralis	6731906	769049	13678730	24788880	4790428	0	6585474	13216293	9182826	8948350	8015357	6173472	3198563	4957655	32075220	8526483	5322819	5798418	18675580	3720228	169053	1252798	2115089	9133901	5093759	6037658	3810841	3912983	25483131	2551489	0	5708744	11038888	12675960	988334	4300458	873108	6991630
s__Streptococcus_oralis_AA	0	0	0	4914161	0	0	0	0	0	0	0	0	0	0	490787	0	0	0	1018442	0	0	0	619642	0	0	0	0	0	0	0	0	0	0	1809254	0	0	0	0
s__Streptococcus_oralis_AB	0	0	169098	0	0	0	0	1142194	0	0	0	0	0	0	562242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2522337	0	0	0	0
s__Streptococcus_oralis_AC	194706	0	665116	663226	0	0	0	2336072	324735	0	621029	230654	266964	0	2127838	522066	0	2546883	693803	0	0	196429	3532722	0	2244374	0	0	0	300240	0	0	329688	733682	1168045	319455	0	0	231950
s__Streptococcus_oralis_AD	0	0	0	0	0	0	0	0	0	348159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534914	0	0	0	0	0	0	0	0	784771	0	0	0	0
s__Streptococcus_oralis_B	0	0	1497292	0	0	0	345320	0	535377	553617	196472	0	330020	0	612879	0	218112	0	538805	544690	0	0	0	0	0	0	0	0	0	0	0	0	0	913931	373802	0	0	0
s__Streptococcus_oralis_BA	1503058	1636456	1587867	0	0	0	5874126	3336441	4156685	377373	1529485	0	1527447	4739451	3861040	10056167	857083	4778515	2607247	290685	0	0	5972415	0	1922974	11796058	0	1864229	46296236	1187186	0	526196	19924380	484844	0	851042	3417376	1329817
s__Streptococcus_oralis_BC	841160	530385	2485599	7229499	781501	0	3016028	3733122	16251791	784703	5215591	3226806	1599619	2034102	4628890	2876468	1369283	367143	5251171	653594	0	1782419	1297456	0	6448766	0	1830620	364798	1849500	590773	467839	4669258	25367528	12232624	328812	1861641	257848	1459418
s__Streptococcus_oralis_BD	9091219	0	2261512	367116	5879750	4495096	2009284	5476581	4603311	3361899	2723468	2101907	512176	914223	4657882	2125968	1408189	2241132	564054	381529	336081	639044	0	3867762	4586579	0	1205955	975543	1370999	149572	2913285	504207	1388898	2346613	744321	5194209	623184	3941262
s__Streptococcus_oralis_BE	0	0	0	243698	212962	0	626899	0	409821	0	303686	0	135700	257102	332169	0	0	1296869	0	303275	0	0	0	0	520167	0	466174	0	62843	215475	0	0	0	164772	157296	419838	0	193458
s__Streptococcus_oralis_BF	1077416	0	0	486990	0	0	0	0	0	0	93436	0	205276	0	220008	0	0	0	0	121498	0	0	0	0	3202548	0	246916	0	153053	234275	0	0	0	0	0	0	0	0
s__Streptococcus_oralis_BG	0	0	0	429507	0	0	380312	0	0	0	680593	465715	1450399	625637	1052696	347135	0	0	0	1155565	0	0	0	0	0	0	479844	0	270866	145875	0	0	1092711	0	0	308413	0	0
s__Streptococcus_oralis_BH	365476	0	0	2841281	0	0	0	0	0	914062	0	0	0	0	525180	0	0	622409	259185	0	0	0	0	0	7251053	0	0	0	0	0	0	0	0	2267253	0	0	0	0
s__Streptococcus_oralis_BI	0	0	0	0	0	0	0	0	223322	0	0	0	0	0	714379	0	0	0	229892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_oralis_BJ	239911	0	0	0	0	0	0	1340088	298536	0	0	0	0	0	686215	0	94225	1119252	251561	0	0	0	0	0	0	0	162260	0	0	0	0	0	0	0	0	0	0	127010
s__Streptococcus_oralis_C	0	0	0	290322	0	0	0	0	193094	0	0	148902	0	261619	341882	566807	0	575191	877628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136211	0	0	0	0
s__Streptococcus_oralis_D	0	0	0	0	0	0	0	506493	756325	838161	419413	0	0	283337	0	0	0	0	223610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206173	0	0	0
s__Streptococcus_oralis_E	0	0	420934	354238	0	0	351266	492772	0	0	0	349396	343522	394876	0	1389313	0	0	0	0	0	0	0	0	526933	0	325792	0	0	0	0	0	0	405273	246441	0	0	0
s__Streptococcus_oralis_F	1455686	119601	634964	548554	0	0	805430	0	795378	96920	200320	467661	101810	132740	2337341	912023	340948	737425	323921	141732	0	0	500644	0	1008500	0	621768	0	481960	966501	0	0	303327	1200377	308052	0	0	577333
s__Streptococcus_oralis_G	0	0	1545216	2738078	481666	0	1481083	3408087	1182434	1540090	1645059	323372	1155440	775559	5056798	811014	0	797295	1946889	501669	0	0	1371163	0	0	0	546821	482070	0	0	0	1266856	2082738	5500763	0	694305	0	4049636
s__Streptococcus_oralis_H	2217117	0	122642	2219830	0	0	607127	2334050	641142	6919062	1501297	432160	2965899	489493	728776	0	0	0	1935457	0	0	0	813755	0	889187	2058141	486779	847396	2942220	0	0	0	1939445	4625285	249950	886835	4279446	315279
s__Streptococcus_oralis_I	1270467	2440827	439183	0	356296	1334357	155183	468592	199969	473256	717505	968688	119913	519589	117026	209107	91824	499508	174844	124441	0	1160918	2302051	0	314716	348605	263672	191580	140545	794279	2085333	427661	177827	392214	821369	963744	408842	186964
s__Streptococcus_oralis_J	1104753	0	1352517	2031388	1221148	0	495185	1571500	439317	2782149	861035	918733	828398	953155	2112076	457206	240992	1073691	1040355	180529	0	0	309300	1221968	2383622	0	268478	157319	134098	344338	0	0	0	369631	568594	179772	0	282669
s__Streptococcus_oralis_K	243588	0	370292	391113	821590	0	339928	1035164	1535904	328231	1646259	568695	0	155029	789561	1818650	2526095	298448	315290	472665	0	0	0	3604705	610358	908728	425034	82410	204591	218103	0	0	203169	509851	448838	953929	0	423094
s__Streptococcus_oralis_L	0	0	0	0	0	0	0	574476	0	0	0	0	458783	1442442	342234	0	0	0	0	0	0	0	0	0	0	0	353581	0	0	0	0	0	1471321	0	257717	940889	0	498894
s__Streptococcus_oralis_M	0	0	0	0	298806	0	0	770475	0	0	232750	0	0	0	0	0	0	0	195351	0	0	0	0	0	3989253	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_oralis_N	0	0	0	2272763	386267	0	4855944	356194	0	354260	0	0	0	0	393698	0	0	0	351387	0	0	0	0	0	325580	0	0	0	0	0	0	0	0	0	0	371172	0	1387715
s__Streptococcus_oralis_O	0	0	241903	157005	0	0	0	0	287959	221446	567900	0	0	0	1390450	0	266662	0	1725622	152534	0	0	0	0	0	0	88323	133745	124483	0	0	0	0	0	0	0	0	0
s__Streptococcus_oralis_Q	0	0	0	682098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_oralis_R	49986	0	60461	178292	0	0	89975	82373	269329	204509	118358	210131	68181	62047	73346	0	0	0	355564	507692	0	75736	0	0	394531	0	134996	92211	0	0	0	0	164663	0	162600	208887	963276	1077214
s__Streptococcus_oralis_S	0	0	1759384	3846274	933475	0	0	1873233	2166853	3749167	689496	781400	3156111	751950	3367589	0	327401	0	5175984	431585	0	753107	0	0	363213	0	0	549037	410229	1068666	0	4876567	751723	5235288	1887164	1684540	0	5553243
s__Streptococcus_oralis_T	806125	283264	783353	2195431	1360551	0	170511	608055	909456	1027330	1302158	903421	361502	842822	2478963	460203	383815	886684	2127902	373730	0	477243	475655	0	1206378	0	1573165	151584	2035764	108949	0	1878497	3667035	1704645	2384994	0	0	877281
s__Streptococcus_oralis_U	0	213370	572330	0	0	2455224	0	0	679414	0	335530	0	725796	0	330012	0	0	879615	0	0	0	0	0	0	408280	0	0	0	0	0	1610062	0	0	444015	0	0	0	0
s__Streptococcus_oralis_V	0	0	0	0	0	0	0	0	0	0	0	0	0	331173	451298	0	1503798	0	0	0	0	0	0	1275442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_oralis_W	698145	0	338530	6261845	0	0	0	0	395626	975305	600423	635290	1403555	230791	714010	0	991766	253052	3281543	0	0	249441	0	0	2445023	0	0	0	1263936	86705	0	229507	997742	354708	804822	52592	0	0
s__Streptococcus_oralis_Y	0	0	0	1037559	0	0	0	0	0	0	0	0	0	277392	459485	0	0	0	1216590	0	0	0	0	0	2404023	0	0	0	0	0	0	0	486692	566680	0	0	0	0
s__Streptococcus_oralis_Z	0	224211	2780808	1812629	793864	4725206	500112	985997	2478596	196837	846960	579404	0	400678	3693325	0	376173	1783908	1986183	162896	0	77336	0	0	1047375	0	502086	177959	387422	0	0	746464	306258	614325	344944	297621	0	663196
s__Streptococcus_parasanguinis	4054416	7180362	1209408	1157092	1152278	1485527	680196	1668449	1295828	2778797	4007183	577417	2673366	4220635	1900205	1330587	10030396	1975023	17369139	1917596	443410	2797794	1197886	577443	618210	4226839	15152701	3738232	3996023	3969710	3730915	5618809	628470	2077462	1531319	743861	2332839	1858939
s__Streptococcus_parasanguinis_A	807320	898224	413349	833407	520953	0	0	804337	214199	214913	112892	244142	777037	300508	163927	0	134809	0	1879009	593074	0	0	0	0	327540	0	275136	743708	0	499185	411245	870874	0	1020075	734493	423749	384359	151625
s__Streptococcus_parasanguinis_B	13823677	14881064	16756068	5621542	12398007	6381095	2997508	31494169	3064931	9001595	8283299	4598653	15432217	11075762	4361654	3541864	47215064	5750386	21315113	8488424	1378501	7357613	8142747	18606597	2714260	12065877	40844502	19235495	3875137	15239229	18911233	10010272	3653066	8154561	8622647	7574853	11024395	5212022
s__Streptococcus_parasanguinis_C	815144	1210357	2966446	95059	5438529	0	1239320	6532208	304960	1994405	1581449	174425	748357	514857	2035946	964176	1880966	2206832	4606341	1531114	674645	331958	460667	0	222286	1847935	2266399	2337746	1090471	1586886	436578	1198697	883884	726868	685859	2757383	4210319	52348
s__Streptococcus_parasanguinis_D	2516815	2344760	2487870	509552	2573000	0	742056	2114524	689540	3030955	2289015	992842	2691329	1852048	1125183	711320	5192506	923069	4884536	1356309	778488	3557613	1757440	125529	128091	1513265	3091874	1201905	314628	1825506	2587865	2877528	558473	402495	2061735	4542188	1751795	1135745
s__Streptococcus_peroris	90657	275364	211784	399202	98260	0	305149	450766	560537	486556	118573	475797	192076	300778	321587	827098	756483	180897	431562	614960	122560	252267	552944	7917475	69189	513735	205722	328042	59936	271875	503748	169503	307155	274572	285578	435554	0	122944
s__Streptococcus_pneumoniae	4329464	1022706	1386515	2679177	840260	0	20108755	2283006	3412960	18239281	2529694	1559227	2679226	4931190	481212	5288109	642934	1000984	7225237	544348	106460	1651726	8096364	2462234	6788122	2481599	334627	2118094	24299644	16075348	0	1080533	10743051	1245536	10765537	1621536	880553	4843075
s__Streptococcus_pneumoniae_A	850060	0	0	0	0	0	5570737	0	0	0	190134	0	2057108	535612	0	0	178612	0	1599672	0	0	0	584143	0	870126	4777921	312156	0	1527749	0	0	190955	2954036	0	869794	0	0	2030268
s__Streptococcus_pneumoniae_B	0	0	0	0	0	0	0	0	0	0	285201	493767	1782022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879968	0	0	0	28798401	0	0	0	0	0
s__Streptococcus_pneumoniae_C	429986	532120	0	0	0	0	19436973	0	465345	6075635	883203	0	521671	1126535	231291	4376017	0	0	503122	319651	0	0	0	156399	367807	0	0	0	2986275	584666	1212920	533808	2990897	0	7174837	647407	802582	1594836
