genome	gc	mode	err	mm	n_windows	n_motif_passed	n_recorded	n_correct	n_wrong_tie	n_wrong_only	frac_wrong_recorded
g13_Pseudomonas_aeruginosa	65.3	fmh_k16matched	e01	0	3013560	0	23238	23236	0	2	8.607e-05
g13_Pseudomonas_aeruginosa	65.3	fmh_k16matched	e01	1	3013560	0	28935	28620	0	315	0.01088647
g13_Pseudomonas_aeruginosa	65.3	fmh_k16matched	e01	2	3013560	0	30019	29234	0	785	0.0261501
g14_Mycobacterium_kubicae	66.01	enzyme_k16	e0	0	27857	27857	27855	27855	0	0	0.0
g14_Mycobacterium_kubicae	66.01	enzyme_k16	e0	1	27857	27857	27855	27855	0	0	0.0
g14_Mycobacterium_kubicae	66.01	enzyme_k16	e0	2	27857	27857	27855	27855	0	0	0.0
g14_Mycobacterium_kubicae	66.01	enzyme_k16	e0001	0	27998	27998	27452	27452	0	0	0.0
g14_Mycobacterium_kubicae	66.01	enzyme_k16	e0001	1	27998	27998	27893	27892	1	0	3.585e-05
g14_Mycobacterium_kubicae	66.01	enzyme_k16	e0001	2	27998	27998	27898	27897	1	0	3.584e-05
g14_Mycobacterium_kubicae	66.01	enzyme_k16	e01	0	27993	27993	22651	22650	0	1	4.415e-05
g14_Mycobacterium_kubicae	66.01	enzyme_k16	e01	1	27993	27993	26506	26502	3	1	0.00015091
g14_Mycobacterium_kubicae	66.01	enzyme_k16	e01	2	27993	27993	26819	26815	3	1	0.00014915
g14_Mycobacterium_kubicae	66.01	fmh_k16matched	e0	0	2405760	0	29338	29338	0	0	0.0
g14_Mycobacterium_kubicae	66.01	fmh_k16matched	e0	1	2405760	0	29572	29338	0	234	0.00791289
g14_Mycobacterium_kubicae	66.01	fmh_k16matched	e0	2	2405760	0	29885	29338	0	547	0.0183035
g14_Mycobacterium_kubicae	66.01	fmh_k16matched	e0001	0	2405760	0	29137	29137	0	0	0.0
g14_Mycobacterium_kubicae	66.01	fmh_k16matched	e0001	1	2405760	0	30045	29788	0	257	0.00855384
g14_Mycobacterium_kubicae	66.01	fmh_k16matched	e0001	2	2405760	0	30357	29799	0	558	0.01838126
g14_Mycobacterium_kubicae	66.01	fmh_k16matched	e01	0	2405760	0	23371	23370	0	1	4.279e-05
g14_Mycobacterium_kubicae	66.01	fmh_k16matched	e01	1	2405760	0	29014	28849	0	165	0.00568691
g14_Mycobacterium_kubicae	66.01	fmh_k16matched	e01	2	2405760	0	29911	29486	0	425	0.01420882
g15_Mycobacterium_peregrinum	66.06	enzyme_k16	e0	0	36126	36126	36126	36126	0	0	0.0
g15_Mycobacterium_peregrinum	66.06	enzyme_k16	e0	1	36126	36126	36126	36126	0	0	0.0
g15_Mycobacterium_peregrinum	66.06	enzyme_k16	e0	2	36126	36126	36126	36126	0	0	0.0
g15_Mycobacterium_peregrinum	66.06	enzyme_k16	e0001	0	36604	36604	35862	35862	0	0	0.0
g15_Mycobacterium_peregrinum	66.06	enzyme_k16	e0001	1	36604	36604	36434	36434	0	0	0.0
g15_Mycobacterium_peregrinum	66.06	enzyme_k16	e0001	2	36604	36604	36444	36444	0	0	0.0
g15_Mycobacterium_peregrinum	66.06	enzyme_k16	e01	0	37064	37064	29947	29947	0	0	0.0
g15_Mycobacterium_peregrinum	66.06	enzyme_k16	e01	1	37064	37064	35123	35122	1	0	2.847e-05
g15_Mycobacterium_peregrinum	66.06	enzyme_k16	e01	2	37064	37064	35520	35517	1	2	8.446e-05
g15_Mycobacterium_peregrinum	66.06	fmh_k16matched	e0	0	2923080	0	37934	37934	0	0	0.0
g15_Mycobacterium_peregrinum	66.06	fmh_k16matched	e0	1	2923080	0	38042	37934	0	108	0.00283897
g15_Mycobacterium_peregrinum	66.06	fmh_k16matched	e0	2	2923080	0	38303	37934	0	369	0.00963371
g15_Mycobacterium_peregrinum	66.06	fmh_k16matched	e0001	0	2923080	0	37026	37026	0	0	0.0
g15_Mycobacterium_peregrinum	66.06	fmh_k16matched	e0001	1	2923080	0	38058	37914	0	144	0.0037837
g15_Mycobacterium_peregrinum	66.06	fmh_k16matched	e0001	2	2923080	0	38326	37926	0	400	0.01043678
g15_Mycobacterium_peregrinum	66.06	fmh_k16matched	e01	0	2923080	0	30108	30108	0	0	0.0
g15_Mycobacterium_peregrinum	66.06	fmh_k16matched	e01	1	2923080	0	37050	36959	0	91	0.00245614
g15_Mycobacterium_peregrinum	66.06	fmh_k16matched	e01	2	2923080	0	38074	37774	0	300	0.00787939
g16_Streptomyces_violaceoruber	72.0	enzyme_k16	e0	0	42392	42392	42392	42392	0	0	0.0
g16_Streptomyces_violaceoruber	72.0	enzyme_k16	e0	1	42392	42392	42392	42392	0	0	0.0
g16_Streptomyces_violaceoruber	72.0	enzyme_k16	e0	2	42392	42392	42392	42392	0	0	0.0
g16_Streptomyces_violaceoruber	72.0	enzyme_k16	e0001	0	42765	42765	41917	41917	0	0	0.0
g16_Streptomyces_violaceoruber	72.0	enzyme_k16	e0001	1	42765	42765	42592	42591	1	0	2.348e-05
g16_Streptomyces_violaceoruber	72.0	enzyme_k16	e0001	2	42765	42765	42595	42594	1	0	2.348e-05
g16_Streptomyces_violaceoruber	72.0	enzyme_k16	e01	0	42592	42592	34540	34538	0	2	5.79e-05
g16_Streptomyces_violaceoruber	72.0	enzyme_k16	e01	1	42592	42592	40229	40227	0	2	4.972e-05
g16_Streptomyces_violaceoruber	72.0	enzyme_k16	e01	2	42592	42592	40681	40678	0	3	7.374e-05
g16_Streptomyces_violaceoruber	72.0	fmh_k16matched	e0	0	3621960	0	45367	45367	0	0	0.0
g16_Streptomyces_violaceoruber	72.0	fmh_k16matched	e0	1	3621960	0	45693	45367	0	326	0.00713457
g16_Streptomyces_violaceoruber	72.0	fmh_k16matched	e0	2	3621960	0	46194	45367	0	827	0.01790276
g16_Streptomyces_violaceoruber	72.0	fmh_k16matched	e0001	0	3621960	0	44037	44037	0	0	0.0
g16_Streptomyces_violaceoruber	72.0	fmh_k16matched	e0001	1	3621960	0	45335	45039	0	296	0.00652917
g16_Streptomyces_violaceoruber	72.0	fmh_k16matched	e0001	2	3621960	0	45843	45050	0	793	0.01729817
g16_Streptomyces_violaceoruber	72.0	fmh_k16matched	e01	0	3621960	0	36065	36065	0	0	0.0
g16_Streptomyces_violaceoruber	72.0	fmh_k16matched	e01	1	3621960	0	44804	44471	0	333	0.00743237
g16_Streptomyces_violaceoruber	72.0	fmh_k16matched	e01	2	3621960	0	46219	45391	0	828	0.01791471
g17_Streptomyces_fungicidicus	72.01	enzyme_k16	e0	0	39401	39401	39401	39401	0	0	0.0
g17_Streptomyces_fungicidicus	72.01	enzyme_k16	e0	1	39401	39401	39401	39401	0	0	0.0
g17_Streptomyces_fungicidicus	72.01	enzyme_k16	e0	2	39401	39401	39401	39401	0	0	0.0
g17_Streptomyces_fungicidicus	72.01	enzyme_k16	e0001	0	38770	38770	38012	38010	0	2	5.261e-05
g17_Streptomyces_fungicidicus	72.01	enzyme_k16	e0001	1	38770	38770	38617	38614	1	2	7.769e-05
g17_Streptomyces_fungicidicus	72.01	enzyme_k16	e0001	2	38770	38770	38625	38622	1	2	7.767e-05
g17_Streptomyces_fungicidicus	72.01	enzyme_k16	e01	0	39536	39536	32115	32114	0	1	3.114e-05
g17_Streptomyces_fungicidicus	72.01	enzyme_k16	e01	1	39536	39536	37467	37466	0	1	2.669e-05
g17_Streptomyces_fungicidicus	72.01	enzyme_k16	e01	2	39536	39536	37906	37903	0	3	7.914e-05
g17_Streptomyces_fungicidicus	72.01	fmh_k16matched	e0	0	3345480	0	41900	41900	0	0	0.0
g17_Streptomyces_fungicidicus	72.01	fmh_k16matched	e0	1	3345480	0	42336	41900	0	436	0.01029856
g17_Streptomyces_fungicidicus	72.01	fmh_k16matched	e0	2	3345480	0	42883	41900	0	983	0.02292284
g17_Streptomyces_fungicidicus	72.01	fmh_k16matched	e0001	0	3345480	0	40451	40450	0	1	2.472e-05
g17_Streptomyces_fungicidicus	72.01	fmh_k16matched	e0001	1	3345480	0	41869	41440	0	429	0.01024624
g17_Streptomyces_fungicidicus	72.01	fmh_k16matched	e0001	2	3345480	0	42468	41449	0	1019	0.02399454
g17_Streptomyces_fungicidicus	72.01	fmh_k16matched	e01	0	3345480	0	33151	33151	0	0	0.0
g17_Streptomyces_fungicidicus	72.01	fmh_k16matched	e01	1	3345480	0	41136	40784	0	352	0.00855698
g17_Streptomyces_fungicidicus	72.01	fmh_k16matched	e01	2	3345480	0	42556	41627	0	929	0.02183006
