genome	gc	mode	ptr	rep	depth	log2ptr	note
g13_Pseudomonas_aeruginosa	65.3000	E_s200	1.5000	2	0.5000	0.9781	ok
g13_Pseudomonas_aeruginosa	65.3000	E_s200	1.5000	2	1.0000	1.5152	ok
g13_Pseudomonas_aeruginosa	65.3000	E_s200	1.5000	2	2.0000	1.5244	ok
g13_Pseudomonas_aeruginosa	65.3000	E_s200	1.5000	2	5.0000	1.4974	ok
g13_Pseudomonas_aeruginosa	65.3000	E_s200	2.0000	1	0.5000	1.4994	ok
g13_Pseudomonas_aeruginosa	65.3000	E_s200	2.0000	1	1.0000	1.8109	ok
g13_Pseudomonas_aeruginosa	65.3000	E_s200	2.0000	1	2.0000	2.0344	ok
g13_Pseudomonas_aeruginosa	65.3000	E_s200	2.0000	1	5.0000	2.0125	ok
g13_Pseudomonas_aeruginosa	65.3000	E_s200	2.0000	2	0.5000	1.5634	ok
g13_Pseudomonas_aeruginosa	65.3000	E_s200	2.0000	2	1.0000	1.9546	ok
g13_Pseudomonas_aeruginosa	65.3000	E_s200	2.0000	2	2.0000	1.9634	ok
g13_Pseudomonas_aeruginosa	65.3000	E_s200	2.0000	2	5.0000	1.8849	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	0.5000	1	0.5000	0.3441	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	0.5000	1	1.0000	0.3641	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	0.5000	1	2.0000	0.4747	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	0.5000	1	5.0000	0.4954	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	0.5000	2	0.5000	0.3641	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	0.5000	2	1.0000	0.5143	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	0.5000	2	2.0000	0.4886	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	0.5000	2	5.0000	0.5204	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	1.0000	1	0.5000	0.7204	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	1.0000	1	1.0000	0.9375	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	1.0000	1	2.0000	0.9756	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	1.0000	1	5.0000	1.0076	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	1.0000	2	0.5000	0.6816	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	1.0000	2	1.0000	0.9287	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	1.0000	2	2.0000	1.0032	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	1.0000	2	5.0000	1.0044	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	1.5000	1	0.5000	1.2073	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	1.5000	1	1.0000	1.2965	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	1.5000	1	2.0000	1.5001	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	1.5000	1	5.0000	1.4935	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	1.5000	2	0.5000	1.2649	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	1.5000	2	1.0000	1.4156	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	1.5000	2	2.0000	1.4478	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	1.5000	2	5.0000	1.4772	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	2.0000	1	0.5000	1.6067	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	2.0000	1	1.0000	1.6020	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	2.0000	1	2.0000	1.9693	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	2.0000	1	5.0000	1.9835	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	2.0000	2	0.5000	1.7271	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	2.0000	2	1.0000	1.9045	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	2.0000	2	2.0000	1.9717	ok
g16_Streptomyces_violaceoruber	72.0000	A_k16	2.0000	2	5.0000	1.9580	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	0.5000	1	0.5000	0.3834	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	0.5000	1	1.0000	0.3874	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	0.5000	1	2.0000	0.4650	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	0.5000	1	5.0000	0.5010	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	0.5000	2	0.5000	0.3234	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	0.5000	2	1.0000	0.4827	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	0.5000	2	2.0000	0.5058	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	0.5000	2	5.0000	0.5167	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	1.0000	1	0.5000	0.5887	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	1.0000	1	1.0000	0.9210	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	1.0000	1	2.0000	0.9761	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	1.0000	1	5.0000	1.0078	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	1.0000	2	0.5000	0.6366	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	1.0000	2	1.0000	0.8866	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	1.0000	2	2.0000	1.0351	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	1.0000	2	5.0000	1.0079	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	1.5000	1	0.5000	1.1054	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	1.5000	1	1.0000	1.2495	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	1.5000	1	2.0000	1.5261	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	1.5000	1	5.0000	1.4918	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	1.5000	2	0.5000	1.1388	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	1.5000	2	1.0000	1.4433	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	1.5000	2	2.0000	1.4676	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	1.5000	2	5.0000	1.4769	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	2.0000	1	0.5000	1.6953	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	2.0000	1	1.0000	1.7399	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	2.0000	1	2.0000	1.9631	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	2.0000	1	5.0000	1.9872	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	2.0000	2	0.5000	1.7196	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	2.0000	2	1.0000	1.9389	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	2.0000	2	2.0000	2.0056	ok
g16_Streptomyces_violaceoruber	72.0000	A_k8	2.0000	2	5.0000	1.9465	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	0.5000	1	0.5000	0.3512	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	0.5000	1	1.0000	0.5117	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	0.5000	1	2.0000	0.4287	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	0.5000	1	5.0000	0.4857	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	0.5000	2	0.5000	0.3861	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	0.5000	2	1.0000	0.4205	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	0.5000	2	2.0000	0.4605	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	0.5000	2	5.0000	0.5143	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	1.0000	1	0.5000	0.6899	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	1.0000	1	1.0000	0.8546	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	1.0000	1	2.0000	0.9704	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	1.0000	1	5.0000	1.0181	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	1.0000	2	0.5000	0.5917	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	1.0000	2	1.0000	0.8533	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	1.0000	2	2.0000	1.0061	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	1.0000	2	5.0000	1.0015	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	1.5000	1	0.5000	1.3495	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	1.5000	1	1.0000	1.2895	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	1.5000	1	2.0000	1.4734	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	1.5000	1	5.0000	1.5484	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	1.5000	2	0.5000	1.0124	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	1.5000	2	1.0000	1.4086	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	1.5000	2	2.0000	1.4310	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	1.5000	2	5.0000	1.4879	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	2.0000	1	0.5000	1.4842	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	2.0000	1	1.0000	1.7643	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	2.0000	1	2.0000	1.9484	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	2.0000	1	5.0000	2.0065	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	2.0000	2	0.5000	1.5137	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	2.0000	2	1.0000	1.8769	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	2.0000	2	2.0000	1.9961	ok
g16_Streptomyces_violaceoruber	72.0000	E_s125	2.0000	2	5.0000	1.9671	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	0.5000	1	0.5000	0.4628	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	0.5000	1	1.0000	0.5122	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	0.5000	1	2.0000	0.4357	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	0.5000	1	5.0000	0.4876	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	0.5000	2	0.5000	0.1402	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	0.5000	2	1.0000	0.3699	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	0.5000	2	2.0000	0.4541	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	0.5000	2	5.0000	0.5089	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	1.0000	1	0.5000	0.7867	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	1.0000	1	1.0000	0.8834	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	1.0000	1	2.0000	0.9842	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	1.0000	1	5.0000	1.0108	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	1.0000	2	0.5000	0.5679	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	1.0000	2	1.0000	0.8962	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	1.0000	2	2.0000	1.0279	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	1.0000	2	5.0000	1.0053	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	1.5000	1	0.5000	1.2913	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	1.5000	1	1.0000	1.3961	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	1.5000	1	2.0000	1.4786	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	1.5000	1	5.0000	1.5044	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	1.5000	2	0.5000	0.9492	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	1.5000	2	1.0000	1.4422	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	1.5000	2	2.0000	1.4422	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	1.5000	2	5.0000	1.4892	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	2.0000	1	0.5000	1.4913	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	2.0000	1	1.0000	1.7361	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	2.0000	1	2.0000	1.9604	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	2.0000	1	5.0000	2.0338	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	2.0000	2	0.5000	1.5538	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	2.0000	2	1.0000	1.8574	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	2.0000	2	2.0000	1.9979	ok
g16_Streptomyces_violaceoruber	72.0000	E_s200	2.0000	2	5.0000	1.9807	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	0.5000	1	0.5000	0.4926	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	0.5000	1	1.0000	0.5022	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	0.5000	1	2.0000	0.4519	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	0.5000	1	5.0000	0.4738	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	0.5000	2	0.5000	0.3984	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	0.5000	2	1.0000	0.4145	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	0.5000	2	2.0000	0.4681	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	0.5000	2	5.0000	0.5058	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	1.0000	1	0.5000	0.6358	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	1.0000	1	1.0000	0.8609	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	1.0000	1	2.0000	0.9645	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	1.0000	1	5.0000	1.0144	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	1.0000	2	0.5000	0.5354	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	1.0000	2	1.0000	0.8636	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	1.0000	2	2.0000	1.0153	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	1.0000	2	5.0000	0.9926	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	1.5000	1	0.5000	1.2501	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	1.5000	1	1.0000	1.2733	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	1.5000	1	2.0000	1.4506	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	1.5000	1	5.0000	1.5026	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	1.5000	2	0.5000	1.0207	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	1.5000	2	1.0000	1.3041	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	1.5000	2	2.0000	1.4299	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	1.5000	2	5.0000	1.4860	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	2.0000	1	0.5000	1.4438	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	2.0000	1	1.0000	1.7158	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	2.0000	1	2.0000	1.9399	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	2.0000	1	5.0000	1.9691	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	2.0000	2	0.5000	1.4542	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	2.0000	2	1.0000	1.8948	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	2.0000	2	2.0000	1.9874	ok
g16_Streptomyces_violaceoruber	72.0000	E_s80	2.0000	2	5.0000	1.9692	ok
