arm	n	auroc_mean	auroc_sd	auprc_mean	auprc_sd	balacc_mean	balacc_sd	macrof1_mean	macrof1_sd
A_abundance	20	0.670443722943723	0.01950246542367903	0.6890340787015633	0.012416777552222572	0.6431277056277056	0.015201537547808569	0.6386367592859167	0.016337515216722224
A_plus_MIP	20	0.6598376623376623	0.018525550500329162	0.682664691676299	0.011543814964239127	0.6409523809523809	0.014243120217956647	0.6354132203822503	0.015436396204623603
MIP_only	20	0.5448160173160173	0.028038931560502585	0.49579624286907836	0.024017732459859123	0.5412337662337662	0.028641981215759307	0.5410083179627445	0.028941755611122506
