genome	gc	arm	cond	ptr	rep	depth	log2ptr	coverage	note
g13_Pseudomonas_aeruginosa	65.3000	sketch	scafRel	2.0000	1	5.0000	2.0044	3.9739	ok
g13_Pseudomonas_aeruginosa	65.3000	sketch	scafRel	2.0000	2	1.0000	1.8368	0.8060	ok
g13_Pseudomonas_aeruginosa	65.3000	sketch	scafRel	2.0000	2	5.0000	1.9811	3.9945	ok
g13_Pseudomonas_aeruginosa	65.3000	enzyme	scafSelf	0.5000	1	1.0000	0.3983	0.8291	ok
g13_Pseudomonas_aeruginosa	65.3000	enzyme	scafSelf	0.5000	1	5.0000	0.4796	4.0955	ok
g13_Pseudomonas_aeruginosa	65.3000	enzyme	scafSelf	0.5000	2	1.0000	0.4406	0.8200	ok
g13_Pseudomonas_aeruginosa	65.3000	enzyme	scafSelf	0.5000	2	5.0000	0.4889	4.0870	ok
g13_Pseudomonas_aeruginosa	65.3000	enzyme	scafSelf	1.0000	1	1.0000	0.9002	0.8066	ok
g13_Pseudomonas_aeruginosa	65.3000	enzyme	scafSelf	1.0000	1	5.0000	0.9944	4.0752	ok
g13_Pseudomonas_aeruginosa	65.3000	enzyme	scafSelf	1.0000	2	1.0000	0.9495	0.8216	ok
g13_Pseudomonas_aeruginosa	65.3000	enzyme	scafSelf	1.0000	2	5.0000	1.0235	4.0925	ok
g13_Pseudomonas_aeruginosa	65.3000	enzyme	scafSelf	2.0000	1	1.0000	1.7864	0.8272	ok
g13_Pseudomonas_aeruginosa	65.3000	enzyme	scafSelf	2.0000	1	5.0000	1.9565	4.0681	ok
g13_Pseudomonas_aeruginosa	65.3000	enzyme	scafSelf	2.0000	2	1.0000	1.8186	0.8100	ok
g13_Pseudomonas_aeruginosa	65.3000	enzyme	scafSelf	2.0000	2	5.0000	1.9503	4.0764	ok
g13_Pseudomonas_aeruginosa	65.3000	sketch	scafSelf	0.5000	1	1.0000	0.3072	0.8022	ok
g13_Pseudomonas_aeruginosa	65.3000	sketch	scafSelf	0.5000	1	5.0000	0.4808	3.9998	ok
g13_Pseudomonas_aeruginosa	65.3000	sketch	scafSelf	0.5000	2	1.0000	0.4664	0.8015	ok
g13_Pseudomonas_aeruginosa	65.3000	sketch	scafSelf	0.5000	2	5.0000	0.4817	3.9986	ok
g13_Pseudomonas_aeruginosa	65.3000	sketch	scafSelf	1.0000	1	1.0000	0.8024	0.8009	ok
g13_Pseudomonas_aeruginosa	65.3000	sketch	scafSelf	1.0000	1	5.0000	1.0012	3.9984	ok
g13_Pseudomonas_aeruginosa	65.3000	sketch	scafSelf	1.0000	2	1.0000	0.8852	0.8030	ok
g13_Pseudomonas_aeruginosa	65.3000	sketch	scafSelf	1.0000	2	5.0000	1.0020	3.9872	ok
g13_Pseudomonas_aeruginosa	65.3000	sketch	scafSelf	2.0000	1	1.0000	1.7813	0.8004	ok
g13_Pseudomonas_aeruginosa	65.3000	sketch	scafSelf	2.0000	1	5.0000	2.0044	3.9739	ok
g13_Pseudomonas_aeruginosa	65.3000	sketch	scafSelf	2.0000	2	1.0000	1.8368	0.8060	ok
g13_Pseudomonas_aeruginosa	65.3000	sketch	scafSelf	2.0000	2	5.0000	1.9811	3.9945	ok
