B-6__SRR25655435	complete	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/public_2brad/per_sample_sp/PRJNA1005427/B-6__SRR25655435/noGC_glm/output.tsv
B-7__SRR25655434	complete	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/public_2brad/per_sample_sp/PRJNA1005427/B-7__SRR25655434/noGC_glm/output.tsv
B-8__SRR25655433	complete	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/public_2brad/per_sample_sp/PRJNA1005427/B-8__SRR25655433/noGC_glm/output.tsv
C-10__SRR25655439	complete	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/public_2brad/per_sample_sp/PRJNA1005427/C-10__SRR25655439/noGC_glm/output.tsv
B-9__SRR25655432	complete	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/public_2brad/per_sample_sp/PRJNA1005427/B-9__SRR25655432/noGC_glm/output.tsv
C-1__SRR25655448	complete	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/public_2brad/per_sample_sp/PRJNA1005427/C-1__SRR25655448/noGC_glm/output.tsv
C-3__SRR25655446	complete	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/public_2brad/per_sample_sp/PRJNA1005427/C-3__SRR25655446/noGC_glm/output.tsv
C-2__SRR25655447	complete	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/public_2brad/per_sample_sp/PRJNA1005427/C-2__SRR25655447/noGC_glm/output.tsv
C-4__SRR25655445	complete	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/public_2brad/per_sample_sp/PRJNA1005427/C-4__SRR25655445/noGC_glm/output.tsv
C-5__SRR25655444	complete	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/public_2brad/per_sample_sp/PRJNA1005427/C-5__SRR25655444/noGC_glm/output.tsv
C-6__SRR25655443	complete	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/public_2brad/per_sample_sp/PRJNA1005427/C-6__SRR25655443/noGC_glm/output.tsv
C-7__SRR25655442	complete	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/public_2brad/per_sample_sp/PRJNA1005427/C-7__SRR25655442/noGC_glm/output.tsv
C-9__SRR25655440	complete	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/public_2brad/per_sample_sp/PRJNA1005427/C-9__SRR25655440/noGC_glm/output.tsv
C-8__SRR25655441	complete	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/public_2brad/per_sample_sp/PRJNA1005427/C-8__SRR25655441/noGC_glm/output.tsv
